muni,mse_gb_census, mse_gb_gis,mse_gb_all,mse_gb_psu,mse_bart_census,mse_bart_gis,mse_bart_all,mse_bart_psu,mse_rf_census,mse_rf_gis,mse_rf_all,mse_rf_psu,mse_lasso_census,mse_lasso_gis,mse_lasso_all,mse_lasso_psu,mse_ols_census,mse_ols_gis,mse_ols_all,mse_ols_psu,mse_gb_hhid_demo,mse_gb_psu_wc,mse_gb_gis_ntl,mse_gb_all_ntl,mse_eb,mse_uc
1041005,0.005593940023347146,0.006467909883865027,0.004933329744002491,0.003721491768964585,0.009721453777289911,0.0019517116229667033,0.006361128764281384,0.004594857667015641,0.005141191274605209,0.00451890137283423,0.0038816176982524064,0.0032530763279914445,0.005131566776144908,0.0019890976515182443,0.004838768248832507,0.005820757260548443,0.010192965839051969,0.010712978043848173,0.01093172430906708,0.000607474750461263,0.009437970859916807,0.002689743188026203,0.0035539740541803396,0.0044613174101222125,0.002072267800732238,0.0006323219986191262
1041006,0.0030421184641441787,0.015170591570971163,0.0018642570816120967,0.0009322493683765179,0.003218475249032659,0.019935015328172063,0.0013284803936474325,0.0003690588769077107,0.0018936068122358664,0.020242365588055353,0.0014883416814864489,0.0014529122972082675,0.0011703672761401833,0.04858446728702162,0.001847975322322113,0.0004399714064515951,0.05788344576247052,0.012862182559781863,0.006121059854247129,0.004226609929619163,0.0036308953484164,0.0011659895834292082,0.02000496657755174,0.001996490737175173,0.0014321547058260063,0.0032735158613808883
1041007,0.0028251885576788876,0.004608821186626187,0.0025188169893445114,0.00189858836304385,0.0028872713215806253,0.002688217609794531,0.00288998702723027,0.001415366049235786,0.0026320265569709975,0.003443935884761318,0.0024629860638954552,0.0019057530181037096,0.005871625846286465,0.012239697010393649,0.005365685950239363,0.00836403139769484,0.07526751750078854,0.003892063550628507,0.0019439515119300586,0.04224660102790563,0.03395595141419309,0.0018456587841223756,0.0035215638148615234,0.0029481794592622827,0.0031039781010134037,0.010582389570510713
1041008,0.0010383489180435016,0.0040161403753416975,0.0010143077001570134,0.000483523930764229,0.0015850286334717168,0.0015658783937631904,0.0010790825383722236,0.0008655161820977274,0.0008705526068991278,0.0022374367203068343,0.0008286609253345234,0.0005163997744951409,0.0007774232971220446,0.0005244180074897944,0.0005721961820377936,0.0003190558448431135,0.013317916773308831,0.003298073673130252,0.0026116414397966627,0.008682810442155544,0.04250073911007306,0.0009979402608426956,0.0019167554832971868,0.00081503027485727,0.0011659488591970965,0.0012772918778693257
1041009,0.0027881338276350485,0.0038276665558002855,0.0017605712246918043,0.000983396567822511,0.003904870615054298,0.0010966886101877234,0.001856285092055051,0.0009347103837763782,0.0021328296517452183,0.0019078085728599164,0.0011727605335770353,0.000577793773375671,0.007109632896865035,0.000575649994519279,0.0041922118683657495,0.006056877186705337,0.07402620354837194,0.0016303224383076521,0.0016906828455882262,0.03443481898565872,0.01297995421610407,0.0009925911220095404,0.0017788105014206956,0.0020485510482842148,0.0007951320319108812,0.005792615073926186
1041010,0.0015415222705945427,0.011431790846006469,0.0017161688899864915,0.0015304460399499795,0.0020394395877660195,0.008097468105538021,0.0013251996043297089,0.001998586289675966,0.0016172749163126591,0.0058348556844781,0.001961487727136264,0.0011740914702411723,0.009440400250672288,0.005014218992032634,0.005562558022836014,0.006124646076097254,0.047345760474262796,0.007321344613693323,0.004684786587643711,0.02166405405944446,0.005713286121511621,0.0012069444303292288,0.009884082445717484,0.001714340507409177,0.0029271251432648,0.015029741664115135
1041011,0.0014511971997102275,0.017928726018038386,0.0014273826148745049,0.0011715603115900685,0.0029963775574803854,0.016371706207281626,0.0015507195631806665,0.001278489123955254,0.00135305266855881,0.011938258731022772,0.0012607773854482463,0.0009422604440085959,0.005088349982908253,0.017477765600519096,0.0032962776304489606,0.002854755072537898,0.0787841295226643,0.03524531328503532,0.006211797268040606,0.019103734617563928,0.0016484006434344667,0.0008388005789352207,0.01500809344184442,0.0015794095286425676,0.002389484009860952,0.013869532092399823
1051002,0.0005107044142631503,0.0026043974290513,0.0006246538370680376,0.00023872714503608069,0.0017631461213637718,0.0012796015389355084,0.0008123409290286368,0.0007964349158106391,0.0005460309820932409,0.0022727953895806756,0.0006288888176237921,0.00014197450682224333,0.005009619659403971,0.007159518757048387,0.003388325235798264,0.0027264999464607096,0.05958442167434542,1.6086495607500277,0.995565768816512,0.04562414303898676,0.010098276841787218,0.0004611794278659993,0.00239807407468007,0.0005048123989730287,0.0007458202779123502,0.0004465901806780173
1051003,0.0005230930457287956,0.016437606035850826,0.0007049844363617763,0.0002412864373243618,0.0005515932932614866,0.011412889097197438,0.0006491866963089824,0.00013152391613384279,0.0007036491294991092,0.021705239221131864,0.0010221381609734604,0.00037020228963716725,0.0008517201712852905,0.00450180704041599,0.00056811663926313,0.00019776717514625506,0.04855294650036735,0.00759005547096188,0.002067789974813211,0.029166148234278575,0.0050070344341941915,0.00024898883848398207,0.019738158567768647,0.000807608260726002,0.0016960181653312531,0.0007224123013288377
1051004,0.005421322230398635,0.0044926949210980435,0.003951538106401326,0.005169951097517835,0.004178159712233422,0.003453774471419443,0.0019037930831869044,0.004654453675202221,0.004024657123154798,0.0037152794867086176,0.0041948396035376865,0.004721650248506448,0.004000273631568761,0.016863755956366997,0.0023928883018672752,0.002540291122109994,0.02197425387864155,0.004132828272441758,0.0025311946272246443,0.01147409902735209,0.009965366667033744,0.006093147678059514,0.0034634531248841803,0.0035840708229612477,0.00509380104378306,0.0010189829394587333
1051006,0.0030508720103984417,0.00795789375531927,0.0028842971345306822,0.0026925103621418494,0.0030787509587325416,0.004778725560670476,0.0018443912606156245,0.0018286695229688687,0.0028586823423644883,0.012975729002680894,0.002836926222719462,0.0031396662329685803,0.0015296841625548994,0.010084606982476745,0.0013329486896774773,0.002044096760334196,0.012728975626585148,0.008164362120879965,0.00797058834853055,0.004348308822475051,0.0037995262882692853,0.0019719876798616827,0.011505395192752775,0.0029814962209578767,0.00448257329264834,0.0013114510379373793
1051007,0.0019402983735467452,0.0010898335876038442,0.001816805283316264,0.0005573345980489313,0.0013101321227939969,0.0022276146356230465,0.001095298945796581,0.0006168742128392654,0.0018303351768213729,0.004147753953382053,0.0029322973114147017,0.0006342354057119057,0.0004349640035090099,0.0009617534934920122,0.0005070552081253062,0.00024736047314138996,0.04302780962070795,0.007617552015798613,0.00528300189128315,0.024635057933053,0.012912353871304467,0.0016484635555244196,0.004035121853247327,0.0016878531513356712,0.001682178837830989,0.0008137519738594792
1051008,0.001759850932001236,0.001656236766767451,0.0018177711361305681,0.0007607028127984018,0.0014477801583179994,0.004862687540349207,0.001250040919578,0.0006526539571509696,0.002119926867756157,0.011440871075785168,0.002011024793688275,0.0008552719610075396,0.000297250497673425,0.0005358749597761588,0.0003389071519822126,0.00013295042280095885,0.03432338500996271,0.002710794158736153,0.0024922085473237767,0.012808283914594138,0.022284765735400086,0.0010791578352030975,0.009466160538289964,0.0017088786241484272,0.005312864395221312,0.0010453313883970559
1051009,0.001190066760182398,0.0019180533882881192,0.0013531240103904587,0.0009902564494141263,0.0021366406918052355,0.002871068092824382,0.002696631086003302,0.0013667902083869881,0.0014796700412592796,0.002238092143026524,0.0016295124629054107,0.0010224915558406473,0.0026044416648851837,0.000771740265634062,0.0030357083217658833,0.002303415758734668,0.04515920306296726,0.007203384761461087,0.0022213491854213454,0.0348506034837653,0.03263753997869581,0.0012745059196817062,0.0020522437849403627,0.0015663291629984533,0.0009369234708587868,0.0021493085602987206
1051010,0.0013336506971044916,0.013077340695681065,0.0015988893075911308,0.0015656680976067607,0.0014970429735455273,0.006921269495698143,0.001868265486206903,0.0014045812227915983,0.0009924315105052186,0.004937892129868662,0.00113190569103788,0.0015005664263939295,0.0003545471865240173,0.008128467910531487,0.00047838063811255773,0.0006245744394527447,0.01225588216188705,0.003975812983278133,0.004601440366536706,0.01711725397179809,0.001868000579635184,0.0007712305699860005,0.006582715262069817,0.0013327129291902423,0.002609975784813287,0.0009285626989676814
1051011,0.016084040555264682,0.0011938899005488235,0.013965832041560601,0.012138360276923256,0.015370622391295491,0.0022166814728478293,0.012866682934557082,0.013521990613918913,0.014037266544056563,0.005376268547552527,0.013371794319087625,0.010861145594609727,0.008570915503905388,0.002757167829821759,0.0065208156581365384,0.004011971407054728,0.021805435945062727,0.004521336335442499,0.01386854893611377,0.004621086637187971,0.0066515936943000575,0.015073790687548359,0.004028985284103927,0.012805556263282187,0.008596052473292275,0.0034465865092656463
1051014,0.0021625724263745643,0.0011750224486451652,0.0015462504778497473,0.0013766422475978198,0.0057101791017394035,0.0023855983590992808,0.0026452140592182517,0.0050217393557682646,0.0013050479229726683,0.004335766132161222,0.001375044025259252,0.0009637842045437209,0.005289000207123978,0.0011570795622610095,0.006047808991543938,0.006582682331624211,0.06520401594274013,0.001971975672463069,0.006506237547015854,0.03715003110913607,0.033058811777384386,0.0024129506654061174,0.0036165136739615086,0.0016454080586627041,0.0018476194858254615,0.0012094862670586882
1051017,0.0006492021846418235,0.0009644066534207033,0.0004984577779030304,9.079414801570519e-05,0.0006445995289938826,0.0015308373346294224,0.0005538131454123839,7.82855256790062e-05,0.0006652907718063187,0.0009206405962301156,0.0007126575476316334,8.641432239020545e-05,0.00012809157986930746,0.0009721419945185001,0.00020137746237946922,9.015924028834281e-05,0.028659399376534136,0.006753037727933708,0.0010767718622774387,0.030133563819644143,0.01748060113636891,0.00020818730356838352,0.0009979345323362651,0.00043787391999393154,0.002232176083432648,0.0005699059053067603
1051018,0.00127534360615016,0.006729643892665777,0.0012901390032553247,0.0009374231870925368,0.0010269131968418522,0.0006920705440762853,0.0005069620438041008,0.0006096236275421372,0.0006170998708136949,0.0029509131055444377,0.0005913741660249981,0.0007819492450038038,0.00018130966445880232,0.008132221127258133,0.00020373458267036555,0.00030374113984116356,0.009950144158194481,0.0021780371259614967,0.0024281616799014106,0.0194005946765495,0.002157866078605739,0.0005630612140710558,0.004030973357227799,0.0010819492547449832,0.00171319239030863,0.0003428092023897609
1051019,0.0006647070010284869,0.012326605903011394,0.0011935760720402715,0.00018271086152733059,0.0007554665043737306,0.00816353683411469,0.0007103822262527012,0.00041193074265860667,0.0007452317786247095,0.019120189080491273,0.001448454730140406,0.00022196823398775448,0.0005789494725308818,0.002830687149166324,0.0004013820049819018,0.00019375458454580304,0.03306503153090131,0.0033789458951255453,0.0017566308456199806,0.016874667208732437,0.008055047381695315,0.00027417621440932504,0.016193837269453733,0.001275131306360561,0.0016999186023841162,0.00045296831280633665
1051020,0.0004483677588674836,0.0037992306703462293,0.0006587647613828851,0.00012061926646993313,0.0009913988667534111,0.0025129726468670972,0.0014394216720198286,0.00040404877339171016,0.0006143521408478002,0.00797378309184132,0.0010121852383053005,0.00014405007577616969,0.0010949979888937428,0.004903683820992328,0.0010019718248626252,0.000504772869349354,0.028847902939474413,0.010091419509938403,0.010760144401103936,0.028722751996923073,0.015183164568170522,0.0002569614050364406,0.006228793197377312,0.0006556525675297532,0.0010191707081181054,0.0005233939026562244
1051021,0.003027193777570243,0.010027843622243324,0.0035390076652637107,0.0027865780839639916,0.002238429211589502,0.010325122783882604,0.0015069258074567968,0.002013762139308208,0.0029423132951768905,0.025187036691845043,0.0031626895798633555,0.002749103536850255,0.0014563263905541142,0.011317161205874593,0.0010265811162669476,0.0015413160932119697,0.05977111056881853,0.0027294017696035673,0.0016000667395836884,0.006115707153713194,0.005844157489141823,0.002363829351170688,0.020939849907256853,0.0031779735657759007,0.0066116319226566704,0.0025117824272324753
1051022,0.0015586402941015103,0.0009826110762262209,0.0012732108879395926,0.0009462239409352838,0.0020119240483901855,0.0011399785942459734,0.0022803327583625706,0.0017253988107710993,0.001297884087216117,0.00103908054014608,0.001082914838571445,0.000756548256309246,0.004123075641659165,0.0010755713697586016,0.0034815055730164986,0.0025247480793355245,0.043225804038151676,0.002071824194375964,0.0022286620909868467,0.035483654965926,0.012595461194967687,0.0018515128590952726,0.0012884060849306437,0.0014687211265342222,0.00047171756720269765,0.0006954627308291883
1051023,0.014192873981269066,0.0009950921258793021,0.013280716977596235,0.010035830357339497,0.014522653024651012,0.0012226453842915516,0.010571919187051807,0.011157310629498724,0.0145978947702207,0.002184105267997497,0.015599911382838727,0.011579811385108725,0.012374552061665135,0.0029802807362353996,0.012513883997888033,0.00907796173068411,0.012252367042460828,0.017827916694295592,0.018733964730158897,0.0024753761940865832,0.004655000818685818,0.01495269089724098,0.001858960584568735,0.012466982717046285,0.006502833841893562,0.0012421995640361008
1051024,0.002003655621419524,0.0015412382357537482,0.0020352091107534447,0.0007219475274781788,0.0034271868813598376,0.0015522501788329454,0.003997735748637509,0.0006384313772996067,0.0019612780735325337,0.0018574508864769637,0.0021048220352300876,0.000559555554115576,0.0034845333484065854,0.002571068205751336,0.00318201675981537,0.0022404423706546724,0.07070054229510847,0.014026181350984709,0.014310803750223961,0.04668590055910355,0.026414338502390545,0.0008741725520618563,0.0015787631721214865,0.002238372789409638,0.0006616068247127695,0.0024927332224306867
1051025,0.00110410337330582,0.0009956690497906146,0.0010503238364362518,0.0007903509303106255,0.0017743619524621574,0.004468671228082472,0.003190680756003885,0.0012851269966478191,0.0013276665613557784,0.0006333889317643247,0.0012181971943403544,0.000812353121499138,0.004268458938616679,0.0007121529168636087,0.003349805770869194,0.0028158719497685357,0.028442319591443624,0.0016441965038827306,0.0031227069356595197,0.038664934087813206,0.01107656878124637,0.00139640822339075,0.0006311220217083078,0.001110175023274111,0.00038485742246223274,0.0009803051450186047
1051026,0.012579856939875051,0.004617144719591566,0.013299696946400591,0.010723033572043662,0.007477594169324195,0.015680711503359476,0.007159552440385522,0.006358787208549101,0.013854499352660834,0.02946604601711438,0.015841904033056037,0.011557987889690643,0.007568167342132486,0.01774504961808141,0.006670711738578018,0.006135029777357432,0.007432323059343366,0.007126678122483909,0.01867458330795653,0.0007259151649061361,0.005669965838256439,0.012000650077941575,0.026797674126217856,0.012157659661660145,0.012974373769713566,0.005311455266135454
