muni,pov_rank,pop_rank,_population,value,measure,variable,model_t,dtype,level,min,gap
1211013,28,39,1,.067791529,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211014,4,8,1,-.042941988,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211015,36,46,1,.0081738969,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211016,10,7,1,-.058432732,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211017,9,32,1,-.11045932,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211019,28,45,1,-.044935696,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211020,17,16,1,-.043522775,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211022,4,13,1,-.18181361,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211023,2,14,1,-.17723796,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211025,14,10,1,-.0093367277,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211026,9,16,1,-.11512582,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211029,5,3,1,-.046921648,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211033,6,8,1,-.065671809,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211034,22,43,1,-.055847399,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211035,16,26,1,-.080949694,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211036,1,17,1,-.10642334,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211038,25,22,1,.039814547,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211039,4,12,1,.0028909643,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211040,35,22,1,.17069508,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211041,47,43,1,-.0044944277,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211043,7,38,1,.015390638,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211044,11,20,1,-.072785139,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211045,13,38,1,-.074495398,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211046,21,15,1,.052228615,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211047,18,25,1,-.026014907,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211048,13,32,1,-.066797875,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211049,2,16,1,-.034022119,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211050,3,18,1,-.0035232056,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211051,16,33,1,-.077260174,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211053,19,36,1,-.063509613,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211054,21,39,1,.04384964,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211055,5,2,1,-.15395191,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211057,8,9,1,-.02626561,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211058,4,19,1,-.046342108,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211060,18,9,1,.069537044,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211061,1,20,1,-.032813266,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211062,15,11,1,-.089191377,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211063,12,21,1,-.076624051,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211064,11,19,1,-.012890447,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211065,18,25,1,.0016564708,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211067,12,27,1,-.097680271,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211068,2,9,1,-.045719005,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211069,8,26,1,-.12128694,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211070,4,7,1,-.10672497,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211071,21,43,1,-.043863699,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211072,2,14,1,-.088193439,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211073,9,11,1,-.14426887,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211074,29,45,1,-.0011021517,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211075,7,22,1,.0021336416,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211076,15,30,1,.075407647,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211077,2,3,1,-.042326573,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211078,3,20,1,.033881474,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211079,23,13,1,.048414599,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211082,14,14,1,-.12613116,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211083,4,18,1,-.10017877,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211084,2,6,1,-.05400414,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211085,21,43,1,-.076368153,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211086,8,13,1,.0093234824,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211087,3,12,1,-.20040894,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211088,6,4,1,-.01453813,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211089,4,14,1,-.015130424,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211090,30,31,1,.030459071,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211091,24,12,1,-.076588899,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211092,5,7,1,-.085865758,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211093,4,8,1,-.15353915,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211094,13,38,1,-.1177104,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211098,9,6,1,-.093076631,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211099,10,24,1,-.094865173,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211100,3,12,1,.053915203,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211101,7,2,1,.025085125,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211102,13,26,1,-.082299568,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211103,17,10,1,.065899067,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211104,30,37,1,.1188528,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211105,6,8,1,-.19472177,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211106,21,38,1,.03001995,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211107,2,11,1,-.044159167,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211108,20,28,1,-.0016654858,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211109,5,26,1,-.010796024,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211110,10,41,1,-.036867719,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211111,9,17,1,.0088819722,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211112,4,9,1,-.17924982,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211113,15,4,1,.0061298362,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211114,44,50,1,-.0057466859,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211115,15,37,1,-.014320614,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211116,2,24,1,-.12048168,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211117,34,26,1,.030882899,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211118,15,38,1,-.026829498,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211119,46,45,1,-.019753298,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211120,9,13,1,.056575131,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211122,18,20,1,-.019880306,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211123,3,2,1,-.020312058,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211124,19,33,1,-.0233016,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211125,37,19,1,.012675401,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211126,8,16,1,-.12287594,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211128,32,14,1,.086663663,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211129,8,25,1,-.15860751,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211132,33,47,1,-.029422345,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211134,18,32,1,-.061844826,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211136,37,28,1,-.012944208,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211137,16,17,1,.034046825,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211139,9,2,1,-.11219682,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211140,28,46,1,-.061121274,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211141,10,2,1,-.10958333,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211142,20,33,1,-.034153279,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211143,28,38,1,.042746678,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211144,23,30,1,-.0018391745,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211145,1,14,1,-.077126458,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211147,6,3,1,-.12094083,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211148,17,21,1,.031286117,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211149,30,39,1,.062740356,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211150,6,3,1,-.060623411,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211151,14,17,1,-.080673605,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211152,13,14,1,-.063699827,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211153,30,34,1,.11521468,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211154,28,44,1,.0068989727,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211155,17,1,1,-.0067977519,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211156,34,49,1,.0016713077,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211157,11,11,1,-.085247397,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211158,6,6,1,-.087920584,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211159,2,5,1,-.17075334,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211161,20,33,1,-.04491188,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211162,3,4,1,-.034196999,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211163,37,29,1,.17735083,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211164,24,45,1,-.0011428738,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211166,11,14,1,-.087641694,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211167,3,18,1,.033145569,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211168,12,12,1,.038855724,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211169,14,23,1,-.053287081,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211170,12,24,1,-.039411515,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211171,34,7,1,.099766061,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211172,9,29,1,-.08050783,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211173,29,9,1,-.064303599,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211174,33,47,1,-.018183522,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211175,10,25,1,-.11996908,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211176,21,15,1,.036020044,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211177,10,42,1,-.082594529,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211178,3,16,1,-.00110729,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211179,8,30,1,-.10363711,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211180,19,40,1,-.013418544,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211181,26,12,1,.051508792,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211182,16,15,1,.016445799,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211183,4,23,1,.032552563,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211184,5,4,1,.039230295,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211185,11,13,1,-.067257203,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211186,13,37,1,-.10177599,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211187,6,6,1,.040946722,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211188,4,25,1,-.16004232,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211189,21,29,1,-.0078747496,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211191,17,11,1,-.032937329,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211192,9,5,1,.0099913552,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211193,11,9,1,.058425695,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211194,22,30,1,.041711584,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211195,4,45,1,-.0029187989,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211197,21,42,1,.054327797,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211199,19,41,1,.021913053,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211200,5,1,1,-.028471231,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211202,3,17,1,-.026640955,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211203,7,5,1,-.14338703,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211204,14,11,1,.014607586,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211205,20,33,1,.013850276,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211206,9,5,1,-.069678031,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211207,12,39,1,-.060812134,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211208,21,44,1,-.043480158,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211209,12,10,1,-.022925472,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211210,5,9,1,-.098536454,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211211,21,22,1,-.098792464,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211212,6,23,1,-.024019886,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211213,8,18,1,.1035274,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211214,20,32,1,-.032871198,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211215,4,7,1,-.049691577,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1211216,1,39,1,-.10811064,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221001,20,41,1,.013541522,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221002,13,20,1,.054751929,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221003,23,14,1,.017021803,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221004,32,45,1,.076346457,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221005,46,45,1,.13154541,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221006,50,44,1,.018091504,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221007,37,40,1,.033907097,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221008,38,38,1,.074843928,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221009,30,29,1,.01017022,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221010,18,15,1,.034145568,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221011,48,47,1,.03228683,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221012,43,45,1,.052003998,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221013,29,29,1,.11300512,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221014,49,50,1,.018153606,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221015,25,13,1,.0044246996,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221016,46,48,1,-.0033868484,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221017,44,44,1,.039875709,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1221018,35,39,1,.11388683,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231001,46,39,1,.0022517233,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231002,15,39,1,-.054832537,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231003,47,29,1,.049400695,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231004,38,48,1,-.030915188,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231005,48,50,1,.026454739,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231006,11,33,1,-.039466087,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231007,17,35,1,.024721961,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231008,49,42,1,.071346022,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231009,45,34,1,.043152682,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1231010,15,36,1,-.01240487,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241001,11,25,1,-.086265422,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241003,3,34,1,-.042846914,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241004,16,4,1,.046798166,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241005,26,21,1,-.021084921,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241006,12,12,1,-.025688661,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241007,22,25,1,-.059082009,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241008,26,24,1,-.045805037,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241009,44,12,1,.056300152,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241010,12,20,1,-.071110874,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241011,29,35,1,-.03358689,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241012,5,25,1,-.016184654,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241013,35,46,1,-.038733181,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241014,3,14,1,-.065634601,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241015,24,28,1,-.00031001359,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241016,22,35,1,-.066406205,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241017,9,19,1,-.060742285,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241018,7,20,1,.023696424,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241020,34,45,1,-.042229839,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241021,30,44,1,.09230154,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241022,10,15,1,-.1232046,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241023,13,13,1,-.067209288,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241024,29,43,1,-.024375333,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241025,13,26,1,-.11159645,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241026,2,9,1,-.076911263,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241027,21,10,1,-.03910635,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241028,47,50,1,.0049917679,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241029,3,24,1,-.061606787,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241031,5,16,1,.011675678,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241032,22,34,1,.015693311,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241033,7,2,1,-.14488819,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241034,14,21,1,-.018963721,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241035,47,48,1,.0019206208,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241036,17,29,1,.018789239,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241037,10,37,1,-.053598862,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241038,5,20,1,-.035941347,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241039,4,21,1,-.082254566,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241040,28,36,1,-.0041977973,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241041,2,42,1,-.072193712,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241042,15,23,1,-.088461295,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241043,17,12,1,-.025094846,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241044,10,8,1,-.068364725,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241045,16,16,1,-.049889065,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241046,27,30,1,.077254757,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241047,7,7,1,-.081141539,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241048,38,13,1,.041085809,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241049,7,15,1,-.13202341,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241050,33,42,1,.07581415,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241051,24,17,1,.02573649,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241052,11,8,1,-.082765207,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241053,6,36,1,-.042752713,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241054,6,26,1,-.013207167,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241055,39,38,1,.15336257,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241056,16,19,1,-.056369383,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241057,6,32,1,.02791003,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1241058,25,30,1,.008029677,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251001,46,49,1,-.0019246304,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251002,37,36,1,-.0038611949,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251003,23,17,1,.087469667,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251004,40,27,1,.080123335,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251005,30,16,1,.02580593,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251006,49,50,1,.021781784,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251007,19,21,1,-.073901251,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251008,44,46,1,.11908418,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251009,40,41,1,.054158788,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251010,30,43,1,-.0035993333,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251011,41,48,1,-.013856195,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251012,48,49,1,.012897131,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251013,31,31,1,.0083992667,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251014,40,39,1,.081838086,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251015,44,39,1,-.0012529345,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251016,34,25,1,.080456652,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251017,20,37,1,-.054232445,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1251018,43,46,1,.067630857,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261001,47,1,1,.026338121,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261002,45,41,1,-.017364677,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261003,31,29,1,.023208177,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261004,43,14,1,.022680722,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261006,43,1,1,.016679777,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261012,34,31,1,-.01931808,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261014,44,3,1,.074176453,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261016,40,4,1,-.015660537,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261017,49,42,1,.022074208,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261018,46,49,1,-.0024065867,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261019,50,32,1,.036404956,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261020,45,13,1,.077423111,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261021,47,1,1,.15961254,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261023,47,7,1,.027179394,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261025,47,39,1,.0095304092,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261026,29,42,1,.033309776,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261027,48,13,1,.00662491,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261029,47,47,1,-.0021861861,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261030,50,50,1,.029385976,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261033,29,42,1,-.031694397,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261035,47,20,1,.008776756,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261036,49,32,1,.0086870082,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261038,48,5,1,.010854186,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261039,39,9,1,-.041736595,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261041,50,21,1,.021211384,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261042,42,47,1,.0066624861,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261043,49,48,1,.014994839,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261045,41,2,1,.1163504,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261047,48,17,1,.024283201,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261048,48,40,1,.010762243,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261049,25,1,1,.095662534,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261051,40,5,1,.11862753,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261052,44,6,1,.087517478,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261055,46,47,1,.010654792,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261056,43,19,1,.16994543,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261058,48,25,1,.0050964151,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261066,50,13,1,.063956052,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261069,33,6,1,.06201091,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261071,33,28,1,-.04424677,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
1261072,31,24,1,-.00010001633,Bias,bias_rf_all,Random forest,Mixed,Municipality,,
