muni,pov_rank,pop_rank,_population,value,measure,variable,model_t,dtype,level,min,gap
1171014,35,18,1,.0084897671,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171015,24,33,1,-.0040882383,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171016,15,28,1,-.067984775,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171017,35,41,1,.05440959,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171018,39,40,1,.026883069,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171019,20,32,1,-.065307193,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171020,41,42,1,.037662424,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171021,31,10,1,-.041088991,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171022,13,31,1,-.063297726,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171023,24,14,1,.015291121,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171024,35,39,1,.021193653,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171025,32,33,1,-.0053007179,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171026,33,30,1,.023077277,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171027,29,19,1,-.012089252,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171028,38,40,1,.028445901,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171029,42,43,1,.044438306,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171030,36,41,1,.046387047,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171031,39,35,1,-.0057331654,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171032,25,15,1,-.060743235,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1171033,26,26,1,-.015977917,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181001,29,34,1,-.0061036861,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181002,35,23,1,.0053718234,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181003,33,15,1,.0055830944,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181004,44,40,1,.03298714,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181005,9,7,1,-.012938519,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181006,43,32,1,.037849072,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181007,19,22,1,-.019460756,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181008,46,40,1,.018446753,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181009,7,38,1,.06112558,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181010,24,31,1,-.011941643,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181011,23,28,1,.004002247,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181012,35,35,1,.026743557,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181013,36,10,1,.034489375,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181014,36,28,1,.045466561,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181015,37,40,1,.034731183,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181016,30,32,1,-.0073722061,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181017,47,48,1,.023234585,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181018,35,30,1,.013012494,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181019,12,4,1,.074842803,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1181020,49,42,1,.025350237,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191001,49,2,1,.11303202,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191004,50,28,1,.03518207,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191005,36,24,1,-.00091330573,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191006,50,49,1,.018148448,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191007,18,12,1,-.029839946,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191008,40,5,1,.022150967,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191009,50,36,1,.036028635,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191010,50,40,1,.049018681,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191011,46,9,1,.020554293,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191012,50,40,1,.044158418,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191013,48,12,1,.048374321,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191014,18,22,1,.0030288035,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191016,44,1,1,.050965004,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191017,18,24,1,-.046579186,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191018,50,46,1,.041727368,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191019,50,35,1,.014538539,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191020,50,2,1,.094132632,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191021,50,48,1,.045969844,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191022,46,18,1,.068029724,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191025,50,45,1,.04888273,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191026,50,50,1,.018961575,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191029,38,8,1,-.011921094,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191030,28,1,1,.029064279,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191031,50,49,1,.03373884,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191032,40,6,1,.01807769,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191033,41,36,1,.010433493,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191034,50,8,1,.088350497,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191037,47,5,1,.076032206,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191038,50,34,1,.050313696,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191039,50,50,1,.02494782,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191041,50,44,1,.041353188,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191042,46,1,1,.096005671,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191044,47,32,1,.011005641,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191045,50,42,1,.062490817,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191046,50,47,1,.02304274,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191047,49,21,1,.05231731,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191048,50,48,1,.034332365,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191049,50,32,1,.026064027,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1191051,40,1,1,.034102079,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201002,14,45,1,-.063855067,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201005,31,14,1,.019527435,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201006,27,23,1,.033773471,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201010,38,15,1,.02525804,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201012,7,24,1,.086442359,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201014,41,31,1,.02515688,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201021,21,27,1,-.035486948,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201023,40,37,1,.11012446,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201025,33,20,1,.092493266,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201026,7,4,1,-.098205477,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201028,17,22,1,.037815019,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201029,1,3,1,-.056432217,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201030,48,13,1,.045091603,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201031,20,1,1,.073528789,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201033,46,3,1,.097487673,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201039,33,45,1,.043857999,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201040,1,11,1,-.081583284,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201041,5,28,1,-.029860537,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201042,24,5,1,-.020822516,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201043,39,46,1,.059098076,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201044,20,33,1,-.064423621,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201045,45,12,1,.03857692,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201051,2,5,1,-.14108941,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201058,1,18,1,-.062935978,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201059,26,31,1,.043549169,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201063,44,9,1,.05964727,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201064,12,5,1,-.050635595,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201066,19,3,1,-.0080525531,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201067,46,47,1,.041281182,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201068,28,22,1,.061236072,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201070,10,6,1,.019794609,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201072,32,10,1,.23506428,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201073,19,24,1,.020362083,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201075,24,1,1,-.0059974832,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201077,34,9,1,.079401359,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201079,44,42,1,.038869303,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201083,42,19,1,.065361038,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201084,49,9,1,.094996169,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201085,5,38,1,.1029534,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201087,23,7,1,.055386543,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201090,24,9,1,.058539528,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201091,49,14,1,.046800494,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201095,3,6,1,.079109408,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201102,34,10,1,.14092755,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201103,17,5,1,-.050487038,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201107,43,33,1,.076215118,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201115,45,17,1,.033871297,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201124,28,27,1,.11007436,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201126,1,7,1,-.032614518,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201131,11,9,1,-.025557742,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201134,2,45,1,-.14108267,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201135,24,14,1,.17204262,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201136,3,12,1,-.13409224,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201141,7,11,1,-.10235118,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201143,14,15,1,-.036164422,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201145,45,8,1,.042014711,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201150,38,21,1,.11055217,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201153,22,11,1,.12383234,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201157,47,26,1,.0093310699,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201166,14,19,1,-.034187768,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201171,2,30,1,-.0082323886,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201174,44,8,1,.027790789,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201177,22,17,1,.039369501,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201178,39,14,1,.081626639,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201184,32,47,1,.0020887519,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201185,17,4,1,-.039590765,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201188,3,4,1,-.053041276,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201190,13,20,1,.035103843,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201197,30,1,1,.10093687,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201198,10,26,1,.031760197,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201202,12,8,1,.22836669,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201205,4,22,1,-.012493746,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201207,2,10,1,-.099503636,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201217,45,31,1,.067591205,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201218,5,35,1,-.082640797,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201219,1,6,1,-.037553683,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201220,7,2,1,-.0762427,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201221,9,41,1,.12064269,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201222,3,2,1,-.087873988,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201223,29,7,1,.26714388,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201224,15,2,1,.016105577,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201225,5,33,1,-.099145487,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201226,16,4,1,.011208641,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201227,49,26,1,.029658748,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201228,36,10,1,.08431565,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201229,33,16,1,.040771063,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201230,21,19,1,.0046093171,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201231,9,3,1,-.052338842,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201232,41,7,1,.035608102,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201233,19,16,1,.026891449,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201234,38,4,1,.13731119,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201235,4,7,1,-.10364308,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201236,37,22,1,.1680799,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201237,4,5,1,-.033551183,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201238,41,45,1,.099596627,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201239,28,36,1,.11734487,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201240,7,17,1,-.036219407,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201241,19,21,1,-.0014336681,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201242,29,49,1,.075079948,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201243,10,2,1,.021469219,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201244,44,21,1,.060937706,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201245,22,4,1,-.012161221,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201246,43,5,1,.026868252,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201247,14,3,1,.014704949,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201248,48,28,1,-.010340322,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201249,18,4,1,.070058569,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201250,21,20,1,.073664993,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201251,12,4,1,.058763444,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201252,44,21,1,.019239305,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201253,4,2,1,.0048480141,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201254,4,2,1,-.045314223,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201255,2,4,1,-.12376205,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201256,43,44,1,.05582707,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201257,47,37,1,.017098511,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201258,20,3,1,.17039004,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201259,32,33,1,.051957339,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201260,15,4,1,-.014037222,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201261,41,38,1,.036437206,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201262,34,29,1,.12227323,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201263,40,5,1,.063529432,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201264,1,37,1,-.095169351,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201265,49,16,1,.040140003,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201266,44,40,1,.077173859,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201267,16,27,1,.0078270221,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201268,5,7,1,-.064181626,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201269,29,18,1,.026609791,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201270,28,7,1,-.026133737,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201271,8,1,1,.086376235,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201272,17,14,1,.18732366,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201273,17,25,1,.13796939,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201274,24,13,1,.16532503,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201275,10,7,1,-.03881577,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201276,8,2,1,-.039560791,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201277,17,3,1,-.013623135,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201278,26,6,1,.15054257,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201279,19,31,1,.072555728,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201280,2,4,1,-.079709515,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201281,11,19,1,.016951812,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201282,30,1,1,.036894724,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201283,14,1,1,.016653795,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201284,12,11,1,-.012191441,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201285,21,48,1,.022858517,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201286,36,19,1,.12497945,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201287,7,7,1,.208105,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201288,10,6,1,-.014139096,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201289,7,1,1,-.016546529,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201290,4,5,1,-.030863529,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201291,34,11,1,.030180451,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201292,6,8,1,.10076928,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201293,19,9,1,.11590447,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201294,24,43,1,.00019415955,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201295,4,2,1,-.060229696,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201296,31,2,1,.028356163,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201297,15,8,1,-.018931169,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201298,16,17,1,-.035624675,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201299,16,24,1,.10771155,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201300,8,6,1,-.032113202,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201301,25,2,1,.11815146,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201302,14,3,1,-.0041167708,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201303,41,17,1,.09222775,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201304,34,11,1,.047323901,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201305,27,17,1,-.013026868,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201306,17,12,1,-.0014402168,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201307,8,4,1,-.01683669,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201308,28,8,1,.056508541,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201309,38,33,1,.020640539,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201310,43,18,1,.12505597,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201311,35,21,1,.066319875,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201312,12,14,1,-.047895122,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201313,10,8,1,.065308221,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201314,40,46,1,.10361078,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1201315,24,25,1,.014670562,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211001,20,43,1,.076510958,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211002,23,16,1,.10915261,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211003,20,33,1,-.0042641503,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211004,16,45,1,.041121773,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211005,2,5,1,-.13813215,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211006,6,19,1,.0034337463,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211008,19,18,1,-.0032116964,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211010,10,47,1,.078430921,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211012,6,6,1,-.16041341,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211013,28,39,1,.12578762,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211014,4,8,1,-.12555793,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211015,36,46,1,.074855514,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211016,10,7,1,-.029228091,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211017,9,32,1,-.068374909,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211019,28,45,1,.0056115063,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211020,17,16,1,.0050646253,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211022,4,13,1,-.10452752,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211023,2,14,1,-.13769379,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211025,14,10,1,-.038512371,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211026,9,16,1,-.043790635,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211029,5,3,1,-.075752541,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211033,6,8,1,-.050707888,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211034,22,43,1,.018211329,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211035,16,26,1,-.0068375729,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211036,1,17,1,-.13302852,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211038,25,22,1,.10173559,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211039,4,12,1,-.096409366,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211040,35,22,1,.20157734,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211041,47,43,1,.032219984,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211043,7,38,1,-.015838053,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211044,11,20,1,-.030410893,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211045,13,38,1,-.064126894,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211046,21,15,1,.094056636,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211047,18,25,1,-.023856416,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211048,13,32,1,-.010626391,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211049,2,16,1,-.087200649,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211050,3,18,1,-.025881255,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211051,16,33,1,-.060653031,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211053,19,36,1,-.027120508,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211054,21,39,1,.098057501,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211055,5,2,1,-.072740205,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211057,8,9,1,-.042071987,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211058,4,19,1,-.045068067,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211060,18,9,1,.12544575,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211061,1,20,1,-.063758515,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211062,15,11,1,-.054005042,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211063,12,21,1,-.041403409,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211064,11,19,1,-.020362865,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211065,18,25,1,.040662412,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211067,12,27,1,-.031216083,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211068,2,9,1,-.085638955,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211069,8,26,1,-.062852375,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211070,4,7,1,-.057511494,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211071,21,43,1,-.022118101,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211072,2,14,1,-.055883363,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211073,9,11,1,-.090576589,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211074,29,45,1,.041893885,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211075,7,22,1,-.075444721,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211076,15,30,1,.016820345,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211077,2,3,1,-.048116717,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211078,3,20,1,-.11409636,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211079,23,13,1,.069775127,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211082,14,14,1,-.12385428,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211083,4,18,1,-.046449564,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211084,2,6,1,-.10539598,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211085,21,43,1,-.02850919,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211086,8,13,1,-.058640093,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211087,3,12,1,-.15242968,Bias,bias_eb,CensusEB,Census microdata,HH level,,
1211088,6,4,1,-.072421759,Bias,bias_eb,CensusEB,Census microdata,HH level,,
