muni,yhat_1,yhat_2,yhat_3
1011001,0.10436202,0.07393635,0.10401299
1011002,0.2836652,0.20489766,0.2651144
1011003,0.2034585,0.20660953,0.21030027
1011004,0.24626498,0.19182085,0.275061
1011005,0.07275711,0.08582031,0.105769545
1011006,0.20480818,0.124036044,0.16590928
1011007,0.1922096,0.17891866,0.24184929
1011008,0.24075755,0.21081713,0.22565553
1011009,0.30677807,0.23815964,0.26657444
1011010,0.3054817,0.2605547,0.27106458
1011011,0.07798416,0.081847906,0.0873696
1021001,0.09348884,0.08683782,0.10624733
1021002,0.0886223,0.068191834,0.060566653
1021003,0.08295005,0.08782125,0.08338146
1021004,0.07930627,0.068191834,0.060566653
1021005,0.10098585,0.07393635,0.09298654
1031001,0.11696045,0.10129823,0.11363977
1031002,0.12397033,0.071668625,0.11360611
1031003,0.10380463,0.08909016,0.08713261
1031008,0.06956783,0.06294114,0.06889533
1031009,0.11795775,0.101458125,0.108974256
1041001,0.23779714,0.26545715,0.23462404
1041002,0.14087568,0.11807,0.13832287
1041003,0.10660236,0.10004412,0.12977062
1041004,0.31102097,0.28890198,0.24187763
1041005,0.30211917,0.28308523,0.25066856
1041006,0.49241057,0.49569696,0.47172797
1041007,0.29484344,0.3212642,0.25989437
1041008,0.19842376,0.19298175,0.202861
1041009,0.3153035,0.30658346,0.25543812
1041010,0.4829721,0.4065145,0.412727
1041011,0.40442124,0.45290333,0.3729387
1051002,0.08841213,0.07559486,0.10258447
1051003,0.105842926,0.06849855,0.08861722
1051004,0.17578785,0.1542735,0.17167202
1051006,0.11499935,0.08639774,0.12885825
1051007,0.16305268,0.20179777,0.15273315
1051008,0.21590419,0.123985544,0.16441186
1051009,0.14695024,0.17975305,0.17585339
1051010,0.078901835,0.06080812,0.06485072
1051011,0.32363546,0.26605216,0.22787327
1051014,0.18454887,0.1280179,0.1611016
1051017,0.15059403,0.13329126,0.12646328
1051018,0.092105985,0.07393635,0.08409483
1051019,0.105842926,0.06940975,0.09272767
1051020,0.14123617,0.10035479,0.1174268
1051021,0.13096167,0.1356767,0.14555667
1051022,0.1004859,0.08162679,0.06903684
1051023,0.3431625,0.23478438,0.24372199
1051024,0.13759239,0.115816996,0.11813665
1051025,0.07930627,0.066237114,0.06170569
1051026,0.22319788,0.12391797,0.18283322
1051027,0.065375246,0.07393635,0.06573694
1051028,0.11151518,0.092958294,0.07496999
1051029,0.14562316,0.102916114,0.13131607
1051030,0.10330771,0.09870281,0.09866405
1051031,0.09246648,0.051333655,0.07610771
1051032,0.13033688,0.10231329,0.10560077
1051033,0.15528987,0.21148108,0.19163907
1051034,0.17671162,0.14246987,0.12658137
1051035,0.102443665,0.06080812,0.09021412
1051036,0.3065148,0.28373274,0.30267647
1051037,0.177892,0.104738414,0.12796067
1051038,0.14787273,0.086847104,0.08610152
1061001,0.14358799,0.19476847,0.21384317
1061002,0.09267894,0.073057525,0.099412434
1061003,0.1751469,0.13213748,0.18900365
1061004,0.11853792,0.10305546,0.09883134
1061005,0.11057764,0.1035685,0.102747
1061006,0.29721004,0.27095345,0.24080515
1061007,0.06592406,0.068191834,0.061996702
1061008,0.15107356,0.11733763,0.10222548
1061009,0.13721181,0.17540862,0.19449304
1061010,0.071893066,0.06407717,0.06918372
1071001,0.37247124,0.42917818,0.38873184
1071002,0.31235775,0.37546745,0.3691362
1071003,0.49973223,0.45713618,0.44898713
1071004,0.6079986,0.59032786,0.53110844
1071005,0.7469137,0.6205692,0.67472667
1071006,0.47195855,0.4894537,0.53482044
1071007,0.807119,0.8142431,0.7527548
1071008,0.46542132,0.43401927,0.5369999
1071009,0.25000587,0.24272539,0.27016005
1071011,0.5243735,0.6136657,0.53805304
1071012,0.2771151,0.31093156,0.27603394
1071013,0.41305918,0.47235787,0.46824023
1071014,0.81175184,0.6870735,0.784659
1071015,0.3670858,0.38167584,0.3906273
1071016,0.43085718,0.38699538,0.43668202
1071017,0.30211917,0.29430673,0.30808398
1071018,0.6324192,0.66074,0.6676209
1071019,0.26408932,0.30434647,0.27464345
1071020,0.5225052,0.47679055,0.5030318
1071021,0.5022259,0.5599237,0.51016873
1071022,0.83816636,0.8650134,0.7915993
1071023,0.80000675,0.7968438,0.76744986
1071025,0.6487387,0.5641401,0.67207664
1071026,0.83816636,0.83513993,0.7791762
1071027,0.23617418,0.19602333,0.22046025
1071028,0.39664596,0.45249134,0.41858116
1071029,0.20207502,0.26745257,0.21483034
1071030,0.5149763,0.46489847,0.4902298
1071031,0.71117234,0.7438044,0.7197435
1071032,0.5465052,0.5369949,0.58247274
1071034,0.4486186,0.40346164,0.4479214
1071035,0.47573712,0.42177278,0.45525885
1071037,0.3884629,0.41968438,0.38446257
1071039,0.64563954,0.62139064,0.65624017
1071040,0.3884629,0.38711986,0.36237216
1071041,0.68910456,0.6207145,0.6929329
1071042,0.5704215,0.62749547,0.6741275
1071043,0.42646682,0.44728768,0.42742813
1071044,0.42480582,0.44651932,0.5297015
1071045,0.52710676,0.5586486,0.56137747
1071046,0.5558278,0.46032518,0.5205662
1071047,0.6946763,0.72127336,0.7297217
1071048,0.26861492,0.31027174,0.2737347
1071049,0.80356103,0.78123754,0.79616755
1071050,0.28142056,0.25128984,0.36155352
1071051,0.4304781,0.37937716,0.4192813
1071052,0.53428936,0.60913944,0.59748715
1071054,0.50459874,0.4120629,0.45552227
1071055,0.22857283,0.29674467,0.24723892
1071057,0.44325817,0.529384,0.488205
1071059,0.35786837,0.4905241,0.4462186
1071060,0.75177354,0.7861249,0.7862068
1071061,0.45913222,0.38310778,0.45171058
1071062,0.4624721,0.44329488,0.49671584
1071063,0.29178977,0.31046224,0.3415335
1071064,0.68285906,0.7253628,0.67214125
1071065,0.3499255,0.36197767,0.34054977
1071066,0.8011064,0.71329474,0.75887173
1071067,0.71483696,0.6536851,0.7320079
1071068,0.3412334,0.3040631,0.300141
1071069,0.5103592,0.44686702,0.46809283
1071071,0.49405995,0.5127566,0.48204684
1071072,0.49776044,0.49712124,0.5351265
1071073,0.33378518,0.41849065,0.4511485
1071074,0.09530716,0.16607112,0.14024493
1071075,0.5436957,0.52616745,0.45033756
1071076,0.64563954,0.6254804,0.66188973
1071077,0.5244201,0.5403652,0.56315845
1071078,0.15848635,0.27536377,0.20108242
1071079,0.25818926,0.26693863,0.27341726
1071080,0.67367715,0.76789474,0.62525624
1071081,0.6369454,0.60158855,0.6229151
1071082,0.72807163,0.7822993,0.6514727
1071083,0.5333799,0.3946914,0.49383593
1071084,0.5061393,0.54058444,0.54644406
1071085,0.35631505,0.45699188,0.37590414
1071086,0.3800654,0.32633042,0.30756918
1071087,0.46223047,0.43028933,0.5351899
1071089,0.16437508,0.19136627,0.18195388
1071091,0.31562594,0.34435344,0.37345243
1071092,0.5765773,0.5374264,0.4917533
1071093,0.8011064,0.7967108,0.8166322
1071094,0.56433976,0.55873626,0.6231125
1071096,0.6628957,0.60325754,0.62076175
1071097,0.3602251,0.33075637,0.31794906
1071099,0.5516386,0.4677204,0.5043447
1071100,0.72006106,0.75887245,0.653235
1071101,0.10803389,0.07342331,0.09778724
1071102,0.33191657,0.37514246,0.35563323
1071103,0.46983218,0.4175678,0.5137877
1071104,0.42264184,0.36975372,0.3605649
1071105,0.34059247,0.39671937,0.33299214
1071106,0.5384552,0.40045923,0.48818338
1071107,0.44027898,0.41140535,0.3784449
1071108,0.30949333,0.32838202,0.2580664
1071109,0.33378518,0.4108066,0.39670742
1071111,0.807119,0.74834615,0.7755537
1071112,0.83816636,0.8650134,0.7866509
1071113,0.83816636,0.8084784,0.82333463
1071114,0.36773542,0.41294128,0.37067392
1071116,0.5881948,0.6417994,0.50005823
1071117,0.5614551,0.70065457,0.5658544
1081001,0.11188515,0.09092683,0.07818661
1081002,0.0891869,0.06446189,0.07593246
1081003,0.15461585,0.104476586,0.11755602
1081004,0.100259684,0.10706223,0.13880198
1081005,0.12124301,0.120939955,0.11790002
1081006,0.15710092,0.14817683,0.14636499
1081007,0.3491763,0.38953465,0.31623697
1081008,0.5549017,0.6383106,0.56975967
1081009,0.20497163,0.27784225,0.20892364
1081011,0.10787946,0.06446189,0.085078225
1081013,0.14123617,0.12496358,0.1523423
1081016,0.13648841,0.14699392,0.082144625
1081017,0.107880875,0.068191834,0.08407042
1081018,0.24791504,0.20192969,0.2044158
1081019,0.086668774,0.068191834,0.07536614
1081020,0.42952806,0.49644738,0.39212874
1081021,0.09171272,0.06446189,0.081703946
1081022,0.33592406,0.3180767,0.24968934
1081023,0.20077516,0.13817978,0.14096704
1081025,0.13759239,0.12810774,0.086825795
1081027,0.38568857,0.4472742,0.41619748
1081028,0.18064657,0.1487636,0.1412108
1081029,0.39457512,0.50339955,0.51376784
1081030,0.3083168,0.3437695,0.28311786
1081031,0.14123617,0.17996424,0.20994522
1081032,0.10751896,0.07880206,0.0911649
1081034,0.15659553,0.20039408,0.16501364
1081035,0.26711547,0.19601342,0.19282806
1081036,0.13215518,0.08184463,0.11490371
1081037,0.07386906,0.07393635,0.060566653
1081038,0.10479907,0.13890782,0.12786123
1081039,0.12063835,0.12271583,0.0926376
1081040,0.16864835,0.16370095,0.12986246
1081043,0.17601418,0.19575037,0.16900495
1081044,0.1656253,0.19071001,0.1525988
1081045,0.10787946,0.06368067,0.07965042
1081046,0.64231324,0.6415263,0.5547808
1081048,0.14260012,0.1478882,0.13584837
1081050,0.06818497,0.06446189,0.08569077
1081051,0.27182528,0.3936809,0.21231739
1081052,0.07705579,0.07245039,0.058293857
1081053,0.14059593,0.15872271,0.1332817
1081054,0.1821921,0.19661963,0.26302215
1081055,0.09321797,0.1247011,0.11730416
1081058,0.09370107,0.16222607,0.09435393
1081059,0.1030381,0.10417428,0.12224074
1081060,0.083619446,0.08329136,0.08977955
1081061,0.2101902,0.21292645,0.18853527
1081062,0.08844596,0.06567382,0.074899174
1081066,0.48789626,0.52230704,0.49475873
1081067,0.21090291,0.14787474,0.16640845
1091002,0.07523842,0.05498233,0.083057486
1091003,0.07523842,0.05498233,0.083057486
1091004,0.08903516,0.053952236,0.11039274
1091005,0.09951416,0.078718685,0.09367087
1091006,0.08630887,0.0482077,0.08801913
1091007,0.12504044,0.09184692,0.1085537
1091008,0.11907144,0.09184692,0.11555415
1091009,0.16994308,0.13916516,0.19586433
1091010,0.08630887,0.09184692,0.098632514
1091011,0.12266874,0.090440266,0.13046809
1091012,0.080339864,0.053952236,0.122862615
1091013,0.14166747,0.108242646,0.15649728
1091014,0.07194698,0.04409303,0.083057486
1091015,0.07523842,0.04409303,0.07980277
1091016,0.07194698,0.04409303,0.083057486
1091017,0.07523842,0.07297417,0.09367087
1101001,0.18943901,0.19188362,0.20180872
1101002,0.3764101,0.53730977,0.40015844
1101004,0.2445365,0.2146778,0.22820932
1101005,0.09920293,0.07916718,0.10621514
1101006,0.32288775,0.3090836,0.3120195
1101007,0.14695024,0.09870281,0.10005406
1101008,0.14695024,0.14620408,0.15748914
1101009,0.33283746,0.3145963,0.20344071
1101010,0.2601163,0.33620754,0.20236307
1101011,0.27130193,0.35270157,0.210296
1101012,0.14754722,0.11288389,0.103211254
1101013,0.2557501,0.18470688,0.2212379
1101014,0.44821012,0.604421,0.53294754
1101015,0.2851808,0.25538594,0.23545086
1101016,0.28388444,0.260047,0.2980264
1101017,0.2104922,0.2778692,0.26577142
1101018,0.13821313,0.15512775,0.16372278
1101020,0.22956851,0.1913402,0.19197324
1101021,0.28612542,0.2281104,0.2610238
1101022,0.23243883,0.22178888,0.18362145
1101023,0.165284,0.22170158,0.19484657
1101024,0.24737975,0.28195214,0.22383922
1101026,0.36622718,0.4073316,0.3610677
1101028,0.26430893,0.21126476,0.17893535
1101031,0.2671829,0.23660602,0.2195601
1101032,0.15059403,0.15493907,0.1468623
1101033,0.29222405,0.2608054,0.2511879
1101034,0.3300148,0.4009866,0.27854916
1101035,0.25330532,0.32614115,0.24443278
1101036,0.24741046,0.19347827,0.1794077
1101037,0.4262262,0.42307717,0.3720502
1101038,0.14151303,0.15023257,0.14271119
1101039,0.16923039,0.2281179,0.15053165
1111001,0.3065148,0.22939536,0.29377207
1111002,0.18994196,0.13629873,0.20937265
1111003,0.15023354,0.15178615,0.18140385
1111004,0.19543402,0.19740282,0.19714752
1111005,0.17116268,0.16657837,0.17278595
1111007,0.13219774,0.09870281,0.11682854
1111008,0.29461336,0.23486383,0.27758697
1111009,0.2926882,0.25417563,0.29861763
1111010,0.21609873,0.21652699,0.2513679
1111011,0.15893365,0.1409258,0.1635967
1111012,0.24640454,0.22109903,0.18381503
1111013,0.31015858,0.20615682,0.26838884
1111014,0.24467821,0.23458673,0.2585945
1111015,0.15908809,0.11700808,0.1488193
1111016,0.3179476,0.2620554,0.29014266
1111017,0.14658976,0.121301994,0.15350671
1111018,0.2872842,0.21327707,0.21244097
1111019,0.30181897,0.26663494,0.38653353
1111020,0.14115255,0.09870281,0.14219938
1111021,0.1857275,0.11121694,0.14363849
1111022,0.28496158,0.26485646,0.26521903
1111023,0.2878348,0.22458792,0.24034886
1111024,0.2691063,0.2316671,0.18863887
1111025,0.22249573,0.164782,0.2065004
1111026,0.33661056,0.21650112,0.29064327
1111027,0.14115255,0.10096356,0.13111359
1111028,0.23321229,0.23552366,0.32616577
1111029,0.29033315,0.23241685,0.26725277
1111030,0.2854765,0.28316984,0.2915861
1111031,0.18397266,0.11431341,0.20890744
1111032,0.123839155,0.1670532,0.14489533
1111033,0.26383978,0.24203119,0.2650833
1111034,0.33018667,0.34277475,0.32508788
1111035,0.2382677,0.23332967,0.28857204
1111036,0.24279426,0.20644848,0.21615916
1111037,0.17783469,0.1342556,0.17611527
1111038,0.2763695,0.22497022,0.24182457
1111039,0.27949518,0.20581116,0.20725618
1111040,0.38175288,0.41463464,0.35903987
1111041,0.17486537,0.15648288,0.21765277
1111042,0.23011911,0.17044167,0.23979056
1111043,0.35860115,0.3317079,0.36436668
1111044,0.14551874,0.14357845,0.1917569
1111046,0.22956851,0.22141452,0.23844633
1121001,0.14864612,0.12509166,0.17226139
1121002,0.53947175,0.6424637,0.6095043
1121003,0.46241015,0.4992096,0.48789325
1121004,0.57650745,0.616994,0.64275604
1121005,0.36377236,0.3935413,0.3783944
1121006,0.38203526,0.4036811,0.37939933
1121007,0.23807883,0.21893153,0.2696462
1121008,0.45137376,0.4254357,0.43839848
1121010,0.736549,0.7291886,0.78223014
1121011,0.33039665,0.40160254,0.3588968
1121012,0.5055464,0.5046864,0.46814457
1121013,0.41907135,0.5503865,0.46540156
1121014,0.2797144,0.2223327,0.29886547
1121015,0.2578256,0.23617682,0.22217295
1121016,0.5436957,0.47067344,0.49749783
1121017,0.33071843,0.28632477,0.33081397
1121018,0.37051022,0.34725717,0.33120838
1121019,0.63287634,0.66987985,0.62149805
1121020,0.62926227,0.611315,0.64484596
1121021,0.26979092,0.34274212,0.2850623
1121022,0.41027725,0.4250382,0.42965233
1121023,0.39124274,0.4610161,0.39933053
1121024,0.56831664,0.62901306,0.52654904
1121025,0.5390314,0.6071027,0.5575023
1121027,0.40680417,0.38728762,0.37723112
1121028,0.41405866,0.5031211,0.41583377
1121029,0.15657246,0.13985634,0.16537909
1121030,0.3606255,0.39173287,0.36822954
1121032,0.46977746,0.5398848,0.5334467
1121033,0.38984302,0.34048477,0.38578814
1121034,0.3383401,0.28764257,0.4282245
1121035,0.16164775,0.13847436,0.19680488
1121036,0.46783963,0.60006946,0.43667543
1121037,0.40681115,0.4020158,0.49768853
1121038,0.14876099,0.124621734,0.14706565
1121039,0.29743832,0.33185804,0.28741404
1121040,0.50118405,0.5633058,0.46054077
1121041,0.6223375,0.6740521,0.6580476
1121042,0.5395915,0.6104842,0.59796834
1121044,0.32199696,0.33977687,0.35713807
1121045,0.41991484,0.4636618,0.42388174
1121046,0.39918563,0.49603224,0.41745573
1121048,0.20115109,0.25524986,0.24076706
1121049,0.33439204,0.34201816,0.35652483
1121050,0.24491842,0.19348806,0.23039883
1121051,0.50118405,0.512712,0.5508262
1121052,0.59753305,0.6062088,0.58839595
1121053,0.42220232,0.3990956,0.41088748
1121054,0.52923054,0.5952541,0.4622481
1121055,0.21983157,0.14971946,0.22560969
1121056,0.53295743,0.63034207,0.43009552
1121057,0.24436092,0.25799632,0.27075973
1121058,0.3703889,0.38195363,0.37041724
1121059,0.3866144,0.37680182,0.40179995
1121060,0.5545147,0.41367468,0.45845222
1121061,0.30268213,0.29362494,0.30694073
1121062,0.5775954,0.6193624,0.5126682
1121064,0.3767509,0.3039606,0.3455985
1121065,0.43056533,0.52310574,0.42299822
1121066,0.28602865,0.45625007,0.37629783
1121067,0.33581105,0.31909433,0.3214754
1121068,0.28880322,0.23615044,0.25941908
1121069,0.6484377,0.6739791,0.67593867
1121070,0.3952981,0.43234152,0.38785574
1121071,0.567085,0.61846024,0.5360952
1121072,0.68120354,0.71354246,0.70821893
1121073,0.39124274,0.4179365,0.3963252
1121074,0.6964126,0.6211209,0.690462
1121075,0.30348596,0.29353786,0.29366115
1121076,0.7939941,0.7688773,0.7260604
1121077,0.3827419,0.4181269,0.46903312
1121079,0.6670001,0.7265666,0.7053065
1121080,0.49462518,0.51727086,0.4459655
1121081,0.5829183,0.6687726,0.60586345
1131001,0.2784874,0.31980303,0.25409353
1131002,0.46327883,0.4672802,0.46929535
1131003,0.18994196,0.23117241,0.26032048
1131004,0.33421418,0.3052749,0.27771747
1131005,0.21609873,0.16902836,0.1858824
1131006,0.24765761,0.25055593,0.25828442
1131007,0.27949518,0.2326765,0.22896047
1131008,0.13579896,0.21091694,0.18046026
1131009,0.24456443,0.19061689,0.24751621
1131010,0.15205184,0.09818977,0.1330861
1131011,0.47242,0.46315596,0.41877985
1131012,0.23182769,0.28442985,0.23001014
1131013,0.14697872,0.15463561,0.16080305
1131014,0.46092275,0.539777,0.46674922
1131015,0.30786288,0.30475724,0.2762128
1131016,0.2362248,0.18726157,0.22279757
1131017,0.24624267,0.3170935,0.31610763
1131018,0.34529632,0.40856692,0.3291246
1131019,0.31851497,0.3908633,0.310029
1131021,0.14529759,0.20846151,0.17967427
1131022,0.14123617,0.17316468,0.16254346
1131023,0.16145617,0.15156882,0.1989473
1131024,0.23938657,0.2710773,0.22588126
1131025,0.557604,0.67417896,0.54824466
1131026,0.6157969,0.5858379,0.6411591
1131027,0.5371618,0.56836087,0.5187784
1131028,0.38305643,0.40476742,0.39640674
1131029,0.2173541,0.24924982,0.25579226
1131030,0.2444035,0.26976627,0.25829864
1131031,0.2797144,0.26958194,0.29593977
1131032,0.3702168,0.5072966,0.4122582
1131034,0.4890733,0.47421327,0.39416638
1131035,0.24741046,0.2776843,0.2836249
1131036,0.29721004,0.29543918,0.27059096
1131037,0.4173593,0.3798139,0.39559573
1131038,0.28741083,0.2621232,0.26713243
1131039,0.15838306,0.10297275,0.15834354
1131040,0.42092934,0.505009,0.3979041
1131041,0.1857275,0.18866163,0.23235826
1131042,0.29388547,0.33104768,0.2964094
1131044,0.23829979,0.23164962,0.22261046
1131045,0.22873451,0.30392408,0.23327607
1131046,0.49466905,0.4974392,0.50044155
1131048,0.11116273,0.07342331,0.112805456
1131049,0.47891834,0.48470566,0.41457462
1131050,0.16689338,0.13386111,0.17565773
1131051,0.071893066,0.068191834,0.07243844
1131052,0.16113283,0.1825654,0.2497233
1131053,0.41592684,0.47072282,0.46841368
1131054,0.29092798,0.26447532,0.25655237
1131055,0.27949518,0.3099264,0.24706674
1131056,0.14695024,0.113430016,0.15870799
1131057,0.26730174,0.27287778,0.23618682
1131058,0.32102373,0.29320896,0.27175388
1131059,0.28743806,0.31061187,0.29116875
1131060,0.37567362,0.44094524,0.43231067
1131061,0.14845453,0.09492957,0.1109907
1131062,0.5218127,0.58184856,0.50534487
1131063,0.14695024,0.14097723,0.16030383
1131064,0.2197425,0.19279848,0.21025439
1131065,0.20634453,0.20682392,0.20606501
1131066,0.14151303,0.15304533,0.18128431
1131067,0.28326848,0.3077463,0.28605637
1131068,0.4778727,0.5665897,0.5640903
1131069,0.080763884,0.066237114,0.09380987
1131070,0.15569562,0.19726801,0.22061461
1131072,0.14845453,0.108057804,0.11424542
1131073,0.6259707,0.48241103,0.47468144
1131074,0.17593125,0.1917994,0.22044528
1131075,0.13700122,0.15001932,0.14736244
1131076,0.123855464,0.08277832,0.122361675
1131077,0.16113283,0.12533268,0.14163178
1131078,0.6763106,0.74238604,0.6774621
1131079,0.32029676,0.40232608,0.382528
1131080,0.6763106,0.60768336,0.62318087
1131081,0.18604712,0.19452244,0.15902768
1131082,0.14151303,0.18422249,0.15158035
1131083,0.13579896,0.13884729,0.13660279
1131084,0.2168251,0.23502614,0.25358838
1141001,0.21363045,0.10671245,0.14769873
1141002,0.12267452,0.07900164,0.10330392
1141003,0.114471704,0.12576874,0.117607236
1141004,0.19527406,0.18867186,0.22578052
1141005,0.10970581,0.10771108,0.123129815
1141006,0.15781239,0.10637304,0.1109907
1141007,0.19061998,0.14681925,0.19233567
1141008,0.0942622,0.08457595,0.09831664
1141009,0.1022599,0.10750073,0.09574371
1141010,0.26250497,0.24496734,0.2649838
1141011,0.31485745,0.304582,0.26433507
1141012,0.17464395,0.16518672,0.120840386
1141013,0.11940198,0.10421651,0.11720668
1141014,0.25422707,0.24478191,0.25169164
1141015,0.14479633,0.119115606,0.10560077
1141016,0.2461382,0.22529542,0.24258097
1141017,0.23700237,0.15789753,0.19593027
1141018,0.18234855,0.15679796,0.13426094
1141019,0.31936488,0.42817533,0.2772307
1141020,0.28741083,0.29952422,0.2608686
1141021,0.13759239,0.13420685,0.1446265
1141022,0.11853792,0.14706579,0.14065917
1141023,0.10436202,0.05857956,0.11094972
1141024,0.15294585,0.1545448,0.19476575
1141025,0.12863775,0.1035685,0.09562839
1141026,0.12001927,0.115316615,0.099520944
1141027,0.382054,0.5058737,0.3578666
1141029,0.1847513,0.18676677,0.17502776
1141030,0.10415356,0.07880206,0.12355963
1141032,0.28208762,0.31196883,0.26031902
1141033,0.18540417,0.1193787,0.15267687
1141035,0.20309165,0.19194025,0.20175394
1141036,0.19887936,0.13921799,0.19822302
1141037,0.12863775,0.10598736,0.10144019
1141038,0.23700237,0.16638541,0.17857319
1141039,0.10683112,0.053952236,0.08476441
1141040,0.255092,0.19594976,0.17254382
1141041,0.17236717,0.14897296,0.16750175
1141042,0.23154983,0.29663005,0.26389942
1141043,0.15219724,0.1355364,0.1505945
1141044,0.10453228,0.12593497,0.11075351
1141045,0.15838306,0.16779657,0.15272957
1141046,0.20681632,0.118704416,0.17962475
1141047,0.13371061,0.103761695,0.1347292
1141048,0.1277761,0.1192239,0.121695235
1141049,0.22686698,0.21408956,0.15837269
1141050,0.15201087,0.14711343,0.2019981
1141051,0.07201516,0.08213392,0.10456388
1141052,0.21816824,0.16850753,0.20158386
1141053,0.16096213,0.10685679,0.124176905
1141054,0.13764247,0.104329966,0.12649208
1141055,0.21421862,0.14378823,0.16993667
1141057,0.11823285,0.08753033,0.1299783
1141058,0.14569034,0.12745348,0.11103965
1141059,0.19765444,0.13454224,0.18902409
1141060,0.17289525,0.16101174,0.14610225
1141061,0.40641245,0.46704084,0.4357108
1141063,0.14115255,0.08707544,0.12080882
1141064,0.2836652,0.18898271,0.2464988
1141065,0.21487746,0.19677228,0.20119587
1141066,0.22631276,0.18244657,0.24784595
1141067,0.08440785,0.07393635,0.06746529
1141068,0.28177875,0.2380567,0.34274253
1141069,0.2645309,0.24101123,0.27104467
1141070,0.08050897,0.11019806,0.1419839
1141072,0.2341991,0.20491473,0.24177766
1141073,0.12794395,0.097314164,0.12800251
1141074,0.098689765,0.065568425,0.08407258
1141075,0.2139538,0.13602127,0.15148067
1141076,0.24207725,0.23505631,0.21964389
1141077,0.2163345,0.1694943,0.20332927
1141078,0.15748905,0.123476915,0.14184868
1141079,0.19566907,0.21505654,0.21315797
1141080,0.32043472,0.24034162,0.2375634
1141082,0.1343983,0.12576874,0.117977574
1141083,0.11075369,0.09353671,0.0906632
1141084,0.15294585,0.13432127,0.15392923
1141085,0.16060382,0.1303066,0.15139183
1141086,0.28072655,0.2467434,0.27288008
1141087,0.19280443,0.14676026,0.19470254
1141088,0.17980279,0.17533663,0.1525001
1141089,0.25698072,0.22658801,0.20483989
1141090,0.18527356,0.15511242,0.15560254
1141091,0.2575002,0.18412086,0.2136917
1141092,0.26049393,0.21065523,0.21876118
1141093,0.08989922,0.07543723,0.11120358
1141094,0.2182231,0.13222149,0.1723048
1141095,0.16093436,0.17515828,0.15741438
1141096,0.20309165,0.16059501,0.24191731
1141097,0.057727005,0.07916718,0.07838991
1141098,0.098393016,0.06080812,0.104045525
1141099,0.35168713,0.29808214,0.3345311
1141100,0.20864868,0.24720916,0.21150854
1141101,0.08322693,0.07916718,0.09266494
1141102,0.07035585,0.08215958,0.096466884
1141103,0.14529759,0.12786283,0.15010116
1141104,0.1821805,0.17989404,0.17294496
1141105,0.19953221,0.15222973,0.17822498
1141106,0.2867584,0.29996264,0.29262632
1141107,0.2296559,0.15610571,0.2343233
1141108,0.14766821,0.13602127,0.12857655
1141109,0.26326245,0.21066828,0.24065478
1141110,0.23700237,0.17515828,0.20674464
1141111,0.09260812,0.090741254,0.12359435
1141112,0.11823285,0.12408745,0.13844308
1141113,0.24741046,0.20102887,0.24843176
1141114,0.13083479,0.14313126,0.16970015
1141115,0.22354971,0.18496168,0.199769
1141116,0.18401238,0.1143609,0.19245157
1141117,0.24108914,0.2221892,0.18486083
1141118,0.1490252,0.16040011,0.14068782
1141119,0.21805252,0.13372944,0.18369456
1141120,0.09331772,0.07393635,0.08213237
1141121,0.13932858,0.12995997,0.16788617
1141122,0.32159138,0.2896398,0.30767846
1141123,0.28002143,0.2264524,0.20666088
1141124,0.117237315,0.08171338,0.13316905
1141125,0.19969945,0.12924296,0.21615238
1151001,0.35851303,0.32634526,0.3316996
1151002,0.124797106,0.106155366,0.13138047
1151003,0.31492132,0.26067287,0.34514743
1151004,0.30826542,0.29385206,0.29571053
1151005,0.2539381,0.22142594,0.26861775
1151006,0.22855785,0.19213565,0.21143727
1151007,0.405745,0.4118151,0.44405508
1151008,0.29989126,0.2998654,0.2970697
1151009,0.14695024,0.12045697,0.18421412
1151010,0.16093436,0.20021977,0.22368042
1151011,0.17403646,0.1552065,0.17181562
1151012,0.2312911,0.14454144,0.18520838
1151013,0.12504044,0.09184692,0.09935872
1151014,0.17935178,0.16162431,0.20383553
1151015,0.27369043,0.24097005,0.23893394
1151016,0.2362248,0.23291317,0.22814924
1151017,0.14695024,0.16854985,0.1764073
1151018,0.16010569,0.107321985,0.13035356
1151019,0.18781236,0.13519287,0.17365867
1151020,0.076968364,0.0482077,0.076120436
1151021,0.30628923,0.31149054,0.2877627
1151022,0.14515682,0.11553649,0.17404306
1151023,0.17637955,0.150673,0.19171254
1151024,0.071893066,0.068191834,0.07297368
1151025,0.12435408,0.10180615,0.17156993
1151026,0.2601574,0.27849233,0.34037998
1151027,0.10909966,0.09870281,0.11113203
1151028,0.15989724,0.10586,0.1420564
1151029,0.09049655,0.085574575,0.098909356
1151030,0.14225625,0.1393309,0.21249644
1151031,0.1326998,0.12709737,0.18808521
1151032,0.6061214,0.5543887,0.50805986
1151033,0.1343983,0.090440266,0.1085537
1151034,0.3113231,0.27313566,0.32631236
1151035,0.06862629,0.066237114,0.079207405
1151036,0.26225764,0.21508338,0.21587546
1151037,0.12266874,0.1035685,0.13046809
1151038,0.1675189,0.09008383,0.18467863
1151039,0.12799786,0.102859795,0.18015744
1151040,0.15800397,0.21171731,0.21495537
1151042,0.30609348,0.27255967,0.2616589
1151043,0.34174004,0.2307261,0.34301257
1151044,0.122965485,0.090440266,0.10360302
1151045,0.24654062,0.24702068,0.22206126
1151046,0.1990778,0.14483233,0.1966646
1151047,0.33016145,0.30205783,0.3387833
