muni,yhat_1,yhat_2,yhat_3
1301133,0.13738997,0.13590081,0.17590353
1301134,0.19233182,0.20057228,0.21328905
1301135,0.36079738,0.36022496,0.3627154
1301136,0.22103812,0.18164197,0.25394166
1301137,0.7351518,0.6350392,0.60746026
1301138,0.1046156,0.097823985,0.1406075
1301139,0.20350951,0.22206031,0.26443648
1301140,0.5720261,0.5778573,0.5892064
1301141,0.19753583,0.2467135,0.22540765
1301142,0.44603953,0.3650418,0.41164362
1301143,0.36361274,0.31840107,0.36274794
1301144,0.43623865,0.4188066,0.40195724
1301145,0.24100327,0.27602032,0.22767751
1301146,0.3679582,0.3201537,0.3450839
1301147,0.7794558,0.71792847,0.68513
1301148,0.22871047,0.17833969,0.25389174
1301149,0.65674925,0.5300057,0.6181545
1301150,0.4016025,0.39745417,0.32475954
1301151,0.3652858,0.26283202,0.2894533
1301152,0.32094458,0.26973927,0.27316654
1301153,0.39934644,0.45230767,0.3225946
1301154,0.46157452,0.486411,0.4147489
1301155,0.33102256,0.42069724,0.3389229
1301156,0.5905005,0.6200642,0.5115867
1301157,0.43246552,0.4386021,0.33856285
1301158,0.3282139,0.3063973,0.32568017
1301159,0.80356103,0.74244326,0.71190935
1301160,0.34342477,0.2962936,0.31817707
1301161,0.345579,0.3745482,0.30615157
1301162,0.516326,0.49998283,0.5260705
1301163,0.47106823,0.5633186,0.49171734
1301164,0.1868946,0.2098443,0.25014415
1301165,0.5868931,0.553524,0.62249595
1301166,0.44232512,0.46054137,0.41220894
1301167,0.36004356,0.40113863,0.337816
1301168,0.6994105,0.6124448,0.595756
1301169,0.29638037,0.25036725,0.27385142
1301170,0.78072125,0.70680845,0.669828
1301171,0.6178346,0.4527895,0.5244874
1301172,0.47575396,0.40925837,0.43850142
1301173,0.5081155,0.5089174,0.5190323
1301174,0.1522899,0.115197316,0.17064093
1301175,0.18310875,0.24542117,0.26009732
1301176,0.25543576,0.23040964,0.2531839
1301177,0.6312854,0.613433,0.52800995
1301178,0.22484654,0.18528278,0.28147689
1301179,0.31673494,0.34524325,0.32627445
1301180,0.6551931,0.5999658,0.5765038
1301181,0.2292254,0.1775049,0.25538713
1301182,0.18340524,0.22242765,0.22587799
1301183,0.22157967,0.22496662,0.23168546
1301184,0.74996394,0.68627644,0.62801224
1301185,0.38271627,0.39675793,0.41767505
1301186,0.21832159,0.22408397,0.23800628
1301187,0.5305531,0.5654283,0.54448026
1301188,0.46759516,0.45286274,0.4598187
1301189,0.11711487,0.086497106,0.16766366
1301191,0.13399869,0.07276065,0.12003693
1301192,0.20249164,0.22164138,0.22559138
1301193,0.10751896,0.058730997,0.089229345
1301194,0.40249324,0.40247425,0.4541312
1301195,0.7591634,0.6391173,0.60538465
1301196,0.21478006,0.2078125,0.27591968
1301197,0.42342296,0.43898085,0.4097913
1301198,0.4539824,0.4735476,0.46621805
1301199,0.28875,0.2930864,0.25850433
1301200,0.45248702,0.3673106,0.41367972
1301201,0.5561078,0.5126167,0.51669395
1301202,0.6868494,0.668698,0.7142333
1301203,0.58577377,0.5217499,0.53877556
1301204,0.15893787,0.1236577,0.20123434
1301205,0.22246984,0.25332445,0.21276219
1301206,0.07464313,0.07393635,0.09582102
1301207,0.20131028,0.19022234,0.2448635
1301208,0.1435946,0.1240761,0.19348845
1301209,0.55837715,0.42347178,0.5211046
1301210,0.5571106,0.49142206,0.51957566
1301211,0.24569583,0.16361067,0.2767066
1301212,0.51254165,0.5435309,0.49372482
1311001,0.2362248,0.25141257,0.27501595
1311002,0.2083097,0.16346115,0.19756325
1311003,0.34765878,0.33040226,0.28072986
1311004,0.24765761,0.19999184,0.23413858
1311005,0.22076835,0.22837828,0.26294708
1311006,0.25492084,0.2856571,0.25237644
1311007,0.2083097,0.14303006,0.17058954
1311008,0.48558766,0.40186283,0.4380735
1311009,0.13821313,0.13685115,0.16649045
1311011,0.19387655,0.20451428,0.18694487
1311012,0.35045436,0.35334006,0.29935363
1311013,0.123855464,0.058710933,0.10018684
1311015,0.30022684,0.20593871,0.24758682
1311017,0.50959355,0.5498536,0.51276433
1311018,0.27710846,0.28250945,0.23708159
1311019,0.5179483,0.61038595,0.65112394
1311020,0.18856296,0.14361507,0.17786197
1311021,0.40251982,0.4856115,0.39100868
1311023,0.17268695,0.13316365,0.14709394
1311024,0.31783533,0.3088393,0.325211
1311025,0.26535997,0.2763204,0.2834514
1311026,0.17762354,0.116371624,0.20431301
1311027,0.14307967,0.09506491,0.16106065
1311028,0.1964926,0.15381864,0.17591867
1311029,0.24868351,0.17795186,0.208673
1311030,0.4495805,0.38599336,0.403264
1311032,0.40659103,0.4409923,0.45380092
1311033,0.27147025,0.2629888,0.20946018
1311034,0.34235886,0.37714952,0.32299107
1311035,0.28911823,0.248889,0.2123768
1311036,0.2083097,0.22754365,0.2543227
1311037,0.24113736,0.2741413,0.25377795
1311038,0.19000444,0.12596278,0.18821514
1311039,0.1780062,0.13338879,0.17524847
1311040,0.2083097,0.20410487,0.22176081
1311041,0.09384934,0.09868436,0.15896209
1311042,0.29467133,0.32277623,0.30555212
1311043,0.35905632,0.42654794,0.3584479
1311044,0.18492915,0.15537648,0.21381992
1311045,0.27013734,0.26428807,0.23736294
1311046,0.3121048,0.2915247,0.35802862
1311047,0.25610062,0.27112886,0.2655236
1311048,0.31660086,0.23735596,0.2438711
1311049,0.58244586,0.61034536,0.6307729
1311050,0.11659994,0.06470163,0.118280984
1311051,0.19895184,0.12929246,0.19027047
1311052,0.2362248,0.17276742,0.17804201
1311053,0.2773342,0.23895338,0.24534148
1311054,0.24820396,0.17071286,0.2076375
1311055,0.32633212,0.27444214,0.29858398
1311056,0.31368515,0.3210066,0.28573272
1311057,0.24079564,0.3698415,0.24418768
1311058,0.29799002,0.35856616,0.3493173
1311059,0.10998179,0.04976066,0.100667305
1311061,0.16305268,0.15214653,0.16465902
1311062,0.2561278,0.22587277,0.19461948
1311063,0.21791956,0.18283412,0.23001374
1311066,0.3466318,0.3350188,0.26361424
1311067,0.2362248,0.21245122,0.20330729
1311068,0.22068557,0.13000366,0.21692048
1311069,0.38727933,0.34896412,0.346316
1311070,0.22176439,0.22443993,0.24876277
1311073,0.7328651,0.60739076,0.7080772
1311074,0.2197425,0.18556398,0.21254268
1311075,0.36331046,0.34853378,0.30104738
1311076,0.2083097,0.23232107,0.26588637
1311078,0.23182769,0.20985028,0.2011797
1311079,0.3203788,0.31221133,0.2781155
1311080,0.24168831,0.24680732,0.21481436
1311082,0.17049184,0.19315788,0.23374213
1311084,0.295098,0.31110838,0.24948949
1311085,0.427764,0.39217794,0.32128972
1311087,0.27949518,0.28741294,0.2840715
1311089,0.20113313,0.2539851,0.2431994
1311090,0.26638094,0.21202567,0.24389637
1311091,0.31500238,0.31675798,0.25916737
1311092,0.5777976,0.5029256,0.51741946
1311093,0.14372157,0.092253216,0.16928074
1311094,0.536256,0.40198398,0.49807587
1311095,0.20143725,0.1490225,0.21466626
1311096,0.27725837,0.34745535,0.30573562
1311097,0.33584616,0.42535755,0.27593613
1311098,0.3588142,0.40648457,0.3192294
1311099,0.563563,0.5124057,0.44200096
1311100,0.2083097,0.15425968,0.14295894
1311101,0.11188515,0.086154565,0.14133826
1311102,0.1955549,0.20590733,0.22475135
1311103,0.25599724,0.3085472,0.268185
1311104,0.45747843,0.41020954,0.47942463
1311105,0.1547615,0.11924146,0.15064503
1321001,0.22800563,0.18677647,0.21486744
1321002,0.37775782,0.3254024,0.3690754
1321004,0.18916065,0.16021454,0.22548127
1321005,0.15840131,0.117223516,0.13343908
1321006,0.2173541,0.23135081,0.23616868
1321007,0.15886515,0.13683407,0.16737774
1321008,0.34025434,0.24744876,0.3195016
1321009,0.26789987,0.2507066,0.24548796
1321010,0.14515825,0.103933625,0.12774791
1321012,0.3415507,0.38018864,0.34849694
1321013,0.16317204,0.15834303,0.14116628
1321014,0.37446278,0.28021944,0.33277
1321016,0.30135846,0.24035583,0.3092973
1321017,0.08984506,0.07393635,0.09538831
1321018,0.36267307,0.31313917,0.3070623
1321019,0.22556956,0.15999468,0.20961836
1321020,0.15295556,0.13708773,0.14726913
1321022,0.22177948,0.21507296,0.19142148
1321023,0.16326341,0.1496702,0.19707096
1321024,0.25107247,0.19948888,0.25586087
1321025,0.3065148,0.20101266,0.21918052
1321026,0.46035847,0.40614724,0.41994894
1321027,0.43550232,0.48139456,0.3951133
1321029,0.28017113,0.24485067,0.24252105
1321031,0.16612825,0.19757509,0.1428735
1321032,0.13104324,0.08184463,0.10872128
1321034,0.15838306,0.13025801,0.14002514
1321035,0.29030174,0.21220781,0.28008813
1321036,0.31145495,0.23282403,0.25725475
1321037,0.24108726,0.20445238,0.23723908
1321038,0.38028458,0.2613474,0.3409496
1321039,0.19116472,0.15998495,0.17896438
1321040,0.41543734,0.42429143,0.37551168
1321042,0.23100679,0.238516,0.2046923
1321044,0.27975604,0.19523798,0.22575507
1321045,0.2042726,0.2059435,0.19963089
1321046,0.30679756,0.53367704,0.27800745
1321047,0.14855346,0.17515828,0.1762029
1321048,0.1430559,0.10685679,0.09866405
1321049,0.23321229,0.2527585,0.29738688
1321050,0.24857077,0.18887947,0.24621846
1321051,0.3682976,0.24107316,0.31604683
1321052,0.30390412,0.26161695,0.27792272
1321053,0.2883491,0.19018352,0.27682889
1321054,0.33197507,0.22273684,0.2768034
1321055,0.18969484,0.24824178,0.21048863
1321056,0.09856414,0.07393635,0.09833003
1321057,0.30052438,0.20621361,0.25811052
