sim_sample,gb_census_mun,gb_gis_mun,gb_all_mun,gb_census_psu,bart_census_mun,bart_gis_mun,bart_all_mun,bart_census_psu,rf_census_mun,rf_gis_mun,rf_all_mun,rf_census_psu,lasso_census_mun,lasso_gis_mun,lasso_all_mun,lasso_census_psu,ols_census_mun,ols_gis_mun,ols_all_mun,ols_census_psu,eb,uc
319,.1934639,.1972181,.1935447,.1932421,.1934506,.1977296,.1934476,.1932352,.1935891,.1988508,.1934297,.1933714,.1935899,.2012614,.1938626,.1935554,.1965948,.199057,.1943112,.1955952,.1930775,.1938874
320,.1935869,.1974397,.19367,.1934353,.1934793,.1978647,.193466,.1934187,.1935626,.1972752,.1937985,.1933485,.1932977,.2016879,.1934464,.1935063,.1966471,.1998296,.194007,.1959513,.1934399,.1932759
321,.1938784,.1978044,.1935944,.1932296,.1934786,.1977668,.1933882,.1932394,.1933297,.1961097,.1934559,.1933842,.1933602,.2005263,.1935463,.1937655,.1977906,.1989427,.1939371,.1968429,.1933288,.1936175
322,.1931393,.1966176,.1933065,.1932443,.1929645,.1980682,.1930972,.1933059,.1930589,.1972095,.1938453,.1930529,.193437,.2023075,.1932991,.1935937,.1974542,.1991303,.193474,.1951734,.1933779,.1932808
323,.193601,.1979796,.1933847,.1935118,.193354,.1979572,.1934617,.1933611,.1936441,.1972796,.1935432,.1934048,.1938636,.2014229,.1938794,.1937253,.1975885,.2000693,.1937385,.1956462,.1927983,.1932628
324,.1934835,.1985222,.1933078,.1934066,.1933346,.1969104,.1933044,.1931944,.1933888,.1965458,.1931869,.1931481,.1933485,.2016004,.1934599,.1934648,.1980839,.1988446,.1937767,.1956979,.1931526,.1934108
325,.1934476,.1985676,.1934393,.1932765,.1933586,.1984714,.1933527,.1932719,.1933772,.1999528,.1933932,.193279,.1932476,.2022931,.1933673,.193828,.2000469,.1996573,.1946998,.1955345,.1933326,.1935646
326,.1933983,.197826,.193548,.1933879,.19344,.1977539,.1939525,.1930488,.1931863,.1969544,.1936491,.1933736,.1934398,.2010301,.1936262,.1935863,.1973847,.1989746,.1936217,.1955185,.192995,.1936823
327,.1936713,.1978099,.1932297,.1935895,.1934137,.1977972,.193272,.1932899,.1935686,.1973961,.1936757,.193424,.193518,.201831,.1936757,.1934872,.1976348,.1990848,.1939141,.1955158,.1928374,.1931562
328,.19345,.1975486,.1933526,.193456,.1934006,.1973343,.1930942,.19331,.1933534,.1974782,.1932412,.1933113,.1935732,.2016531,.1937038,.1937295,.1992561,.1994829,.1938749,.1961774,.1934142,.1935003
329,.1937871,.1976647,.1935502,.1932876,.1933001,.198433,.1933131,.1930834,.1932141,.1968154,.193558,.1933261,.1933262,.2015964,.193564,.193504,.1975357,.1997086,.1937811,.1962849,.1929731,.1932006
330,.1936858,.1971059,.1934943,.1932117,.1933935,.1973975,.1936763,.1932282,.1932611,.1983851,.1933291,.1931835,.19342,.2010384,.1934908,.1935754,.1970952,.1992087,.1940995,.1957513,.1936165,.1936568
331,.1934143,.1973475,.1935829,.1931627,.1937013,.1978863,.1936244,.193176,.1935036,.1970841,.193548,.1930775,.1935723,.2018552,.1935891,.1934332,.1970569,.1996346,.1937599,.195851,.1933555,.1936814
332,.1939751,.1971732,.1938304,.1934061,.1935134,.1978644,.1936681,.1931578,.1933405,.1970794,.193356,.1934275,.1935186,.2013784,.1936522,.193582,.1966946,.1993942,.194134,.1952145,.1933041,.1933466
333,.1933809,.19765,.1935551,.1933179,.1934181,.197488,.1934718,.1933643,.1933432,.1968537,.1932817,.1930578,.1933694,.2010366,.1934924,.1936275,.1966692,.1994334,.1941407,.196153,.1934558,.1940131
334,.1936751,.1975005,.1931714,.193242,.1932126,.1977324,.1931095,.1931847,.1933889,.1967947,.1935075,.1933132,.1937438,.2019095,.1934151,.1938629,.1971394,.1995708,.1935684,.1953172,.1930306,.1935647
335,.1940706,.1970901,.1935864,.1932825,.1935366,.1978773,.1935925,.1932172,.1936836,.1968483,.1940115,.1933104,.1937569,.2009002,.1935928,.1937104,.1962487,.1991539,.193933,.1956881,.1930365,.1934643
336,.1935906,.1986133,.1933034,.1932809,.1935513,.1974145,.1929446,.1934485,.1933609,.1979011,.1940358,.1933264,.1932022,.2013235,.1933446,.1936105,.1982896,.1995455,.1936767,.1969441,.1932402,.1930416
337,.1933495,.1982269,.1936969,.1933633,.1931207,.1974514,.1933181,.1932582,.1931307,.1980431,.1934978,.1933043,.1932455,.2015015,.1932706,.1934986,.1961767,.199191,.1938549,.1957328,.1929815,.1936451
338,.1936589,.1974576,.1935941,.1933724,.1931875,.1977323,.1932916,.1933235,.1931514,.1970493,.193286,.1934279,.1933859,.2019073,.1935342,.1935631,.1980404,.1993645,.1932854,.1954465,.1932043,.1930671
339,.1931924,.1979126,.1935309,.1932268,.1928411,.1978117,.193098,.1930145,.1931504,.1974437,.1929222,.1932305,.1934323,.2014216,.1933868,.1936808,.1988162,.1992836,.1937454,.1961141,.1932674,.1931326
340,.1934921,.1975637,.1933229,.1932862,.1930049,.1978841,.1933215,.1932587,.1931196,.1973659,.1933639,.1932335,.1934594,.2021616,.1933856,.193487,.1983961,.1996569,.1937054,.1956723,.1936601,.1940223
341,.1935882,.1980314,.1934514,.1934585,.1931355,.1978315,.1933001,.193144,.1935248,.1964101,.1938199,.1934022,.193428,.2006538,.1935718,.1934645,.1969263,.1996709,.1945859,.1961019,.1930507,.1934226
342,.1941831,.1996545,.1935609,.193593,.1932301,.1984171,.1936053,.1935577,.1932876,.1990537,.1933867,.1935138,.1934817,.2011389,.1937189,.1938086,.1959506,.1992806,.193843,.1959432,.1938178,.1933787
343,.1936525,.1974761,.193645,.1933355,.1935947,.1976786,.1936384,.1933503,.1935768,.1983569,.1935092,.1932933,.1937215,.2015419,.1936649,.1935675,.199067,.1995748,.1942401,.1960778,.1935396,.1939198
344,.1931159,.1975253,.1934171,.1933717,.1930906,.1977184,.1932693,.1931973,.1933468,.1966181,.1932471,.1931847,.1933506,.2015294,.1935454,.1933681,.1978741,.1992842,.1935886,.1963806,.1931661,.1932803
345,.1932976,.1976741,.1932897,.1930622,.192986,.197494,.1933131,.1930216,.1934967,.1979988,.1935181,.1929311,.193382,.2021492,.1934092,.1934881,.1969912,.1994256,.1936702,.1957202,.1930494,.1942404
346,.1934428,.1979573,.1938648,.1933768,.1935959,.1970564,.1934642,.1931201,.1940123,.1969364,.1936816,.1932888,.1934468,.2006812,.1934683,.1935381,.1960036,.1990315,.1939358,.1953858,.1932634,.1932493
347,.1932084,.1986861,.193424,.1932109,.1930646,.1977512,.193298,.19323,.1933463,.1977518,.1939133,.1934597,.1936701,.2019307,.1937234,.1937765,.1971358,.1999921,.1937168,.1954047,.1930844,.1933026
348,.1936326,.1970398,.1935747,.1934498,.1934882,.1977249,.1936419,.1935047,.1933209,.1966431,.1934413,.1934114,.1938585,.2004708,.1938263,.1935329,.1971042,.1993662,.1937872,.196136,.193164,.1932788
349,.1933657,.1979971,.1934755,.1933339,.1932558,.1981413,.1935683,.1931622,.193395,.1992534,.193277,.1930691,.1937205,.2015447,.1936425,.1935848,.1979915,.1998353,.1939107,.1960417,.1934554,.1935391
350,.1933557,.1973574,.1935691,.1931527,.1931272,.1976637,.1934974,.1932639,.1930831,.1973067,.1933718,.1932222,.1934063,.2018037,.1933702,.1938296,.1969667,.1991335,.1939262,.1951044,.193194,.193687
351,.193628,.1981596,.1935269,.1933581,.1933537,.1980366,.1933275,.1931304,.1935728,.1968559,.193757,.1933153,.1937076,.2018704,.1934193,.1934703,.1974166,.19982,.1938119,.1960403,.1931114,.1934977
352,.1934872,.1988682,.1936745,.1934101,.1934681,.1985647,.1935527,.1933106,.193516,.1982394,.19397,.1934195,.1933321,.2016197,.193471,.1936236,.1980478,.1994711,.1941588,.196091,.1933375,.1937615
353,.1932521,.1965783,.1937619,.1933516,.1933072,.1981571,.1934969,.1934503,.1932907,.1970964,.1936356,.1934104,.1934423,.2020331,.1935396,.1936254,.1964671,.1995043,.1939036,.1954545,.1932791,.1932977
354,.1934258,.1980247,.1936123,.193318,.1932641,.1978053,.193376,.1932097,.1934717,.1978264,.1936245,.1934021,.1933188,.2005428,.1934447,.1937316,.196198,.1999535,.1934827,.1962409,.1931027,.193521
355,.1936074,.198156,.1933028,.1933167,.1935683,.1974655,.1931655,.1930597,.1934011,.1976344,.1938282,.1929803,.1933233,.2017975,.1931386,.1933458,.1978514,.1992002,.1932459,.1963964,.193279,.193602
356,.1935997,.1973885,.1934624,.1934764,.1928825,.1983718,.1933828,.1932227,.1934024,.1991831,.193211,.193216,.193616,.2006881,.1935394,.1940049,.1975657,.1997135,.1935829,.195705,.1933264,.1935561
357,.1937304,.197069,.193749,.1932969,.1935503,.1972758,.1935848,.1930118,.1936645,.1972773,.1934123,.1931588,.1939283,.2001216,.1937784,.1935711,.199036,.1997984,.1941126,.1957629,.1933364,.1931572
358,.1935193,.1969054,.1937298,.1934448,.1932622,.1976953,.1934679,.1931354,.1931254,.1995256,.1932546,.193243,.19373,.2001743,.1935772,.1938575,.1974143,.2000218,.1940941,.1958535,.193166,.1934839
359,.1933147,.1971388,.193705,.193689,.193109,.1973276,.193298,.1933959,.1935808,.1971037,.1931091,.1935284,.1935809,.2015536,.1936997,.1936053,.197779,.1989412,.1936766,.1961112,.1932265,.1936313
360,.1933974,.1992543,.1935333,.1935033,.1932712,.1981924,.1932933,.1933563,.193473,.1990374,.193444,.1932224,.1934882,.2020625,.1933586,.1936752,.1978312,.1997885,.1936658,.1957549,.1932738,.1931979
361,.1932204,.1968867,.1933705,.1933841,.1930363,.197761,.1931331,.1930841,.1932445,.1967281,.1935656,.1932018,.1934795,.2023675,.1934874,.1936356,.1968733,.1990827,.193961,.1961158,.1928817,.1947991
362,.1934342,.1964095,.193257,.1931048,.1932487,.1980491,.1933806,.1929284,.1930066,.1975447,.1942256,.1930417,.1933146,.2020835,.1934521,.1935761,.1959546,.1997535,.1930751,.1954724,.1929169,.1940441
363,.1934819,.1965212,.1932277,.1935052,.1929809,.1970579,.1929211,.1933037,.1931588,.1969492,.1932871,.1931447,.1932409,.2021683,.1931064,.1934769,.1991922,.1993261,.1939607,.19665,.1929989,.1933239
364,.1936948,.1979445,.193276,.193706,.193484,.1979439,.1931349,.1933147,.1931995,.1969155,.1932525,.1932835,.1934619,.2013297,.1936139,.1936221,.1975014,.1985245,.193395,.195925,.1934659,.1933151
365,.1934305,.1977227,.1934797,.1932247,.1934871,.19826,.1933836,.1931724,.1934413,.1978475,.1935538,.1933246,.1932446,.2017984,.1933458,.1937971,.1975871,.1998172,.1937333,.1958041,.1927419,.1934846
366,.1930865,.1966295,.1937104,.1930667,.1930486,.198098,.1934901,.1932202,.193624,.1971976,.1931385,.1932495,.1931852,.2014039,.193372,.193568,.1964288,.20002,.1938007,.1958893,.1933166,.1933984
367,.1936954,.1984238,.1936986,.1936533,.1934897,.197823,.1938277,.1934536,.1935399,.2010034,.193914,.1933685,.193824,.2017866,.1939462,.1939474,.1971122,.1999876,.194044,.1953055,.1930507,.1933635
368,.1935611,.1976304,.1937185,.1934133,.1933057,.1972573,.1932766,.1932858,.1932445,.1969071,.1930631,.1935132,.1935158,.2006644,.1933846,.1936096,.1970322,.1991761,.1939121,.1954559,.1928707,.1932723
369,.1933444,.1965601,.1935206,.1935327,.193257,.197832,.1931329,.1932969,.1933686,.1965946,.1935705,.1932499,.1934045,.2020729,.1931963,.1935077,.1964122,.1994376,.1942574,.1953935,.1929701,.1930516
370,.1935559,.1986955,.193532,.1933942,.1934568,.1978824,.1934295,.1934331,.1931374,.1979471,.1933981,.1935481,.1933613,.2011645,.1935693,.1936893,.1979157,.1991777,.1933388,.1961676,.1934361,.1932257
371,.1933994,.1980167,.1935734,.1935086,.1932123,.1979716,.1933435,.1935221,.1933313,.1987031,.1933746,.1934868,.193493,.2008387,.1936128,.1938401,.1976875,.1994577,.1934171,.1962015,.1932662,.1932373
372,.193494,.1968468,.1933973,.1931796,.1932079,.1981027,.1931141,.1932444,.1936554,.1972725,.1937191,.1933149,.1934709,.2006959,.193379,.1935088,.1966356,.1995464,.193574,.1965831,.1932772,.1934115
373,.1939618,.1983594,.1937087,.1936547,.1936437,.1971251,.1937555,.1931925,.1933382,.1968138,.1937171,.1934145,.1936945,.2016798,.1936102,.1935508,.1976623,.1996426,.1937519,.1952702,.1932466,.1939254
374,.1934506,.1977695,.1934393,.193372,.1933022,.197999,.193244,.193393,.1934351,.1999169,.193714,.193405,.1936169,.2016021,.1935816,.1936516,.1976934,.1995953,.1942359,.1952957,.1930892,.1933862
375,.1935723,.1973255,.1934985,.1933752,.1930918,.1985458,.1933783,.1931225,.1936857,.1990674,.1937836,.192996,.1932956,.2015674,.1935717,.1936583,.198534,.1995566,.1939149,.1954924,.1932276,.193261
376,.1935023,.1982958,.193438,.1932911,.193377,.1977975,.1932285,.1931656,.1933202,.1981318,.1936986,.1935522,.1932574,.2021456,.193405,.193465,.196731,.199014,.1936288,.1957011,.1930474,.1935837
377,.19337,.1979281,.193076,.1933247,.1932137,.1972058,.1933116,.1932576,.1933712,.1963937,.1931768,.193311,.193352,.201967,.1933873,.1934431,.197312,.1989808,.1936303,.1962516,.193041,.1932416
378,.1936112,.1980866,.1934624,.1933026,.193321,.1971098,.1932323,.1931286,.1934098,.1969785,.1935593,.1932794,.1935927,.2019312,.1937447,.1935389,.1966286,.1997363,.1941117,.1954415,.1931555,.1936901
379,.1932142,.1972321,.1932433,.193412,.193389,.1978731,.1931663,.1931212,.19309,.1969309,.1933291,.1932945,.1933067,.2015344,.1932277,.1936516,.1968609,.1994522,.1935354,.1960349,.1932146,.1933953
380,.1935675,.1968009,.1933023,.1936843,.1936349,.197546,.1934997,.1934371,.1931526,.1973428,.1933203,.1936414,.193403,.2008614,.1933689,.1936146,.1963508,.1995695,.1941092,.1958051,.1929376,.1931161
381,.1933672,.1965256,.1933499,.1933007,.1934025,.1972526,.193373,.1931652,.1934421,.1968548,.193599,.1933268,.1935377,.2008751,.193673,.193554,.1962782,.199021,.1937459,.1959517,.1930615,.1930565
382,.1933647,.1988019,.1935784,.1935444,.1933104,.1985495,.1933077,.1933188,.1930732,.1980045,.1934341,.1932791,.1932888,.2013665,.1933793,.1935148,.1970451,.1995968,.1940255,.1957256,.1939439,.1935612
383,.1933391,.1976181,.1939885,.1931936,.1931243,.1968605,.1931375,.1932322,.1936081,.1968396,.193476,.193318,.1933025,.2015264,.1935123,.1934791,.1972371,.1993271,.1939069,.1954906,.1935044,.193767
384,.1937293,.1980437,.1937601,.1934707,.1933447,.1968646,.1934622,.1933241,.1933952,.1983697,.1935052,.1933729,.1933236,.2019219,.1934741,.1936646,.1968607,.1998873,.1942195,.1956599,.1929737,.1932151
385,.1934631,.1975261,.1937314,.1933241,.1934247,.1978269,.19337,.1931715,.1939559,.1965669,.193681,.1931663,.193686,.2023396,.193606,.1936744,.1981684,.1998502,.1938087,.1954773,.19332,.1935124
386,.1938848,.1983372,.1937789,.1936978,.1936536,.1974305,.1937192,.1935849,.1933777,.1966368,.1935923,.1934647,.1935814,.2008248,.1935114,.1936571,.195997,.199214,.1935178,.1956133,.193267,.1934589
387,.1935028,.1980599,.1933336,.1934193,.1932731,.1979031,.1933213,.1934231,.1933948,.1987418,.1933721,.1934173,.1937355,.2020738,.193715,.1937328,.1978728,.1997625,.1937176,.1959416,.1933332,.1930649
388,.1931564,.1978526,.1934494,.1934452,.1934076,.1980422,.1933222,.1934016,.1931634,.196994,.1931689,.1935634,.1938372,.2018996,.19367,.1938776,.1970329,.1999454,.1946484,.1957028,.1934855,.1940158
389,.1931213,.1974741,.1933887,.1932237,.1932192,.1977575,.1932713,.1932701,.1932747,.1983767,.1929732,.1935322,.1935969,.2023702,.1935637,.1937107,.1970757,.1997284,.1934747,.1961572,.193192,.1932942
390,.1938876,.1969984,.1936283,.1934173,.1933349,.1978607,.1938505,.1932049,.1931354,.1977475,.1934179,.1933753,.1933355,.2020571,.1933678,.1939877,.1973201,.1990116,.1939703,.1955734,.1929897,.1929701
391,.193317,.1979845,.193551,.193519,.1934243,.1984084,.1935897,.193313,.1934607,.1972029,.1938785,.1937429,.1937311,.2009231,.1938283,.1937945,.1984277,.2000274,.1938626,.1952463,.1933895,.1932042
392,.1930985,.1969627,.193155,.1931349,.193085,.1979177,.193061,.1931797,.1931051,.1971261,.1931628,.1933224,.1933618,.2027284,.1932457,.1936848,.196801,.1993413,.1934529,.1960085,.1932481,.1937035
393,.193813,.1962845,.1932734,.1933374,.1932811,.1978371,.1931733,.1933281,.1933045,.1970696,.1935955,.1933111,.1933088,.2013368,.1933403,.1935853,.1970319,.1996493,.1939051,.1956986,.1933584,.1933303
394,.1934502,.1990739,.1933864,.1937882,.1933498,.1976621,.1934908,.1934743,.1933283,.1972519,.1934229,.1936659,.1936563,.2006436,.1935483,.1938677,.1967943,.1995519,.1943941,.1957679,.1932896,.1932288
395,.1935758,.1976121,.1936837,.193294,.1933663,.1970924,.1933692,.1932555,.193444,.1994841,.1935472,.1932376,.193549,.2006218,.1940017,.1936747,.1981071,.1991675,.1936832,.1957822,.1930041,.1932901
396,.1935713,.1971112,.1939979,.1933258,.1934035,.197754,.1939456,.1932376,.1933468,.196578,.1936293,.1933278,.1937256,.200996,.193636,.193889,.1975988,.199367,.1937436,.1954252,.1936697,.1935508
397,.1936783,.1987736,.1936581,.1933385,.193542,.1980396,.1933772,.1931006,.1936361,.1975274,.1936288,.1932543,.1934761,.2017358,.1934692,.1934278,.1970613,.1996175,.1941002,.1953857,.1933054,.1939628
398,.1935797,.1973811,.193703,.1934191,.1932674,.1978954,.1935438,.1931539,.1936022,.1964826,.1936507,.1933702,.1932262,.2012598,.1933618,.1935466,.1983028,.19986,.1938006,.1956729,.1936552,.1936035
399,.1934777,.1978523,.1932653,.1932946,.1932633,.1975014,.1933118,.1932537,.1932482,.1965494,.1933142,.1934526,.1933434,.200271,.1935053,.1935944,.1969851,.1989215,.1939173,.1955068,.1933873,.1933929
400,.1940169,.1968331,.1935124,.1932796,.1935164,.1976829,.1935149,.1933196,.1931603,.1973593,.1935283,.19319,.1934521,.2006143,.1936038,.1935412,.1970534,.1987438,.1938387,.1957762,.1931338,.193394
401,.1935965,.1972971,.1939483,.1936803,.1934697,.1971945,.193259,.1935379,.19355,.1964116,.1936649,.1935556,.1935778,.2012746,.1936633,.1937685,.1984993,.1988888,.1944695,.1963449,.1932005,.1934433
402,.1936983,.1980692,.1936757,.1933166,.1932685,.1979199,.1933548,.1932896,.1933871,.1967355,.193344,.1934433,.1934496,.2011855,.1936216,.1935933,.1973266,.199528,.193626,.1958193,.1931625,.1933993
403,.1933573,.1981534,.1934043,.193212,.1933153,.1981343,.1934274,.1932686,.1935398,.198455,.1933592,.1931925,.1935115,.201523,.1936533,.1935873,.1979398,.1996302,.1938776,.1958591,.1933686,.1943665
404,.1933936,.1976564,.1934968,.1932835,.1930357,.1976924,.1935168,.1932214,.1933677,.1975302,.1936381,.1930187,.193677,.2023765,.1936372,.1935932,.197686,.1996473,.1941729,.1950542,.1928774,.1932437
405,.1934226,.196979,.1937561,.1934511,.1934043,.1975262,.1933879,.1935806,.1934612,.1973084,.1934177,.1934802,.1935452,.2017965,.1936105,.19368,.1972009,.1993959,.1942018,.1957998,.1931521,.1935533
406,.1932222,.196837,.1935833,.1933065,.1932319,.1980545,.1933844,.1932799,.1931622,.1981191,.1935965,.193597,.1935573,.2014979,.1933798,.1934255,.1979416,.1991801,.1935123,.1956267,.1937486,.1930855
407,.193785,.1972613,.1934374,.1933321,.19335,.1971483,.1933532,.1932546,.1933471,.1985478,.1934938,.1930506,.1934483,.2002686,.1935292,.1934482,.1971948,.1996326,.1940333,.1962195,.1930856,.1940909
408,.1934768,.1976247,.1933227,.1933071,.1934504,.1972809,.1931935,.193141,.1935199,.1969421,.1939839,.1932928,.1934011,.2007941,.1935009,.193369,.1973675,.1991076,.1938358,.196297,.1930071,.1931334
409,.193128,.197251,.1934354,.1934123,.1932196,.1978296,.1932582,.193216,.1932283,.1961768,.1935199,.1933851,.1936745,.2012513,.193486,.1935879,.1986265,.1997886,.1943494,.1957881,.1928372,.1931793
410,.1935468,.1976294,.1935899,.1935028,.1933637,.1980064,.1933848,.1931405,.1930678,.1970411,.1934061,.1933741,.193532,.2017564,.193534,.1935598,.1971538,.2000076,.1940623,.1959406,.1936988,.1929377
411,.1932957,.1980146,.1932143,.1932402,.1930262,.1978796,.1932497,.1934591,.1933332,.1985948,.1937141,.1930892,.1936204,.2010753,.1933957,.1935582,.1974203,.1992292,.1938744,.195647,.1929104,.1932999
412,.193344,.1972652,.1933994,.1933644,.1932522,.1980061,.1932497,.1935243,.1934674,.1963658,.1936874,.193411,.1934495,.2012396,.1932888,.1936878,.1967072,.1988896,.1934766,.1961752,.1932076,.1936036
413,.1933153,.1987673,.193494,.1933583,.1933428,.1982373,.1933638,.1934114,.1934604,.1987682,.1940828,.1932004,.1934109,.2019077,.1933993,.1938068,.197183,.1996114,.1937565,.1960496,.1935765,.1935699
414,.1935229,.1971081,.1935149,.1932964,.1933954,.1983255,.1932783,.1932868,.1934132,.1969416,.1938618,.1932616,.1936937,.2014366,.1935814,.1936734,.1972649,.1987011,.1938572,.1954599,.1933153,.1937395
415,.1932227,.1960078,.1934941,.1932785,.193318,.1969247,.1933401,.193206,.1933191,.1958229,.1931256,.1931602,.1937142,.2017827,.1935324,.1935403,.197045,.1989827,.1938448,.1955595,.193004,.1935127
416,.1939527,.1986157,.1940212,.1932226,.1936381,.1980145,.1935481,.1934432,.1942874,.1986219,.1939979,.1931588,.1935124,.2012578,.1934556,.1932813,.1985497,.1996968,.1947446,.1959413,.1940153,.193519
417,.193429,.197284,.1936158,.1935189,.1932094,.1971123,.1936278,.1933473,.1932726,.1971564,.192936,.1936066,.1936787,.2013401,.193632,.1937761,.1974788,.1994224,.1939811,.1961169,.1935708,.1936054
418,.193846,.197378,.1931144,.1933305,.1932413,.1972369,.1931111,.1933902,.1933404,.1970422,.1933122,.1933058,.1934723,.2019137,.1934843,.1935477,.1964896,.1988449,.1936906,.1953533,.19307,.1938211
419,.1933711,.1977063,.1936625,.1932062,.1935313,.1974926,.1934122,.193547,.1935539,.1972518,.193812,.1934704,.1940619,.2022873,.1936965,.1937629,.1970424,.1989459,.1943126,.1955993,.1936065,.193969
420,.1937023,.1970492,.1933438,.1932639,.1931475,.1975491,.1934073,.1931725,.1934581,.1967754,.1935257,.193349,.1934346,.2017656,.1934259,.1934954,.1969456,.1996056,.1939593,.1960353,.1934393,.1933507
421,.1934906,.1978716,.193475,.1934928,.1933826,.197826,.1935565,.1932423,.1936828,.1977663,.1934479,.193378,.1932969,.2011311,.1934353,.1934879,.1989336,.199807,.194012,.1957942,.1930903,.1935345
422,.1933844,.197879,.1932919,.193173,.1931327,.1974943,.1935569,.1931707,.1934074,.1978552,.1934409,.1932243,.1933871,.2020528,.1935516,.1935776,.198522,.1994288,.1942771,.1957416,.1931967,.1931497
423,.1937212,.1979346,.194065,.1932666,.1935041,.197971,.1934572,.1934868,.1942158,.1992845,.1940547,.1934019,.1934943,.2003735,.1934026,.1937461,.1974188,.199186,.193617,.1957496,.193356,.1934396
424,.1936668,.1979434,.1936199,.1934832,.1935214,.1977951,.1931954,.1932616,.193371,.1981412,.1934823,.1931826,.1934219,.2016253,.1936083,.1935852,.1990647,.1997617,.1935347,.1964623,.1937011,.1934233
425,.193422,.1976289,.1936011,.1932093,.1936071,.1975457,.1932612,.1931603,.1941279,.1973988,.1933795,.1933651,.1936692,.2013901,.193494,.1936785,.197113,.1994343,.1941411,.1963,.1930633,.1933578
426,.1932874,.19823,.1936592,.1934656,.1934213,.197844,.1939335,.1933246,.1931942,.1974408,.1936836,.193384,.1932219,.201667,.1938662,.1936908,.1972055,.1994902,.1941482,.1963623,.1933332,.1931157
427,.1936501,.1975217,.1933896,.1933903,.1935969,.197771,.1933819,.1934313,.193599,.1972291,.1940982,.1934398,.1935028,.2012313,.1935868,.1936155,.1984106,.1998901,.193553,.1963634,.1932304,.1933721
428,.1932623,.1979128,.1932111,.1932736,.1930702,.1975279,.1930775,.193088,.1931884,.1970899,.1930685,.1931249,.1932433,.2011832,.1933381,.1934313,.1982058,.1999194,.1941795,.1964767,.1929603,.1931371
429,.1935056,.1972117,.1935123,.1930903,.1937137,.1974367,.1934625,.1932871,.1936404,.1977039,.1939551,.1934582,.1934217,.2017759,.1934958,.1935211,.199045,.1990995,.1944704,.1964264,.1929798,.1932489
430,.1938473,.1978454,.193785,.193258,.1934848,.1974349,.1935309,.1935127,.1940133,.1975086,.1938,.1933393,.1935899,.2015326,.193671,.1934513,.1979873,.1998739,.1937919,.1963118,.1929289,.1930739
431,.193258,.1976499,.1935018,.1934031,.1931209,.197739,.1931761,.1930056,.1932798,.1969116,.1933094,.1930843,.193463,.2002171,.1934397,.193608,.1963029,.1986826,.193585,.1954659,.1931075,.1931423
432,.1932635,.1973857,.1933527,.1933999,.193164,.1972072,.1930767,.1931957,.1935514,.1980217,.1930297,.1933563,.1935,.200515,.193683,.1939429,.1960744,.1996172,.1936203,.1956761,.1931379,.1929333
433,.1936939,.1980233,.193501,.1934782,.1934738,.197999,.1936459,.1934253,.1932438,.197431,.1936769,.1933637,.1935799,.2018059,.1935485,.1939373,.1984037,.1998204,.1936969,.1967788,.1932511,.1932974
434,.1930777,.1960651,.1932998,.193286,.1930705,.1969096,.1934854,.1932541,.1931552,.1960301,.1935734,.1932889,.1934228,.2010333,.1933311,.1934784,.196788,.1997004,.1937589,.1955775,.193114,.193297
435,.1934904,.1977305,.1935047,.1935233,.1935376,.1977906,.1934177,.1935067,.1931154,.1970238,.1934911,.1935382,.1939616,.2021099,.1936486,.1938724,.1960451,.1995913,.1941755,.1956827,.1932851,.1933196
436,.1930544,.1978786,.1932308,.1932654,.1931557,.1972053,.1933225,.1930631,.193595,.1969748,.1934629,.1932251,.1934971,.200605,.1935533,.1934603,.196881,.1996264,.1938989,.195632,.1930344,.1938367
437,.1935054,.1970399,.1934413,.1931389,.1932467,.197298,.193646,.1930663,.1932994,.1965396,.1936834,.1935865,.193605,.2014764,.1937534,.1937511,.197515,.1993341,.1943146,.1955769,.1930845,.1935329
438,.1934619,.1986293,.1937001,.1931549,.1932891,.1966483,.1936409,.1931818,.1937957,.1978542,.1934471,.1934699,.1934218,.2019485,.1933283,.193517,.1965943,.1982415,.1936504,.1955223,.193618,.1935668
439,.1929268,.1975324,.1935232,.1931722,.192945,.1983671,.1935307,.1931658,.1932682,.1966359,.1937794,.1930697,.1934726,.200424,.1934474,.1934073,.1974315,.198882,.1939791,.1969555,.1934841,.1929371
440,.193546,.1962904,.1936359,.1931713,.193791,.1970512,.1937498,.1933276,.1938383,.1967759,.1935594,.1933429,.1937315,.2004853,.1934735,.1935763,.1972293,.1989098,.1941263,.1964476,.1933441,.1938333
441,.1930465,.1977845,.1931823,.1932129,.1932018,.1973453,.1930506,.1932644,.1930148,.198483,.1927751,.1933719,.1933133,.200051,.1931764,.1934983,.1966484,.199271,.1939236,.1963027,.1929339,.1937047
442,.1935674,.1976001,.1937981,.1935091,.1935348,.1970682,.1934054,.1935208,.1933081,.1973113,.1937851,.1933295,.1935652,.2007958,.193707,.1935062,.1973682,.1988951,.1936331,.1963951,.1931482,.1939098
443,.1935154,.1983929,.193656,.1931727,.1936374,.1977157,.1935283,.193078,.1934207,.1977299,.1936421,.1931289,.1939471,.2012237,.1934443,.1935289,.1983633,.199822,.1939474,.1962133,.1940065,.1933818
444,.1934372,.1981412,.1933064,.1931242,.1931465,.1980828,.1932995,.1931879,.193425,.1977109,.1934396,.1931282,.1935707,.2021599,.1935376,.1937073,.1961756,.1987721,.1937683,.1962203,.1929866,.1937296
