MiMun,census_hhsize,census_age_hh,census_male_hh,census_piped_water,census_no_piped_water,census_no_sewage,census_sewage_pub,census_sewage_priv,census_electricity,census_telephone,census_cellphone,census_internet,census_automobile,census_computer,census_washmachine,census_fridge,census_television,census_share_under15,census_share_elderly,census_share_adult,census_max_tertiary,census_max_secondary,census_share_female,gis_arvimin,gis_arvimax,gis_arvimean,gis_arvisum,gis_arvistddev,gis_baeimin,gis_baeimax,gis_baeimean,gis_baeisum,gis_baeistddev,gis_bimin,gis_bimax,gis_bimean,gis_bisum,gis_bistddev,gis_brbamin,gis_brbamax,gis_brbamean,gis_brbasum,gis_brbastddev,gis_bumin,gis_bumax,gis_bumean,gis_busum,gis_bustddev,gis_evimin,gis_evimax,gis_evimean,gis_evisum,gis_evistddev,gis_ibimin,gis_ibimax,gis_ibimean,gis_ibisum,gis_ibistddev,gis_mndwimin,gis_mndwimax,gis_mndwimean,gis_mndwisum,gis_mndwistddev,gis_nbaimin,gis_nbaimax,gis_nbaimean,gis_nbaisum,gis_nbaistddev,gis_nbimin,gis_nbimax,gis_nbimean,gis_nbisum,gis_nbistddev,gis_ndbimin,gis_ndbimax,gis_ndbimean,gis_ndbisum,gis_ndbistddev,gis_ndvimin,gis_ndvimax,gis_ndvimean,gis_ndvisum,gis_ndvistddev,gis_ndwimin,gis_ndwimax,gis_ndwimean,gis_ndwisum,gis_ndwistddev,gis_srmin,gis_srmax,gis_srmean,gis_srsum,gis_srstddev,gis_uimin,gis_uimax,gis_uimean,gis_uisum,gis_uistddev,gis_ndsimin,gis_ndsimax,gis_ndsimean,gis_ndsisum,gis_ndsistddev,gis_varimin,gis_varimax,gis_varimean,gis_varisum,gis_varistddev,gis_savimin,gis_savimax,gis_savimean,gis_savisum,gis_savistddev,gis_osavimin,gis_osavimax,gis_osavimean,gis_osavisum,gis_osavistddev,gis_ndmimin,gis_ndmimax,gis_ndmimean,gis_ndmisum,gis_ndmistddev,gis_mdeamin,gis_mdeamax,gis_mdeamean,gis_mdeasum,gis_mdeastddev,gis_mdepmin,gis_mdepmax,gis_mdepmean,gis_mdepsum,gis_mdepstddev
1011001,-.392701828338282,-.6562645319717513,-.3279818431877129,.7137187078235835,-.7039148615820697,-.776471302010416,1.316922819836759,-1.308357112294929,.7213023578352077,1.453610498290577,1.126496541477889,1.927698769758154,,2.10264501787592,1.270687016713412,.9971500291058751,.8069984567129942,-.2792511307146695,-.9771459453728994,.9630929528872363,1.671049673006152,-.9003049062857668,.2881561051205086,-.6000000238418579,.8410000205039978,.2000000029802322,262373.0625,.1330000013113022,.125,1.090000033378601,.3120000064373016,408246.96875,.0560000017285347,-.4379999935626984,1.128999948501587,.1070000007748604,140219.6875,.0780000016093254,.1650000065565109,9.545000076293945,.4390000104904175,574498.4375,.1780000030994415,-1.350000023841858,.5009999871253967,-.2840000092983246,-372321.6875,.1850000023841858,-900,160,.7919999957084656,1036534,.9639999866485596,-.7379999756813049,.3799999952316284,.0570000000298023,74493.296875,.0750000029802322,-.703000009059906,.8420000076293945,-.4580000042915344,-599033.5625,.1000000014901161,.9869999885559082,1,.996999979019165,1305178,.0010000000474975,-2.921999931335449,3.276000022888184,-.6529999971389771,-854339.875,.1829999983310699,-.7940000295639038,.5809999704360962,.061999998986721,80671.6875,.0949999988079071,-.5709999799728394,.8550000190734863,.3459999859333038,452993.375,.1169999986886978,-.7839999794960022,.6370000243186951,-.4070000052452087,-532639.3125,.0970000028610229,.2730000019073486,12.7810001373291,2.190999984741211,2868247,.8309999704360962,-.8330000042915344,.3370000123977661,-.0939999967813492,-123595.03125,.1180000007152557,-.703000009059906,.8420000076293945,-.4580000042915344,-599033.5625,.1000000014901161,-.414000004529953,.609000027179718,-.1019999980926514,-133987.75,.061999998986721,-.8560000061988831,1.281999945640564,.5189999938011169,679390.375,.1759999990463257,-.5709999799728394,.8550000190734863,.3459999859333038,452972.125,.1169999986886978,-.5809999704360962,.7940000295639038,-.061999998986721,-80671.6875,.0949999988079071,1761,2446,1927.703002929688,2523386033,78.072998046875,0,67.25399780273438,3.352999925613403,4388541.5,4.078000068664551
1011002,1.161866749329872,-.7510268771480956,.6937762814391182,.6873391865989313,-.6839184821898561,-.4449647986834466,.9838534782788622,-.9812920279573977,.4192485057913966,-.3709845344388358,.23268429863357,-.3513768787799507,,-.0440903604296159,.9176931807140194,.5431194765962734,.6740233232297784,1.255473796743408,-1.052352908147137,-.6804370245887337,-.563563286713451,1.957028108693946,-.0164834667688848,-.5329999923706055,.8299999833106995,.1599999964237213,97544.1796875,.1230000033974648,.1500000059604645,.9700000286102295,.3219999969005585,196437.046875,.0419999994337559,-.5289999842643738,.5709999799728394,.1260000020265579,76593.7265625,.0740000009536743,.1729999929666519,6.85099983215332,.4460000097751617,272113.71875,.1739999949932098,-1.434000015258789,.6150000095367432,-.2509999871253967,-152884.28125,.1739999949932098,-16.43199920654297,130.6900024414063,.6779999732971191,413689.375,.3459999859333038,-.5680000185966492,.4329999983310699,.0710000023245811,43327.609375,.0689999982714653,-.734000027179718,.7580000162124634,-.4670000076293945,-284810.21875,.0710000023245811,.9890000224113464,1,.996999979019165,608367.375,.0010000000474975,-4.236999988555908,2.32699990272522,-.6539999842643738,-399237.09375,.1420000046491623,-.6449999809265137,.6740000247955322,.0729999989271164,44596.4375,.0869999974966049,-.4650000035762787,.843999981880188,.3240000009536743,197480.71875,.1019999980926514,-.7609999775886536,.5630000233650208,-.4059999883174896,-247838.359375,.0759999975562096,.3650000095367432,11.83899974822998,2.053999900817871,1252902.5,.7039999961853027,-.8029999732971191,.2370000034570694,-.0719999969005585,-44148.33984375,.1120000034570694,-.734000027179718,.7580000162124634,-.4670000076293945,-284810.21875,.0710000023245811,-.3070000112056732,.3569999933242798,-.135000005364418,-82054.34375,.061999998986721,-.6970000267028809,1.266000032424927,.4860000014305115,296180.5625,.1529999971389771,-.4650000035762787,.843999981880188,.3240000009536743,197472.078125,.1019999980926514,-.6740000247955322,.6449999809265137,-.0729999989271164,-44596.4375,.0869999974966049,1940,2659,2068.64111328125,1261883710,79.38099670410156,0,43.26599884033203,2.79200005531311,1703281.75,4.035999774932861
1011003,.2495737559574535,.0228985381015501,.3269063455550668,.7099106480386866,-.6984217855663247,-.7648159777101328,1.191863659514369,-1.181483735042816,.5974334093151122,1.125932475479164,.3401272228097604,.2091821249355513,,.26318577627282,1.262338496832791,.9487456463284948,.7801693293285826,.3504742620044626,.0126776183747569,-.4091475791740963,-.5741971646402616,1.066273216816974,-.1370855787312418,-.6819999814033508,.8090000152587891,.3379999995231628,349975.84375,.1309999972581863,.1550000011920929,1.065000057220459,.2720000147819519,282113.90625,.0439999997615814,-.4289999902248383,.2549999952316284,.0469999983906746,49054.6875,.0790000036358833,.1899999976158142,11.29899978637695,.3680000007152557,381795.78125,.1599999964237213,-1.320000052452087,.2370000034570694,-.4720000028610229,-489550.09375,.1850000023841858,-750,580,1.098000049591064,1138104.125,1.325999975204468,-.6869999766349792,.1949999928474426,.0049999998882413,5377.47509765625,.0689999982714653,-.6420000195503235,.8109999895095825,-.503000020980835,-521547.71875,.0700000002980232,.9580000042915344,1,.9950000047683716,1031608.5625,.0020000000949949,-1.187999963760376,3.187999963760376,-.6359999775886536,-658794.25,.1400000005960464,-.753000020980835,.261000007390976,-.0040000001899898,-4483.56787109375,.0890000015497208,-.5699999928474426,.843999981880188,.4679999947547913,485066.53125,.1099999994039536,-.7940000295639038,.5410000085830688,-.5040000081062317,-522234.5,.0860000029206276,.2739999890327454,11.84799957275391,2.936000108718872,3042941.25,.9070000052452087,-.8090000152587891,.239999994635582,-.2070000022649765,-214766.515625,.1169999986886978,-.6420000195503235,.8109999895095825,-.503000020980835,-521547.71875,.0700000002980232,-.3379999995231628,.3709999918937683,-.0640000030398369,-66607.9453125,.0579999983310699,-.8539999723434448,1.266000032424927,.7020000219345093,727472.625,.1650000065565109,-.5699999928474426,.843999981880188,.4679999947547913,485039.40625,.1099999994039536,-.261000007390976,.753000020980835,.0040000001899898,4483.56787109375,.0890000015497208,1528,2871,2030.389038085938,2104185087,272.9410095214844,0,57.58499908447266,12.2810001373291,12727098,8.961000442504883
1011004,1.390541849639379,-.2848923374160771,1.052508905919505,.7607509899362581,-.7627972159879461,-.7013592271511998,1.323614117293723,-1.317741017145368,.5914731956503892,-.4587858737969503,.410749433165999,-.493854349755018,,-.0760244744165479,.9035072893248322,.6937135147164506,.7294459938860011,1.186828662520147,-.8783453605578451,-.7242300742493207,-.0833517598405191,1.779648780145637,.1715554858505949,-.3479999899864197,.7799999713897705,.1840000003576279,26554.283203125,.1129999980330467,.1659999936819077,.8849999904632568,.3160000145435333,45612.40234375,.0350000001490116,-.3059999942779541,.239999994635582,.1129999980330467,16305.095703125,.068000003695488,.2199999988079071,2.75,.4320000112056732,62239.48046875,.0740000009536743,-1.16100001335144,.1459999978542328,-.2879999876022339,-41489.23828125,.1650000065565109,-1.406000018119812,3.151999950408936,.7239999771118164,104370.9453125,.2639999985694885,-.4749999940395355,.1899999976158142,.0599999986588955,8630.0302734375,.061999998986721,-.6259999871253967,.4259999990463257,-.4720000028610229,-68116.8046875,.0480000004172325,.9909999966621399,1,.996999979019165,143772.515625,.0010000000474975,-1.047999978065491,.9110000133514404,-.6449999809265137,-92994.3671875,.1080000028014183,-.5590000152587891,.2360000014305115,.0590000003576279,8439.2021484375,.0780000016093254,-.2259999960660934,.8090000152587891,.3459999859333038,49928.44140625,.0949999988079071,-.734000027179718,.2329999953508377,-.4239999949932098,-61099.25390625,.0710000023245811,.6309999823570251,9.489999771118164,2.151999950408936,310213.0625,.6809999942779541,-.6830000281333923,.2080000042915344,-.090999998152256,-13180.814453125,.1030000001192093,-.6259999871253967,.4259999990463257,-.4720000028610229,-68116.8046875,.0480000004172325,-.300000011920929,.3740000128746033,-.1289999932050705,-18546.498046875,.0570000000298023,-.3389999866485596,1.21399998664856,.5189999938011169,74882.6015625,.1420000046491623,-.2259999960660934,.8090000152587891,.3459999859333038,49926.29296875,.0949999988079071,-.2360000014305115,.5590000152587891,-.0590000003576279,-8439.2021484375,.0780000016093254,1930,2357,2024.879028320313,291920800,95.94300079345703,0,45.39199829101563,4.105999946594238,591957.8125,6.629000186920166
1011005,.223971890511507,-1.610634388508141,.8665965015041085,.6951024873512914,-.6894206252598402,-.7693285425262658,1.228630414951294,-1.222643641906964,.6137105677843938,1.160685904059416,1.085524865131889,1.407082386908431,,1.694721261416513,1.231756672875193,.8856312898520382,.7507935712325935,.9239513039433856,-1.555970271030948,.0257213983749813,1.388415518142776,-.8155487295776834,-.1616929690253515,-.6769999861717224,.8180000185966492,.2319999933242798,129987.9765625,.1169999986886978,.1560000032186508,1.021000027656555,.2960000038146973,166378.65625,.046000000089407,-.4269999861717224,.449999988079071,.1040000021457672,58459.5625,.0689999982714653,.2060000002384186,10.28600025177002,.4090000092983246,229681.609375,.1679999977350235,-1.243000030517578,.2879999876022339,-.3199999928474426,-179369.203125,.1630000025033951,-27.52899932861328,24.58300018310547,.8489999771118164,476448.1875,.3030000030994415,-.6529999971389771,.2199999988079071,.0540000014007092,30081.095703125,.0659999996423721,-.871999979019165,.8270000219345093,-.4819999933242798,-270302.125,.0879999995231628,.9850000143051147,1,.996999979019165,559297.9375,.0010000000474975,-1.230000019073486,3.437999963760376,-.6790000200271606,-381128.125,.1630000025033951,-.7239999771118164,.289000004529953,.0579999983310699,32661.35546875,.0850000008940697,-.5839999914169312,.8339999914169312,.3779999911785126,212030.5625,.1019999980926514,-.8479999899864197,.5920000076293945,-.4350000023841858,-244015.578125,.0850000008940697,.2630000114440918,11.07800006866455,2.315000057220459,1298957.625,.6669999957084656,-.7860000133514404,.3019999861717224,-.1099999994039536,-61770.1875,.1049999967217445,-.871999979019165,.8270000219345093,-.4819999933242798,-270302.125,.0879999995231628,-.375,.4230000078678131,-.0979999974370003,-55262.8359375,.0529999993741512,-.8759999871253967,1.251999974250793,.5669999718666077,317996.90625,.1519999951124191,-.5839999914169312,.8339999914169312,.3779999911785126,212020.125,.1019999980926514,-.289000004529953,.7239999771118164,-.0579999983310699,-32661.35546875,.0850000008940697,1830,2685,2035.671020507813,1142302480,129.5690002441406,0,53.4109992980957,7.348000049591064,4123199.25,7.961999893188477
1011006,.7676084531665464,-.9895196999918543,-.0114515660788916,.678937723845893,-.6709583903379628,-.7230297086141687,1.24327419541342,-1.231363749360568,.5214588101789797,.4209619213154945,.7890965904446452,.8383947575425487,,1.227126058709554,1.197455543238225,.8022932607161076,.7598765447721141,1.238506219915162,-1.100593697223072,-.6121146926587437,.7992271226333604,.5271508904700316,.382926833903556,-.5529999732971191,.8199999928474426,.2370000034570694,52022.19140625,.1410000026226044,.1519999951124191,1.14900004863739,.3070000112056732,67490.9453125,.0450000017881393,-.3680000007152557,.2960000038146973,.0810000002384186,17694.9453125,.0890000015497208,.1969999969005585,8.711999893188477,.421999990940094,92829.546875,.1430000066757202,-1.241000056266785,.2549999952316284,-.363999992609024,-79896.109375,.2049999982118607,-3.421000003814697,11.44999980926514,.8560000061988831,188164.1875,.3429999947547913,-.7080000042915344,.2119999974966049,.0309999994933605,6804.1611328125,.0799999982118607,-.718999981880188,.7580000162124634,-.4699999988079071,-103318.375,.0610000006854534,.9879999756813049,.9990000128746033,.996999979019165,219094.28125,.0010000000474975,-1.251999974250793,2.138999938964844,-.6159999966621399,-135338.328125,.1330000013113022,-.7710000276565552,.2930000126361847,.0240000002086163,5190.1240234375,.1000000014901161,-.4230000078678131,.8349999785423279,.3869999945163727,85086.234375,.1159999966621399,-.7559999823570251,.4050000011920929,-.4490000009536743,-98642.8828125,.0850000008940697,.4059999883174896,11.1269998550415,2.427000045776367,533375.6875,.9350000023841858,-.8190000057220459,.3269999921321869,-.136000007390976,-29836.08203125,.1299999952316284,-.718999981880188,.7580000162124634,-.4699999988079071,-103318.375,.0610000006854534,-.2870000004768372,.3459999859333038,-.1030000001192093,-22679.568359375,.0700000002980232,-.6340000033378601,1.251999974250793,.5809999704360962,127611.359375,.1749999970197678,-.4230000078678131,.8349999785423279,.3869999945163727,85082.3984375,.1159999966621399,-.2930000126361847,.7710000276565552,-.0240000002086163,-5190.1240234375,.1000000014901161,1880,2299,1973.969970703125,433813434,104.5749969482422,0,49.23199844360352,3.664999961853027,805393.125,5.642000198364258
1011007,1.352374972264991,-.8881828845105457,.2944170869642787,.6753328065421623,-.6786225687187187,-.6670086029902367,1.239391349228522,-1.236716906755926,.636191253660591,-.0967322471335152,.5394279910153781,.216410592472582,,.5832549318851131,1.018306309502409,.7617205664431607,.7217382823717494,1.450643806816911,-1.356601865518336,-.6847974567616979,.5044407270875622,1.313732200241804,-.0554085673556566,-.4420000016689301,.8090000152587891,.1959999948740005,81946.390625,.1209999993443489,.1519999951124191,.9670000076293945,.3109999895095825,129828.59375,.0399999991059303,-.367000013589859,.2980000078678131,.1110000014305115,46480.74609375,.0769999995827675,.1969999969005585,6.994999885559082,.4259999990463257,177910.46875,.1140000000596046,-1.23800003528595,.2569999992847443,-.2939999997615814,-122705.421875,.1790000051259995,-2775,590,.7450000047683716,311455.96875,4.597000122070313,-.4979999959468842,.2259999960660934,.0590000003576279,24664.326171875,.0700000002980232,-.6679999828338623,.7300000190734863,-.4749999940395355,-198698.8125,.0659999996423721,.9879999756813049,1,.996999979019165,416740.46875,.0010000000474975,-1.360999941825867,1.625,-.6579999923706055,-275025.53125,.1420000046491623,-.5789999961853027,.3089999854564667,.0599999986588955,25027.904296875,.0890000015497208,-.3289999961853027,.8370000123977661,.3529999852180481,147733.328125,.1030000001192093,-.7609999775886536,.4110000133514404,-.4259999990463257,-177976.15625,.0799999982118607,.5049999952316284,11.30399990081787,2.204999923706055,921606.875,.7689999938011169,-.6740000247955322,.2820000052452087,-.0979999974370003,-41099.42578125,.1110000014305115,-.6679999828338623,.7300000190734863,-.4749999940395355,-198698.8125,.0659999996423721,-.363999992609024,.3499999940395355,-.1209999993443489,-50492.89453125,.0599999986588955,-.4930000007152557,1.25600004196167,.5299999713897705,221569.953125,.153999999165535,-.3289999961853027,.8370000123977661,.3529999852180481,147726.921875,.1030000001192093,-.3089999854564667,.5789999961853027,-.0599999986588955,-25027.904296875,.0890000015497208,1897,2501,2067.72802734375,864159562,143.2220001220703,0,52.46200180053711,5.126999855041504,2142653,7.059999942779541
1011008,.9774913593863157,-1.119583742053945,-.6904401574956905,.6361780034624129,-.6247287041985903,-.5603380534035252,1.19123667230862,-1.189018831205033,.3633985980039054,.1035213858313894,.8084642842411005,-.323666707936995,,.3864129746454495,.9008537086983575,.6049829581715129,.5639249469181646,1.665270877793558,-1.031517362561038,-1.140066903504419,.3315689098256648,1.288756197345455,-.0337582606259088,-.6100000143051147,.8119999766349792,.328000009059906,316346.375,.1659999936819077,.1509999930858612,.9860000014305115,.2689999938011169,258818.8125,.0520000010728836,-.386000007390976,.2440000027418137,.0570000000298023,54648.52734375,.0949999988079071,.1889999955892563,9.567999839782715,.3840000033378601,370044.53125,.2989999949932098,-1.284999966621399,.3899999856948853,-.4480000138282776,-431446.8125,.2300000041723251,-195,520,1.093000054359436,1052156.25,1.062000036239624,-.6039999723434448,.1879999935626984,.0149999996647239,14313.1435546875,.0829999968409538,-.6340000033378601,.8059999942779541,-.5059999823570251,-487605.59375,.1439999938011169,.9779999852180481,.9990000128746033,.9950000047683716,958337.625,.0020000000949949,-1.141000032424927,2.638000011444092,-.6499999761581421,-625562.75,.2409999966621399,-.6850000023841858,.25,.0089999996125698,8912.3525390625,.1080000028014183,-.4930000007152557,.843999981880188,.4569999873638153,440359.15625,.1519999951124191,-.7979999780654907,.593999981880188,-.4939999878406525,-476209.09375,.1480000019073486,.3389999866485596,11.78600025177002,2.973999977111816,2863800.5,1.131999969482422,-.7450000047683716,.135000005364418,-.1969999969005585,-189599.015625,.1400000005960464,-.6340000033378601,.8059999942779541,-.5059999823570251,-487605.59375,.1439999938011169,-.2750000059604645,.3950000107288361,-.0659999996423721,-63569.1796875,.0740000009536743,-.7400000095367432,1.264999985694885,.6859999895095825,660426.625,.2280000001192093,-.4930000007152557,.843999981880188,.4569999873638153,440335.25,.1519999951124191,-.25,.6850000023841858,-.0089999996125698,-8912.3525390625,.1080000028014183,1917,3037,2357.0029296875,2269885376,214.1840057373047,0,61.34400177001953,11.53899955749512,11112285,9.227999687194824
1011009,.7989372996184203,-.7618211023301743,1.276361688392129,.7053233493806021,-.6938369483451592,-.6608315925584419,1.180329902333982,-1.176385454926186,.421968431728253,-.6564882385956811,.3064947440238096,-.5006014104412478,,-.2673666191163434,.9823035699363174,.5978190425576524,.6316097795196203,1.304337078405603,-.2574020176637886,-1.24999363369803,-.4111941294740041,1.674552114137725,.0373665089884209,-.4390000104904175,.7979999780654907,.1710000038146973,44001.796875,.1230000033974648,.164000004529953,.949999988079071,.3240000009536743,83527.515625,.0410000011324883,-.3519999980926514,.2560000121593475,.1129999980330467,29174.46484375,.0689999982714653,.2169999927282333,5.189000129699707,.4480000138282776,115483.640625,.0839999988675117,-1.218000054359436,.1780000030994415,-.2689999938011169,-69358.6015625,.1720000058412552,-21.66699981689453,27.3120002746582,.7110000252723694,183227.859375,.3070000112056732,-.4429999887943268,.2090000063180923,.0610000006854534,15657.2666015625,.061999998986721,-.6389999985694885,.6340000033378601,-.4550000131130219,-117424.46875,.0560000017285347,.9919999837875366,1,.996999979019165,257118.4375,.0010000000474975,-1.121999979019165,1.33899998664856,-.628000020980835,-161939.75,.1120000034570694,-.5350000262260437,.25,.0599999986588955,15534.701171875,.0780000016093254,-.2590000033378601,.8190000057220459,.3289999961853027,84893.3046875,.1040000021457672,-.7450000047683716,.3429999947547913,-.4040000140666962,-104261.7578125,.0790000036358833,.5879999995231628,10.07299995422363,2.081000089645386,536555.125,.6869999766349792,-.6679999828338623,.2630000114440918,-.0820000022649765,-21090.73828125,.1040000021457672,-.6389999985694885,.6340000033378601,-.4550000131130219,-117424.46875,.0560000017285347,-.3350000083446503,.4129999876022339,-.1230000033974648,-31833.515625,.0590000003576279,-.3889999985694885,1.228999972343445,.4939999878406525,127321.8203125,.1560000032186508,-.2590000033378601,.8190000057220459,.3289999961853027,84889.4296875,.1040000021457672,-.25,.5350000262260437,-.0599999986588955,-15534.701171875,.0780000016093254,1897,2528,2036.2099609375,524985857,109.1119995117188,0,43.9109992980957,3.591000080108643,925967.9375,4.980000019073486
1011010,.7408716844973945,-.7919857307733579,1.412232644241411,.5652582336079137,-.5538469882299971,-.4248551393081372,.884506596622553,-.8783321349156553,-.0518693187391621,-.8751348526078497,.2623658261579051,-.8007097944846167,,-.312436929498242,.7087603814906498,.3976191416648533,.5715604353215603,1.04907368877714,-.9556416045862081,-.5044056089124979,-.2027477745600497,1.034653263581858,-.5638839531849265,-.4850000143051147,.7770000100135803,.1340000033378601,75636.703125,.0900000035762787,.1589999943971634,1.087000012397766,.3199999928474426,181132.3125,.0379999987781048,-.3260000050067902,.2820000052452087,.1509999930858612,85566.1953125,.0549999997019768,.2070000022649765,10.78699970245361,.4420000016689301,250253.671875,.1800000071525574,-1.133000016212463,.2160000056028366,-.1800000071525574,-101724.4296875,.1319999992847443,-7,9.387999534606934,.6340000033378601,358776.71875,.2199999988079071,-.7910000085830688,.2290000021457672,.0979999974370003,55668.203125,.0579999983310699,-.6110000014305115,.7990000247955322,-.4690000116825104,-265351.53125,.0640000030398369,.9909999966621399,1,.9980000257492065,564406.25,.0010000000474975,-1.302000045776367,1.759999990463257,-.7149999737739563,-404613.0625,.136000007390976,-.828000009059906,.3210000097751617,.1129999980330467,63851.234375,.0729999989271164,-.3689999878406525,.8090000152587891,.2930000126361847,165575.671875,.0759999975562096,-.7319999933242798,.3540000021457672,-.3759999871253967,-212636.75,.0570000000298023,.460999995470047,9.463000297546387,1.870000004768372,1058196,.4280000030994415,-.8759999871253967,.2339999973773956,-.028999999165535,-16594.98828125,.0890000015497208,-.6110000014305115,.7990000247955322,-.4690000116825104,-265351.53125,.0640000030398369,-.3129999935626984,.3019999861717224,-.1369999945163727,-77617.9375,.0439999997615814,-.5540000200271606,1.213000059127808,.4390000104904175,248330.734375,.1140000000596046,-.3689999878406525,.8090000152587891,.2930000126361847,165568.671875,.0759999975562096,-.3210000097751617,.828000009059906,-.1129999980330467,-63851.234375,.0729999989271164,1953,2504,2056.446044921875,1163473538,92.51100158691406,0,44.5890007019043,2.098000049591064,1186841.5,4.151999950408936
