mimun,census_hhsize,census_age_hh,census_male_hh,census_piped_water,census_no_piped_water,census_no_sewage,census_sewage_pub,census_sewage_priv,census_electricity,census_telephone,census_cellphone,census_internet,census_automobile,census_computer,census_washmachine,census_fridge,census_television,census_share_under15,census_share_elderly,census_share_adult,census_max_tertiary,census_max_secondary,census_share_female,gis_arvimin,gis_arvimax,gis_arvimean,gis_arvisum,gis_arvistddev,gis_baeimin,gis_baeimax,gis_baeimean,gis_baeisum,gis_baeistddev,gis_bimin,gis_bimax,gis_bimean,gis_bisum,gis_bistddev,gis_brbamin,gis_brbamax,gis_brbamean,gis_brbasum,gis_brbastddev,gis_bumin,gis_bumax,gis_bumean,gis_busum,gis_bustddev,gis_evimin,gis_evimax,gis_evimean,gis_evisum,gis_evistddev,gis_ibimin,gis_ibimax,gis_ibimean,gis_ibisum,gis_ibistddev,gis_mndwimin,gis_mndwimax,gis_mndwimean,gis_mndwisum,gis_mndwistddev,gis_nbaimin,gis_nbaimax,gis_nbaimean,gis_nbaisum,gis_nbaistddev,gis_nbimin,gis_nbimax,gis_nbimean,gis_nbisum,gis_nbistddev,gis_ndbimin,gis_ndbimax,gis_ndbimean,gis_ndbisum,gis_ndbistddev,gis_ndvimin,gis_ndvimax,gis_ndvimean,gis_ndvisum,gis_ndvistddev,gis_ndwimin,gis_ndwimax,gis_ndwimean,gis_ndwisum,gis_ndwistddev,gis_srmin,gis_srmax,gis_srmean,gis_srsum,gis_srstddev,gis_uimin,gis_uimax,gis_uimean,gis_uisum,gis_uistddev,gis_ndsimin,gis_ndsimax,gis_ndsimean,gis_ndsisum,gis_ndsistddev,gis_varimin,gis_varimax,gis_varimean,gis_varisum,gis_varistddev,gis_savimin,gis_savimax,gis_savimean,gis_savisum,gis_savistddev,gis_osavimin,gis_osavimax,gis_osavimean,gis_osavisum,gis_osavistddev,gis_ndmimin,gis_ndmimax,gis_ndmimean,gis_ndmisum,gis_ndmistddev,gis_mdeamin,gis_mdeamax,gis_mdeamean,gis_mdeasum,gis_mdeastddev,gis_mdepmin,gis_mdepmax,gis_mdepmean,gis_mdepsum,gis_mdepstddev,hhid,estado,municipio,gis_ntl_count_2014,gis_ntl_area_2014,gis_ntl_min_2014,gis_ntl_max_2014,gis_ntl_range_2014,gis_ntl_mean_2014,gis_ntl_std_2014,gis_ntl_sum_2014,gis_ntl_median_2014,gis_ntl_pct90_2014,gis_ntl_count_2016,gis_ntl_area_2016,gis_ntl_min_2016,gis_ntl_max_2016,gis_ntl_range_2016,gis_ntl_mean_2016,gis_ntl_std_2016,gis_ntl_sum_2016,gis_ntl_median_2016,gis_ntl_pct90_2016,gis_ntl_count_2017,gis_ntl_area_2017,gis_ntl_min_2017,gis_ntl_max_2017,gis_ntl_range_2017,gis_ntl_mean_2017,gis_ntl_std_2017,gis_ntl_sum_2017,gis_ntl_median_2017,gis_ntl_pct90_2017,gis_ntl_count_2018,gis_ntl_area_2018,gis_ntl_min_2018,gis_ntl_max_2018,gis_ntl_range_2018,gis_ntl_mean_2018,gis_ntl_std_2018,gis_ntl_sum_2018,gis_ntl_median_2018,gis_ntl_pct90_2018,gis_ntl_count_2019,gis_ntl_area_2019,gis_ntl_min_2019,gis_ntl_max_2019,gis_ntl_range_2019,gis_ntl_mean_2019,gis_ntl_std_2019,gis_ntl_sum_2019,gis_ntl_median_2019,gis_ntl_pct90_2019,gis_ntl_count_2020,gis_ntl_area_2020,gis_ntl_min_2020,gis_ntl_max_2020,gis_ntl_range_2020,gis_ntl_mean_2020,gis_ntl_std_2020,gis_ntl_sum_2020,gis_ntl_median_2020,gis_ntl_pct90_2020,gis_ntl_count_2021,gis_ntl_area_2021,gis_ntl_min_2021,gis_ntl_max_2021,gis_ntl_range_2021,gis_ntl_mean_2021,gis_ntl_std_2021,gis_ntl_sum_2021,gis_ntl_median_2021,gis_ntl_pct90_2021
1091011,-.45421582,.13620023,-1.0182124,.52557898,-.53093058,-.77020347,.75799918,-.76101422,.76910537,2.6572599,.75086313,2.0466254,,1.7964365,.80397624,.65769994,.7845735,-1.318429,-.80982304,2.0013454,1.3346363,-.16087119,.79855222,-.123,.75599998,.25,23825.967,.162,.191,.68699998,.35100001,33517.617,.075000003,-.46200001,.345,.0060000001,589.487,.097000003,.257,4.5279999,.58899999,56173.836,.47499999,-1.272,.168,-.43599999,-41560.766,.23800001,-.07,2.8929999,.99199998,94651.492,.42699999,-.764,.26300001,-.044,-4233.5981,.12899999,-.67000002,.73100001,-.34299999,-32705.373,.19400001,.99199998,1,.99699998,95098.477,.001,-1.3940001,.50700003,-.421,-40114.949,.189,-.79500002,.33700001,-.067000002,-6412.9199,.141,-.017000001,.796,.368,35147.848,.147,-.73199999,-.027000001,-.40200001,-38301.48,.131,.96600002,8.7910004,2.3610001,225201.44,.87599999,-.85900003,.32600001,-.19,-18144.053,.167,-.67000002,.73100001,-.34299999,-32705.373,.19400001,-.322,.31799999,-.057999998,-5510.1982,.075999998,-.026000001,1.193,.55299997,52713.438,.22,-.017000001,.796,.368,35146.07,.147,-.33700001,.79500002,.067000002,6412.9199,.141,2212,2747,2269.3101,216458129,72.400002,0,46.448002,2.8610001,272859.31,4.6869998,90110000001,9,11,426,.0073958333,3.3351824,62.816452,59.48127,21.996418,16.258333,9370.4736,17.497112,46.64994,426,.0073958333,3.1395652,69.547905,66.40834,23.908064,18.337095,10184.835,18.2145,51.860775,426,.0073958333,3.360945,66.12397,62.763023,24.700222,18.113224,10522.295,19.301441,52.447845,426,.0073958333,3.4424305,61.275272,57.83284,23.90486,17.002827,10183.47,18.729546,49.315468,426,.0073958333,3.8632481,63.407688,59.544441,23.553389,16.357691,10033.744,18.890759,48.607407,426,.0073958333,4.4100409,66.899307,62.489265,24.139681,16.402977,10283.505,19.378658,48.873878,426,.0073958333,3.6194668,76.147697,72.528229,25.436081,18.467794,10835.771,19.625389,53.333382
1091012,-.99220431,.94659853,-1.5478611,.18304469,-.19374935,-.78968942,.11725678,-.12595423,.74017131,3.3256152,1.0365531,3.1054847,,2.9502163,1.0537339,.79739994,.79195255,-2.0871859,.089575954,2.2426932,2.7497752,-2.2134309,.88846719,-.149,.79799998,.40099999,140124.86,.19499999,.147,.56900001,.287,100367.06,.07,-.41800001,.292,-.057,-19923.57,.117,.186,1.221,.40400001,141261.28,.12800001,-1.317,.296,-.65600002,-229049.78,.27700001,-16.319,15.941,1.22,426419.16,.45500001,-.39300001,.23199999,-.093000002,-32395.188,.097999997,-.65200001,.142,-.44600001,-155771.03,.086000003,.96600002,1,.99400002,347410.97,.003,-1.153,.183,-.456,-159422.83,.12,-.484,.31600001,-.132,-46192.98,.12,-.043000001,.83999997,.523,182856.8,.169,-.79100001,.0089999996,-.53899997,-188215.94,.12899999,.91799998,11.518,3.779,1320372,1.773,-.73900002,.34200001,-.32300001,-113028,.18000001,-.65200001,.142,-.44600001,-155771.03,.086000003,-.41,.33000001,-.015,-5087.3281,.094999999,-.064000003,1.26,.78500003,274233.44,.25299999,-.043000001,.83999997,.523,182845.75,.169,-.31600001,.484,.132,46192.98,.12,2229,3932,2948.365,1030238467,355.702,0,49.727001,7.7859998,2720672.8,6.7480001,90120000001,9,12,1550,.026909722,.29948533,49.758446,49.458961,8.3309917,12.057697,12913.037,1.1192701,29.239029,1550,.026909722,.26014936,71.145538,70.885391,11.767663,17.967354,18239.879,1.0362405,45.004753,1550,.026909722,.46031556,71.587708,71.127396,11.667988,17.239923,18085.381,1.3008525,43.511448,1550,.026909722,.48533639,72.115677,71.630341,11.713885,17.325079,18156.521,1.4086255,43.008167,1550,.026909722,.42854238,94.176697,93.748154,11.38531,17.050793,17647.23,1.3312149,41.051319,1550,.026909722,.56991118,123.51653,122.94662,11.123874,16.460749,17242.004,1.5018172,39.612999,1550,.026909722,.58495253,89.393761,88.808807,11.480382,17.303011,17794.592,1.5075682,41.27475
1091013,-.17119439,.18899718,-1.3562342,-.89179701,.87828726,-.70791817,-.35671791,.35421002,.61224174,2.4316316,.7737149,1.7809726,,1.6180648,.50221974,.37740397,.70924956,-1.1033169,-.8238852,1.7630075,1.2430923,-.32829085,.043699849,-.13,.792,.34599999,43830.59,.177,.154,.74800003,.32300001,41005.727,.071000002,-.396,.24699999,-.044,-5612.627,.090999998,.19599999,4.2659998,.486,61695.453,.236,-1.268,.185,-.57999998,-73508.18,.234,-540,415,1.189,150807.38,2.2060001,-.71700001,.20100001,-.085000001,-10763.688,.086000003,-.583,.65600002,-.384,-48640.629,.121,.986,1,.99599999,126323.55,.0020000001,-.87800002,.77100003,-.40799999,-51794.223,.127,-.75999999,.211,-.122,-15424.844,.101,-.039999999,.81599998,.458,58083.332,.155,-.75800002,.107,-.47799999,-60622.113,.12800001,.92299998,9.8780003,3.027,383820.78,1.265,-.83600003,.208,-.289,-36675.652,.152,-.583,.65600002,-.384,-48640.629,.121,-.39199999,.39500001,-.029999999,-3781.0359,.078000002,-.059999999,1.224,.68699998,87111.328,.23199999,-.039999999,.81599998,.458,58080.414,.155,-.211,.75999999,.122,15424.844,.101,2219,3163,2366.355,300091730,171.312,0,45.846001,5.6950002,722271.88,7.1440001,90130000001,9,13,566,.0098263891,.75972474,58.712765,57.953041,19.540699,13.804984,11060.035,17.283924,39.137833,566,.0098263891,.68894839,77.295738,76.606789,22.632069,16.675911,12809.751,18.917545,45.890976,566,.0098263891,.92798454,76.959732,76.031746,23.569151,17.054455,13340.14,20.68774,47.824974,566,.0098263891,.97309428,80.051979,79.078888,23.78441,16.696037,13461.977,20.988085,47.105453,566,.0098263891,.90628654,89.212944,88.306656,23.973967,16.627716,13569.266,21.483768,47.364658,566,.0098263891,1.0315113,82.658997,81.627487,23.410669,15.927897,13250.438,20.519926,45.514328,566,.0098263891,1.0300275,87.550392,86.520363,23.878817,17.437538,13515.41,20.379055,48.408142
1091014,-3.7121615,.61871368,-2.6308031,.78694677,-.79518265,-.81479341,1.3988838,-1.4028237,.82117391,4.7422009,1.3926605,5.3988609,,5.5661421,1.4052908,1.2280772,.77980953,-4.4513521,.82792372,4.3456416,6.211875,-6.4277325,1.4614553,-.152,.764,.059999999,1769.418,.098999999,.18799999,.58399999,.44499999,13195.028,.028999999,-.33399999,.27500001,.050999999,1513.299,.054000001,.257,1.249,.71399999,21186.119,.068000004,-1.197,.214,-.21600001,-6412.123,.146,-1536.25,28.375999,.48100001,14270.289,8.9329996,-.31799999,.22499999,.001,42.935001,.055,-.574,.079999998,-.249,-7395.7471,.052000001,.99199998,.99900001,.99800003,29584.578,.001,-.79799998,.189,-.271,-8047.0278,.063000001,-.39700001,.257,-.025,-742.37201,.064000003,-.023,.80000001,.191,5669.752,.086999997,-.72799999,-.034000002,-.27200001,-8060.0479,.072999999,.95499998,9.0200005,1.512,44831.137,.38499999,-.67699999,.315,-.122,-3611.2261,.093999997,-.574,.079999998,-.249,-7395.7471,.052000001,-.45300001,.25799999,-.134,-3980.3101,.052000001,-.034000002,1.201,.287,8503.2207,.13,-.023,.80000001,.191,5669.4521,.086999997,-.257,.39700001,.025,742.37201,.064000003,2226,2293,2245.5471,66591698,16.610001,0,12.106,.82999998,24600.934,.79500002,90140000001,9,14,132,.0022916668,30.762295,59.751377,28.989082,42.426727,6.1609731,5600.3281,41.838299,50.378689,132,.0022916668,44.9688,73.670235,28.701435,55.562405,6.2467976,7334.2373,54.348412,64.598724,132,.0022916668,45.924591,80.619331,34.69474,57.444622,6.6233582,7582.6904,56.69487,66.464996,132,.0022916668,47.133125,89.393295,42.26017,60.477444,7.6044378,7983.0225,59.835602,69.889725,132,.0022916668,47.556572,87.306694,39.750122,60.36647,7.3782616,7968.374,59.799583,69.604836,132,.0022916668,46.922935,85.556412,38.633476,61.752613,7.4706125,8151.3452,60.799332,71.510658,132,.0022916668,47.543129,85.713364,38.170235,65.08448,7.9381399,8591.1514,64.91188,74.329781
1091015,-3.0249896,.62090379,-2.9241571,.76443374,-.78281927,-.81538588,1.382145,-1.4031155,.82523322,3.8603024,1.115291,4.0785446,,3.8938472,1.0987141,1.0783356,.72621876,-3.8942511,.73820078,3.7919388,3.9565275,-3.4561605,.22120166,-.162,.69099998,.035,1281.198,.106,.234,.611,.44600001,16127.155,.030999999,-.29800001,.248,.064000003,2322.74,.057,.32699999,1.3660001,.72299999,26114.611,.072999999,-1.094,.227,-.163,-5874.4712,.16,-.34299999,3.464,.47499999,17160.695,.31,-.354,.2,.018999999,673.79797,.059,-.50700003,.162,-.23899999,-8645.0859,.054000001,.99199998,.99900001,.99800003,36059.102,.001,-.787,.241,-.27700001,-10016.939,.07,-.412,.257,-.001,-18.191999,.071000002,-.021,.72000003,.162,5856.2788,.093999997,-.65799999,.012,-.23899999,-8622.333,.079999998,.95899999,6.1399999,1.428,51596.16,.38,-.65600002,.28,-.085000001,-3076.0991,.103,-.50700003,.162,-.23899999,-8645.0859,.054000001,-.42500001,.199,-.127,-4587.4922,.055,-.032000002,1.08,.243,8782.9004,.141,-.021,.72000003,.162,5855.9551,.093999997,-.257,.412,.001,18.191999,.071000002,2221,2323,2234.3469,80753776,14.487,0,12.604,1.008,36425.52,1.59,90150000001,9,15,165,.0028645834,38.990913,122.24036,83.249451,61.233692,14.627752,10103.56,58.101112,75.658577,165,.0028645834,43.097183,113.36386,70.266678,65.890472,12.630033,10871.929,64.985909,80.857872,165,.0028645834,47.943954,128.00964,80.065689,70.595444,13.799825,11648.249,69.267067,87.164749,165,.0028645834,48.958908,123.58192,74.623009,72.060211,12.918222,11889.935,71.79982,88.487877,165,.0028645834,48.306,146.14958,97.843582,75.095329,16.476231,12390.729,72.115746,93.077812,165,.0028645834,47.960098,130.72795,82.767853,77.832603,14.734415,12842.379,76.43721,95.74733,165,.0028645834,47.323242,124.4736,77.15036,80.145027,14.330442,13223.93,79.062088,98.422859
1091016,-2.8945775,.56181955,-2.4509385,.79484397,-.78904969,-.8167842,1.3918856,-1.4013137,.82623172,4.082016,1.2205617,4.7155719,,4.7581506,1.2872149,1.1707458,.80188823,-3.7530341,.77888006,3.6051979,4.9365358,-4.8614955,1.6228408,-.17200001,.74400002,.193,9944.9639,.19499999,.205,.61000001,.396,20401.469,.064999998,-.361,.241,-.0040000002,-217.733,.093999997,.27500001,3.6800001,.62400001,32146.762,.15000001,-1.191,.28099999,-.389,-20047.209,.26800001,-5,109.048,.89399999,46081.668,.866,-.68000001,.208,-.048999999,-2528.6531,.089000002,-.53399998,.69199997,-.28799999,-14837.475,.086999997,.98900002,1,.99699998,51381.359,.0020000001,-.86900002,.852,-.31200001,-16078.318,.086999997,-.72100002,.27599999,-.081,-4179.9541,.104,-.16,.759,.308,15867.255,.171,-.69599998,.31200001,-.35499999,-18293.227,.139,.72399998,7.3130002,2.132,109877.21,1.0319999,-.80800003,.315,-.211,-10900.713,.163,-.53399998,.69199997,-.28799999,-14837.475,.086999997,-.37,.35499999,-.075999998,-3916.8701,.090000004,-.23999999,1.1390001,.46200001,23796.725,.25600001,-.16,.759,.308,15866.368,.171,-.27599999,.72100002,.081,4179.9541,.104,2232,2525,2299.0229,118507754,64.127998,0,29.84,2.852,147009.08,3.845,90160000002,9,16,229,.0039756945,11.931538,95.055939,83.124405,43.779232,16.566332,10025.444,44.125408,65.111977,229,.0039756945,12.423729,156.19963,143.77591,50.990402,21.602701,11676.802,51.714882,75.34874,229,.0039756945,12.230833,124.44586,112.21503,51.061417,20.329597,11693.064,52.268421,75.518654,229,.0039756945,13.540092,101.57684,88.036743,51.926807,19.279678,11891.239,54.956688,76.133766,229,.0039756945,15.671206,100.56919,84.897987,53.668037,21.193895,12289.98,56.122173,79.776985,229,.0039756945,16.851362,96.255089,79.403725,52.652885,20.069519,12057.511,53.62006,77.135757,229,.0039756945,15.457561,101.13282,85.675262,53.040394,20.239401,12146.251,54.427731,79.494377
1091017,-1.5760602,1.5465676,-2.7221794,.75725204,-.76682687,-.81103158,1.3831817,-1.4009355,.8032819,3.5347927,.9816187,3.4440949,,3.0804453,1.1701005,1.039117,.85156041,-2.7289333,.86578465,2.4333556,2.8887243,-2.1624899,.94245327,-.19,.68099999,.043000001,1619.468,.112,.21799999,.59600002,.43900001,16527,.046,-.46000001,.27000001,.061000001,2305.7529,.052000001,.301,3.444,.72500002,27263.121,.12,-1.2589999,.278,-.161,-6059.1621,.15700001,-149,24.216,.48899999,18405.982,.88200003,-.77600002,.22,.016000001,592.901,.056000002,-.55699998,.66100001,-.22400001,-8440.2334,.079000004,.99199998,1,.99800003,37549.262,.001,-.99000001,.41999999,-.278,-10460.084,.111,-.80400002,.24600001,.0020000001,56.900002,.066,-.059999999,.722,.163,6116.062,.105,-.65899998,.059,-.222,-8359.8291,.090999998,.88700002,6.1929998,1.4400001,54174.305,.42500001,-.85500002,.25999999,-.078000002,-2943.2871,.098999999,-.55699998,.66100001,-.22400001,-8440.2334,.079000004,-.43099999,.34299999,-.098999999,-3737.52,.048,-.089000002,1.0829999,.244,9172.5918,.15800001,-.059999999,.722,.163,6115.7422,.105,-.24600001,.80400002,-.0020000001,-56.900002,.066,2222,2301,2232.688,84013832,5.5599999,0,28.983,.64899999,24421.178,1.194,90170000001,9,17,168,.0029166667,17.720034,118.33395,100.61392,61.280045,17.038452,10295.048,61.814011,80.527473,168,.0029166667,18.773258,115.00685,96.233597,72.374374,19.854256,12158.895,74.914856,95.028992,168,.0029166667,18.33861,125.82754,107.48893,76.388535,21.449615,12833.273,76.435547,104.05605,168,.0029166667,20.596031,128.03246,107.43642,75.635895,19.703856,12706.83,77.295441,98.121796,168,.0029166667,22.002764,112.35912,90.356354,74.862778,18.827604,12576.946,76.087852,96.577553,168,.0029166667,23.70569,113.11224,89.406555,75.440887,19.625668,12674.069,77.843391,96.457832,168,.0029166667,20.608829,101.10851,80.49968,74.68586,18.351526,12547.225,80.404099,91.579185
1101001,-.16782123,.57166111,-.48747697,.69436383,-.69486433,-.31087223,.61567026,-.61200517,.16303863,.79534286,.64840782,-.037851959,,.551413,.67970228,.77532917,.59593785,-.2843633,-.14760859,.41935244,.75925332,.11077876,-.38393047,-.56099999,.79000002,.25600001,994306.5,.15000001,.162,1.143,.29100001,1130256.6,.071999997,-.36899999,.42399999,.094999999,368182.34,.086000003,.207,20.603001,.43599999,1691943.8,.741,-1.2460001,.308,-.34999999,-1358941.6,.207,-1165,550,.917,3557076.5,.87800002,-.85799998,.329,.046,179373.63,.093000002,-.69800001,.88999999,-.49700001,-1928990,.117,.96600002,1,.99599999,3863761.3,.0020000001,-1.9859999,2.5209999,-.68199998,-2647759,.205,-.88800001,.46000001,.048,185908.88,.114,-.51599997,.81300002,.398,1544850.5,.12800001,-.76899999,.64499998,-.45899999,-1779638.5,.1,.31900001,9.724,2.4960001,9683999,.86699998,-.921,.458,-.127,-493518.09,.141,-.69800001,.88999999,-.49700001,-1928990,.117,-.35600001,.398,-.105,-406601.66,.064000003,-.773,1.22,.597,2316855.5,.191,-.51599997,.81300002,.398,1544760.8,.12800001,-.46000001,.88800001,-.048,-185908.88,.114,1881,3220,2254.8291,8748636084,285.013,0,65.306999,9.8610001,38258528,10.119,100010000002,10,1,17925,.31119794,.030150954,25.310982,25.28083,.12114603,.54420674,2171.5427,.074323401,.11227054,17925,.31119794,-.0063958797,17.012424,17.01882,.076093547,.37322137,1363.9768,.043580636,.07860323,17925,.31119794,.21133357,18.750551,18.539217,.29238585,.37962666,5241.0166,.25738421,.29588544,17925,.31119794,.19166127,18.575224,18.383562,.27887574,.37342811,4998.8477,.24425298,.28292251,17925,.31119794,.14854887,27.223059,27.074511,.25206268,.5571174,4518.2236,.20258936,.25040835,17925,.31119794,.2400229,28.198631,27.958609,.35420144,.60391688,6349.0605,.29782844,.35076442,17925,.31119794,.26462626,28.539417,28.274792,.38012415,.63869542,6813.7251,.32075524,.37586495
1101002,.22481602,-.87198693,.91862172,.20233193,-.20841794,.58781254,-.70322162,.70190024,-1.9592186,-.88981593,-3.077939,-.75102723,,-.51847738,-.61752039,-.81100696,-.78670973,.97342539,-.09395922,-1.0031754,-1.1556294,.11079212,-1.9697748,-.193,1.016,.57499999,570238.25,.122,.022,.61799997,.206,203939.56,.029999999,-.40599999,.32499999,-.103,-102438.59,.106,.017000001,1.633,.264,261391.36,.043000001,-1.418,.184,-.838,-831291.63,.2,-115.5,42.879002,1.586,1573178.9,.389,-.38499999,.244,-.119,-117714.63,.086999997,-1.2079999,.245,-.56199998,-557576.88,.035999998,-3.1670001,2.822,.99000001,981704.31,.0070000002,-1.505,.34400001,-.53899997,-534158.13,.114,-.47299999,.34299999,-.163,-161515.77,.11,-.023,.98000002,.67500001,669775.88,.093999997,-1.115,.0060000001,-.662,-656366.06,.064000003,.95599997,101,5.6370001,5590179.5,1.777,-.745,.171,-.43799999,-434134.88,.134,-1.2079999,.245,-.56199998,-557576.88,.035999998,-.27900001,1.061,.050000001,49453.145,.094999999,-.034000002,1.467,1.013,1004443.6,.141,-.023,.98000002,.67500001,669728.88,.093999997,-.34299999,.47299999,.163,161515.77,.11,518,2984,2003.891,1987371355,554.94202,0,72.202003,22.014,21832404,11.39,100020000001,10,2,4597,.079809032,.031836297,5.0275755,4.995739,.10808624,.16526885,496.87244,.076628871,.15388633,4597,.079809032,-.00017620396,5.9574528,5.9576292,.093666025,.20947969,430.5827,.048713747,.15959525,4597,.079809032,.21855579,6.5789766,6.3604207,.30853951,.23548676,1418.3561,.2660597,.37568164,4597,.079809032,.20271446,6.1359243,5.9332099,.28261569,.19226095,1299.1843,.24867736,.32366353,4597,.079809032,.14718033,4.3356667,4.1884861,.23601367,.17917848,1084.9548,.20154694,.2766026,4597,.079809032,.24070343,7.4662266,7.225523,.32983702,.25704896,1516.2607,.29009938,.3624754,4597,.079809032,.2642175,11.63846,11.374243,.37482902,.37779775,1723.089,.31779864,.4369809
1101004,.014068285,.20518214,-.28440478,.36424124,-.36269093,-.38579473,.44530115,-.44515806,.28795964,.36792874,.60475963,-.22178707,,.090143338,.91520321,.86451942,.71296972,.24750584,.35750201,-.52062476,-.46833378,1.2528567,-.93252593,-.63200003,.80599999,.142,845544.19,.1,.145,1.2970001,.324,1925205.3,.041999999,-.33399999,.336,.141,837447.25,.057999998,.18799999,11.519,.45300001,2693624.5,.237,-1.187,.565,-.20900001,-1239382.8,.121,-1070,2280,.66399997,3944051.5,1.6440001,-.699,.248,.086999997,515258.44,.052999999,-.66000003,.87300003,-.465,-2766435.3,.089000002,.986,1,.99699998,5926184.5,.001,-1.4170001,3.2520001,-.67799997,-4030516.3,.182,-.764,.32699999,.094999999,562362.69,.066,-.56800002,.833,.303,1801745.4,.082999997,-.75300002,.676,-.389,-2310660.3,.077,.27500001,10.995,1.9119999,11363928,.36899999,-.80299997,.27000001,-.039999999,-239139.25,.089000002,-.66000003,.87300003,-.465,-2766435.3,.089000002,-.42199999,.47799999,-.139,-826250,.068999998,-.852,1.25,.45500001,2702188,.125,-.56800002,.833,.303,1801653.6,.082999997,-.32699999,.764,-.094999999,-562362.69,.066,1171,2723,1852.071,11008218045,307.298,0,69.531998,6.2509999,37156028,7.8070002,100040000004,10,4,27490,.47725695,.033860318,43.031582,42.997723,.14513455,.81032872,3989.749,.083275273,.12417804,27490,.47725695,-.0038147317,43.058079,43.061893,.11415215,.81431645,3138.0425,.049054515,.097553849,27490,.47725695,.21284164,44.165451,43.95261,.33352521,.84005243,9168.6074,.26506132,.31565166,27490,.47725695,.18742591,41.396267,41.208839,.32888943,.86556965,9041.1699,.2522383,.30797732,27490,.47725695,.1525996,42.322712,42.170113,.28834051,.87023485,7926.481,.2077501,.27099833,27490,.47725695,.2515977,46.161865,45.910267,.38756856,.87749058,10654.26,.30799839,.3692036,27490,.47725695,.26575446,51.571941,51.306187,.40754905,.89318931,11203.523,.32853243,.39275268
1101005,-.32275963,-1.0694636,-1.0351285,.61170262,-.60205227,-.63148218,1.1289465,-1.1247172,.64657182,1.1187727,1.1165793,1.5358598,,1.630497,.70563966,.86974001,.7792418,.30568212,-1.2370706,.49880901,1.6932299,-.76040602,.35753703,-.67799997,.98699999,.329,3397953.8,.167,.124,1.334,.26699999,2758612,.054000001,-.42699999,.463,.061999999,641998,.102,.152,20.200001,.36500001,3767210.3,.29899999,-1.335,.39700001,-.44400001,-4580080.5,.236,-1325,2050,1.0880001,11222750,1.6720001,-.88300002,.36300001,.02,208598.19,.089000002,-.773,.87699997,-.51800001,-5343235.5,.082000002,.949,1,.995,10263829,.003,-2.4400001,3.5769999,-.67400002,-6957882,.19,-.91000003,.51899999,.016000001,166587.17,.114,-.60000002,.85799998,.46000001,4746667.5,.139,-.796,.63999999,-.50199997,-5175633.5,.105,.25,13.063,3,30946710,1.2359999,-.94199997,.53100002,-.182,-1879381.1,.156,-.773,.87699997,-.51800001,-5343235.5,.082000002,-.78200001,.96200001,-.07,-725393.5,.079000004,-.89899999,1.2869999,.69,7118631.5,.208,-.59899998,.85799998,.46000001,4746375.5,.139,-.51899999,.91000003,-.016000001,-166587.17,.114,1162,3120,2274.05,23461669677,283.793,0,71.051003,10.007,103246800,10.554,100050000001,10,5,47447,.82373267,.019218247,126.93393,126.91471,.50936234,3.2804508,24167.715,.07774055,.24193354,47447,.82373267,-.01008123,153.96326,153.97334,.4595364,3.0864618,21803.623,.050059326,.24707434,47447,.82373267,.19918293,143.33298,143.13379,.69566804,3.2292783,33007.363,.26187688,.46237344,47447,.82373267,.18612055,114.31898,114.13286,.72784454,3.5210655,34534.043,.25005648,.46579859,47447,.82373267,.13776681,111.61219,111.47443,.77998549,4.1936784,37007.973,.20049599,.4682816,47447,.82373267,.23347069,100.64178,100.40831,.87813318,4.0832505,41664.785,.30348289,.58179241,47447,.82373267,.25363505,95.779709,95.526077,.92787039,4.2384434,44024.668,.32457384,.61697006
1101006,1.5206779,.65003198,.60274708,.35270512,-.39497209,.077417083,-.41133747,.4057765,.17408004,.14885667,-.055842467,-.75504726,,-.66357195,.74122465,.68716931,.41421807,.83022249,.045397732,-.97530711,-1.2911446,2.1359096,-.049907591,-.722,.80900002,.126,307214.22,.093000002,.164,.83200002,.34400001,837998.31,.037,-.35800001,.63700002,.12,292813,.046999998,.21799999,5.0250001,.491,1194302.3,.097999997,-1.243,1.081,-.208,-506194.78,.123,-251,239,.63200003,1536423.5,.33700001,-.49200001,.59399998,.068999998,166931.88,.045000002,-.676,.745,-.414,-1006386.9,.057999998,.986,1,.99800003,2426523.3,.001,-1.21,2.05,-.59299999,-1442925.6,.118,-.56999999,.542,.071999997,174334.03,.057999998,-.53899997,.83200002,.28,680528.81,.081,-.75700003,.61199999,-.352,-856457.44,.064000003,.29899999,10.879,1.818,4422862.5,.39300001,-.69499999,.289,-.055,-132639.06,.079000004,-.676,.745,-.414,-1006386.9,.057999998,-.76800001,.59899998,-.119,-288637.84,.043000001,-.80900002,1.247,.41999999,1020642.8,.121,-.53899997,.83200002,.28,680496.69,.081,-.542,.56999999,-.071999997,-174334.03,.057999998,1198,2575,1577.6801,3837799183,192.267,0,66.722,5.7189999,13910996,8.0530005,100060000002,10,6,11242,.19517362,.036978342,12.018799,11.98182,.12182501,.33516246,1369.5568,.082813084,.11718352,11242,.19517362,-.0082609989,10.104965,10.113226,.084597923,.31931174,951.0498,.04486512,.082658395,11242,.19517362,.208636,7.9606633,7.7520275,.29626256,.28936517,3330.5837,.260304,.2945393,11242,.19517362,.19915208,7.8234248,7.6242728,.27784538,.25506487,3123.5378,.24684604,.2816447,11242,.19517362,.14964882,8.6134415,8.4637928,.23439434,.25928155,2635.0613,.20238082,.23851039,11242,.19517362,.26179609,7.4223218,7.1605258,.33897215,.24264692,3810.7249,.30928829,.34249741,11242,.19517362,.26300174,6.9464159,6.683414,.35507637,.25033277,3991.7686,.32447594,.36259663
