HID_mun,fgt0_bias_reg,fgt0_mse,simulation,method_des
1201286,-.019936804,.000583996595245,15,XGBoost(hh) Mun
1201287,.12764658,.0165936958349398,15,XGBoost(hh) Mun
1201288,-.2335577,.0547474440458927,15,XGBoost(hh) Mun
1201289,-.20847118,.0437459543238542,15,XGBoost(hh) Mun
1201290,-.18435556,.0346415293552603,15,XGBoost(hh) Mun
1201291,-.13618343,.0185668612721598,15,XGBoost(hh) Mun
1201292,-.039198253,.0018919760659258,15,XGBoost(hh) Mun
1201293,-.11922802,.0143749893122955,15,XGBoost(hh) Mun
1201294,-.1673425,.028038849457766,15,XGBoost(hh) Mun
1201295,-.34336796,.1181484035928418,15,XGBoost(hh) Mun
1201296,-.16378339,.0268562404776336,15,XGBoost(hh) Mun
1201297,-.24400698,.059639998475012,15,XGBoost(hh) Mun
1201298,-.24741055,.0612936098694985,15,XGBoost(hh) Mun
1201299,-.083662853,.0071800944531558,15,XGBoost(hh) Mun
1201300,-.17233765,.0302075668966553,15,XGBoost(hh) Mun
1201301,-.11689411,.0138385626006602,15,XGBoost(hh) Mun
1201302,-.2711612,.0736370686411141,15,XGBoost(hh) Mun
1201303,-.063699521,.0041177272211377,15,XGBoost(hh) Mun
1201304,-.12005977,.0144421531669498,15,XGBoost(hh) Mun
1201305,-.17669721,.0312586141115206,15,XGBoost(hh) Mun
1201306,-.26664895,.0711782373188501,15,XGBoost(hh) Mun
1201307,-.30007493,.0902323899264874,15,XGBoost(hh) Mun
1201308,-.13271849,.0177164053713975,15,XGBoost(hh) Mun
1201309,-.10415374,.010863388109225,15,XGBoost(hh) Mun
1201310,-.051859561,.0027166259496803,15,XGBoost(hh) Mun
1201311,-.10904494,.0119278594895961,15,XGBoost(hh) Mun
1201312,-.21807082,.0478064506331504,15,XGBoost(hh) Mun
1201313,-.16041872,.0260578009892712,15,XGBoost(hh) Mun
1201314,-.0092714708,.0002108633836519,15,XGBoost(hh) Mun
1201315,-.16137584,.0260772887744598,15,XGBoost(hh) Mun
1211001,-.14940608,.0224343573889372,15,XGBoost(hh) Mun
1211002,-.14809252,.0219981332773951,15,XGBoost(hh) Mun
1211003,-.2232403,.0498888977862059,15,XGBoost(hh) Mun
1211004,-.18096754,.0329551970998087,15,XGBoost(hh) Mun
1211005,-.4167468,.1741532503031106,15,XGBoost(hh) Mun
1211006,-.19040795,.0365577739289266,15,XGBoost(hh) Mun
1211008,-.23104446,.0534400302615916,15,XGBoost(hh) Mun
1211010,-.078810185,.0063603369588458,15,XGBoost(hh) Mun
1211012,-.45115706,.2036586179342071,15,XGBoost(hh) Mun
1211013,-.13209145,.017528134564912,15,XGBoost(hh) Mun
1211014,-.40085807,.1610035523725322,15,XGBoost(hh) Mun
1211015,-.094800808,.0090193943881023,15,XGBoost(hh) Mun
1211016,-.22183236,.0494495977913349,15,XGBoost(hh) Mun
1211017,-.23885585,.0572563661701717,15,XGBoost(hh) Mun
1211019,-.15759552,.024864278079866,15,XGBoost(hh) Mun
1211020,-.2479779,.0615914559212005,15,XGBoost(hh) Mun
1211022,-.41421381,.1717882566988156,15,XGBoost(hh) Mun
1211023,-.35123092,.1236835294966219,15,XGBoost(hh) Mun
1211025,-.27419463,.0752575364250886,15,XGBoost(hh) Mun
1211026,-.33004695,.1091702315197492,15,XGBoost(hh) Mun
1211029,-.3433519,.1182560451840244,15,XGBoost(hh) Mun
1211033,-.31875637,.1018002480620339,15,XGBoost(hh) Mun
1211034,-.18346746,.0337359675369085,15,XGBoost(hh) Mun
1211035,-.22573131,.0510259615564744,15,XGBoost(hh) Mun
1211036,-.2707848,.0736649102172952,15,XGBoost(hh) Mun
1211038,-.10277976,.0106824534198569,15,XGBoost(hh) Mun
1211039,-.32210079,.1041266774228819,15,XGBoost(hh) Mun
1211040,.011275862,.0002450713000135,15,XGBoost(hh) Mun
1211041,-.057265047,.0032848285575642,15,XGBoost(hh) Mun
1211043,-.23235749,.0542363398741028,15,XGBoost(hh) Mun
1211044,-.27493611,.0756734674368588,15,XGBoost(hh) Mun
1211045,-.28861389,.0833636506513071,15,XGBoost(hh) Mun
1211046,-.11599641,.0135923302079247,15,XGBoost(hh) Mun
1211047,-.24898013,.0620495309651368,15,XGBoost(hh) Mun
1211048,-.27527437,.0758699946421775,15,XGBoost(hh) Mun
1211049,-.28589013,.0821730678383657,15,XGBoost(hh) Mun
1211050,-.16749766,.0283914419599572,15,XGBoost(hh) Mun
1211051,-.30330598,.092026592296506,15,XGBoost(hh) Mun
1211053,-.22048506,.0486645761161597,15,XGBoost(hh) Mun
1211054,-.084312297,.0072706870730409,15,XGBoost(hh) Mun
1211055,-.36615866,.1343279238525513,15,XGBoost(hh) Mun
1211057,-.25226381,.0638708283116161,15,XGBoost(hh) Mun
1211058,-.2560049,.0657570256263206,15,XGBoost(hh) Mun
1211060,-.11147533,.0128322647105095,15,XGBoost(hh) Mun
1211061,-.16301094,.0270310189453476,15,XGBoost(hh) Mun
1211062,-.29769588,.0886824804887325,15,XGBoost(hh) Mun
1211063,-.32511598,.1057763213020085,15,XGBoost(hh) Mun
1211064,-.24645863,.0609433130917685,15,XGBoost(hh) Mun
1211065,-.20070209,.0403950433859301,15,XGBoost(hh) Mun
1211067,-.28008756,.0785207304536408,15,XGBoost(hh) Mun
1211068,-.35688329,.1279254366480084,15,XGBoost(hh) Mun
1211069,-.35715523,.1276717235594865,15,XGBoost(hh) Mun
1211070,-.36846948,.136035336214926,15,XGBoost(hh) Mun
1211071,-.18592201,.0346007211789194,15,XGBoost(hh) Mun
1211072,-.24987851,.062717443272385,15,XGBoost(hh) Mun
1211073,-.38561314,.1487674609625901,15,XGBoost(hh) Mun
1211074,-.148838,.0221883921027403,15,XGBoost(hh) Mun
1211075,-.26777914,.071951660389648,15,XGBoost(hh) Mun
1211076,-.21475473,.0462141314453034,15,XGBoost(hh) Mun
1211077,-.29831085,.0894136827851063,15,XGBoost(hh) Mun
1211078,-.33923498,.115429585384683,15,XGBoost(hh) Mun
1211079,-.1615776,.0261796009645577,15,XGBoost(hh) Mun
1211082,-.32454422,.1053619399587365,15,XGBoost(hh) Mun
1211083,-.28393444,.0808512568473683,15,XGBoost(hh) Mun
1211084,-.38203841,.1463352283907731,15,XGBoost(hh) Mun
1211085,-.24226046,.0587134206570826,15,XGBoost(hh) Mun
1211086,-.29827148,.0891563935266318,15,XGBoost(hh) Mun
1211087,-.41921788,.1759491555314119,15,XGBoost(hh) Mun
1211088,-.37115008,.1379113285456771,15,XGBoost(hh) Mun
1211089,-.39185226,.153771549561084,15,XGBoost(hh) Mun
1211090,-.1227194,.0151379022738683,15,XGBoost(hh) Mun
1211091,-.23150276,.053616378498511,15,XGBoost(hh) Mun
1211092,-.28581268,.0819892350666035,15,XGBoost(hh) Mun
1211093,-.40896511,.1675382299335965,15,XGBoost(hh) Mun
1211094,-.27236041,.0742460434324862,15,XGBoost(hh) Mun
1211098,-.28203389,.0797607596763813,15,XGBoost(hh) Mun
1211099,-.30549747,.0934226783278351,15,XGBoost(hh) Mun
1211100,-.29618496,.0886874325424565,15,XGBoost(hh) Mun
1211101,-.31443238,.0991501860417465,15,XGBoost(hh) Mun
1211102,-.27227089,.0742829629870692,15,XGBoost(hh) Mun
1211103,-.080694392,.0067061524656014,15,XGBoost(hh) Mun
1211104,-.047709614,.002414344121657,15,XGBoost(hh) Mun
1211105,-.39952767,.1597046971877324,15,XGBoost(hh) Mun
1211106,-.1462259,.0214968433393567,15,XGBoost(hh) Mun
1211107,-.24706666,.0614990867370373,15,XGBoost(hh) Mun
1211108,-.19663459,.0387374073435637,15,XGBoost(hh) Mun
1211109,-.37599644,.1415917656531123,15,XGBoost(hh) Mun
1211110,-.23673059,.0562061999882274,15,XGBoost(hh) Mun
1211111,-.24313961,.0593611256819973,15,XGBoost(hh) Mun
1211112,-.3669439,.1348527782201233,15,XGBoost(hh) Mun
1211113,-.24415822,.0597901493884133,15,XGBoost(hh) Mun
1211114,-.068602622,.0047131851087569,15,XGBoost(hh) Mun
1211115,-.22462796,.0506143859175282,15,XGBoost(hh) Mun
1211116,-.29253203,.0858566762546781,15,XGBoost(hh) Mun
1211117,-.11636784,.0136113118341134,15,XGBoost(hh) Mun
1211118,-.20077521,.0404430092266685,15,XGBoost(hh) Mun
1211119,-.062552907,.0039191625458547,15,XGBoost(hh) Mun
1211120,-.11900545,.0144666950772649,15,XGBoost(hh) Mun
1211122,-.23730576,.0563871313012612,15,XGBoost(hh) Mun
1211123,-.39685851,.1579455972102872,15,XGBoost(hh) Mun
1211124,-.23630363,.0558921578397078,15,XGBoost(hh) Mun
1211125,-.078684442,.0062419765939005,15,XGBoost(hh) Mun
1211126,-.29542732,.0874510046811669,15,XGBoost(hh) Mun
1211128,-.086651787,.0075737085685021,15,XGBoost(hh) Mun
1211129,-.43294972,.1875142370291782,15,XGBoost(hh) Mun
1211132,-.14123301,.0199665470145484,15,XGBoost(hh) Mun
1211134,-.27348405,.074839542340553,15,XGBoost(hh) Mun
1211136,-.12374423,.015323254536341,15,XGBoost(hh) Mun
1211137,-.22735833,.0518281434074794,15,XGBoost(hh) Mun
1211139,-.32862362,.1081657423847816,15,XGBoost(hh) Mun
1211140,-.15652694,.0245382020396891,15,XGBoost(hh) Mun
1211141,-.3530823,.124781318576582,15,XGBoost(hh) Mun
1211142,-.17027074,.0291326140403665,15,XGBoost(hh) Mun
1211143,-.15621933,.0244817257597495,15,XGBoost(hh) Mun
1211144,-.18001775,.0325244890419957,15,XGBoost(hh) Mun
1211145,-.23103827,.0537469286414576,15,XGBoost(hh) Mun
1211147,-.37713945,.1424573018809932,15,XGBoost(hh) Mun
1211148,-.18553743,.0346262292531247,15,XGBoost(hh) Mun
1211149,-.085693412,.0074118868831239,15,XGBoost(hh) Mun
1211150,-.24536003,.060395748227932,15,XGBoost(hh) Mun
1211151,-.28969821,.0839939783601921,15,XGBoost(hh) Mun
1211152,-.20709425,.0430573349765281,15,XGBoost(hh) Mun
1211153,-.085119337,.0073229867371435,15,XGBoost(hh) Mun
1211154,-.13761343,.018996596695374,15,XGBoost(hh) Mun
1211155,-.25082496,.0629918690680151,15,XGBoost(hh) Mun
1211156,-.087573744,.007690021243618,15,XGBoost(hh) Mun
1211157,-.29364184,.0863582526787373,15,XGBoost(hh) Mun
1211158,-.37343815,.1395983560860386,15,XGBoost(hh) Mun
1211159,-.54877758,.3016248282716098,15,XGBoost(hh) Mun
1211161,-.20389399,.041613017932895,15,XGBoost(hh) Mun
1211162,-.37355661,.1400060685116643,15,XGBoost(hh) Mun
1211163,-.0084509272,.0002412891896024,15,XGBoost(hh) Mun
1211164,-.14827037,.0220397790552205,15,XGBoost(hh) Mun
1211166,-.34385672,.1182908067133544,15,XGBoost(hh) Mun
1211167,-.14883722,.0225776990768351,15,XGBoost(hh) Mun
1211168,-.088155068,.0080440036892322,15,XGBoost(hh) Mun
1211169,-.25686866,.0660510400782211,15,XGBoost(hh) Mun
1211170,-.24167132,.0585217694922466,15,XGBoost(hh) Mun
1211171,-.12700081,.0162034403571278,15,XGBoost(hh) Mun
1211172,-.2768724,.0767592757191926,15,XGBoost(hh) Mun
1211173,-.16062826,.0258437163352738,15,XGBoost(hh) Mun
1211174,-.11264919,.0127193676683174,15,XGBoost(hh) Mun
1211175,-.33955348,.115426010690707,15,XGBoost(hh) Mun
1211176,-.20761026,.0431547698370718,15,XGBoost(hh) Mun
1211177,-.2608991,.0681756221015674,15,XGBoost(hh) Mun
1211178,-.35614994,.1271212330448744,15,XGBoost(hh) Mun
1211179,-.34554109,.1195542367068577,15,XGBoost(hh) Mun
1211180,-.22283791,.0497259127390227,15,XGBoost(hh) Mun
1211181,-.14167032,.0201235756965037,15,XGBoost(hh) Mun
1211182,-.21179058,.04504587775477,15,XGBoost(hh) Mun
1211183,-.26995611,.0732346431087889,15,XGBoost(hh) Mun
1211184,-.26961136,.0729690824571855,15,XGBoost(hh) Mun
1211185,-.33597183,.1129597988454703,15,XGBoost(hh) Mun
1211186,-.28636506,.0820645647374255,15,XGBoost(hh) Mun
1211187,-.19770952,.0394115509841654,15,XGBoost(hh) Mun
1211188,-.38788131,.1506275349943835,15,XGBoost(hh) Mun
1211189,-.17840452,.0319038992622919,15,XGBoost(hh) Mun
1211191,-.2463119,.0607664946022131,15,XGBoost(hh) Mun
1211192,-.32337004,.1047891090115987,15,XGBoost(hh) Mun
1211193,-.078915507,.0065894996964659,15,XGBoost(hh) Mun
1211194,-.19882137,.039569389306269,15,XGBoost(hh) Mun
1211195,-.11279065,.0130374245427622,15,XGBoost(hh) Mun
1211197,-.18596366,.0346481598828499,15,XGBoost(hh) Mun
1211199,-.14968771,.0225317541516625,15,XGBoost(hh) Mun
1211200,-.22870828,.0525875168108824,15,XGBoost(hh) Mun
1211202,-.34484378,.1192151505234643,15,XGBoost(hh) Mun
1211203,-.37283739,.1391271771355384,15,XGBoost(hh) Mun
1211204,-.23486446,.0553192717241721,15,XGBoost(hh) Mun
1211205,-.18836726,.035559653099037,15,XGBoost(hh) Mun
1211206,-.29372141,.0864575940887418,15,XGBoost(hh) Mun
1211207,-.22576952,.0510734280886464,15,XGBoost(hh) Mun
1211208,-.17862955,.0319690648188158,15,XGBoost(hh) Mun
1211209,-.23612384,.0559570479137,15,XGBoost(hh) Mun
1211210,-.42131656,.1777873407285032,15,XGBoost(hh) Mun
1211211,-.22969514,.0528031008727359,15,XGBoost(hh) Mun
1211212,-.22542383,.0510680940478061,15,XGBoost(hh) Mun
1211213,-.22802047,.0522259851155918,15,XGBoost(hh) Mun
1211214,-.24759327,.0613599979101499,15,XGBoost(hh) Mun
1211215,-.46831703,.2199112216190249,15,XGBoost(hh) Mun
1211216,-.26948681,.0729387634411447,15,XGBoost(hh) Mun
1221001,-.11676297,.0137589301862243,15,XGBoost(hh) Mun
1221002,-.064914905,.0044515249727747,15,XGBoost(hh) Mun
1221003,-.16394481,.0269690599013836,15,XGBoost(hh) Mun
1221004,-.0025843133,.0001010781598983,15,XGBoost(hh) Mun
1221005,.0092355208,.0001295097515995,15,XGBoost(hh) Mun
1221006,-.034084171,.0011640230120812,15,XGBoost(hh) Mun
1221007,-.088613376,.007875064294748,15,XGBoost(hh) Mun
1221008,-.060903151,.0037625468948627,15,XGBoost(hh) Mun
1221009,-.1327592,.0176549455721815,15,XGBoost(hh) Mun
1221010,-.20760833,.0432281966897873,15,XGBoost(hh) Mun
1221011,-.038930655,.0015221485754231,15,XGBoost(hh) Mun
1221012,-.06060528,.0036900515355588,15,XGBoost(hh) Mun
1221013,.0029544593,.000205857323395,15,XGBoost(hh) Mun
1221014,-.036817718,.0013582998201,15,XGBoost(hh) Mun
1221015,-.10877983,.0119001311750126,15,XGBoost(hh) Mun
1221016,-.062509716,.0039123702503623,15,XGBoost(hh) Mun
1221017,-.040132754,.0016368056172378,15,XGBoost(hh) Mun
1221018,.033613298,.0012552734428656,15,XGBoost(hh) Mun
1231001,-.069247939,.0047984312721895,15,XGBoost(hh) Mun
1231002,-.22989085,.0529369805088748,15,XGBoost(hh) Mun
1231003,-.042924214,.0018484294817674,15,XGBoost(hh) Mun
1231004,-.11494421,.0132182584508748,15,XGBoost(hh) Mun
1231005,-.04962137,.0024642197560085,15,XGBoost(hh) Mun
1231006,-.29291585,.0858849940510139,15,XGBoost(hh) Mun
1231007,-.20783016,.0432794640355427,15,XGBoost(hh) Mun
1231008,-.017020643,.000301369956695,15,XGBoost(hh) Mun
1231009,-.04988654,.0024974111591404,15,XGBoost(hh) Mun
1231010,-.22523209,.0508069007917064,15,XGBoost(hh) Mun
1241001,-.27793738,.0773427160320761,15,XGBoost(hh) Mun
1241003,-.26722181,.0716377556086346,15,XGBoost(hh) Mun
1241004,-.20972127,.0440830124757862,15,XGBoost(hh) Mun
1241005,-.20499142,.0420405339023431,15,XGBoost(hh) Mun
1241006,-.23620656,.0560575106488256,15,XGBoost(hh) Mun
1241007,-.21867606,.0478587605502636,15,XGBoost(hh) Mun
1241008,-.19913392,.0396803501007755,15,XGBoost(hh) Mun
1241009,-.055171296,.0030687567294008,15,XGBoost(hh) Mun
1241010,-.26065093,.0681230344936102,15,XGBoost(hh) Mun
1241011,-.16985783,.0288702739554619,15,XGBoost(hh) Mun
1241012,-.24672489,.061085891406751,15,XGBoost(hh) Mun
1241013,-.12963648,.0168177108684369,15,XGBoost(hh) Mun
1241014,-.33834818,.11475583089811,15,XGBoost(hh) Mun
1241015,-.17201999,.0296216065994041,15,XGBoost(hh) Mun
1241016,-.21880567,.0479028757055445,15,XGBoost(hh) Mun
1241017,-.21750009,.0476730729899018,15,XGBoost(hh) Mun
1241018,-.22706401,.0517747440865817,15,XGBoost(hh) Mun
1241020,-.14885943,.0221683366232468,15,XGBoost(hh) Mun
1241021,-.051273737,.0027648979960671,15,XGBoost(hh) Mun
1241022,-.29547745,.0874055017167875,15,XGBoost(hh) Mun
1241023,-.26814833,.0719744365061023,15,XGBoost(hh) Mun
1241024,-.1658269,.02752542386993,15,XGBoost(hh) Mun
1241025,-.32449672,.1053484842854949,15,XGBoost(hh) Mun
1241026,-.25029758,.0630650527118814,15,XGBoost(hh) Mun
1241027,-.23073009,.0532724738846792,15,XGBoost(hh) Mun
1241028,-.050282583,.0025310011107312,15,XGBoost(hh) Mun
1241029,-.34455436,.1190105802330279,15,XGBoost(hh) Mun
1241031,-.084846355,.0075744943432257,15,XGBoost(hh) Mun
1241032,-.13447315,.0181426950849213,15,XGBoost(hh) Mun
1241033,-.41827327,.1751860371517218,15,XGBoost(hh) Mun
1241034,-.24143478,.0583611652105724,15,XGBoost(hh) Mun
1241035,-.060427032,.0036555267947126,15,XGBoost(hh) Mun
1241036,-.21636291,.0468825942143932,15,XGBoost(hh) Mun
1241037,-.26403803,.0698311303183717,15,XGBoost(hh) Mun
1241038,-.29552814,.0875750190212683,15,XGBoost(hh) Mun
1241039,-.29710695,.0885289428618504,15,XGBoost(hh) Mun
1241040,-.16364416,.0268108268949927,15,XGBoost(hh) Mun
1241041,-.29213905,.085686658167516,15,XGBoost(hh) Mun
1241042,-.29133949,.084919566349195,15,XGBoost(hh) Mun
1241043,-.22354396,.050021846599796,15,XGBoost(hh) Mun
1241044,-.26562798,.0707159602375247,15,XGBoost(hh) Mun
1241045,-.26665395,.0711567368296759,15,XGBoost(hh) Mun
1241046,-.11399668,.0130987258238338,15,XGBoost(hh) Mun
1241047,-.2998482,.0904075454713594,15,XGBoost(hh) Mun
1241048,-.10167365,.0103853860503042,15,XGBoost(hh) Mun
1241049,-.37541506,.1410655925294358,15,XGBoost(hh) Mun
1241050,-.064329326,.0041916457317973,15,XGBoost(hh) Mun
1241051,-.16175357,.0262425379829181,15,XGBoost(hh) Mun
1241052,-.3059563,.0937571952492246,15,XGBoost(hh) Mun
1241053,-.3090204,.0956611732171611,15,XGBoost(hh) Mun
1241054,-.26011011,.0678285844963139,15,XGBoost(hh) Mun
1241055,-.015208881,.0003136434706199,15,XGBoost(hh) Mun
1241056,-.24878636,.0619509358929374,15,XGBoost(hh) Mun
1241057,-.22614494,.0513384708279127,15,XGBoost(hh) Mun
1241058,-.17756291,.0315863724678713,15,XGBoost(hh) Mun
1251001,-.068584517,.0047061699685128,15,XGBoost(hh) Mun
1251002,-.1381219,.0190842936226719,15,XGBoost(hh) Mun
1251003,-.14473145,.0210487452244706,15,XGBoost(hh) Mun
1251004,-.088731557,.0078896914016305,15,XGBoost(hh) Mun
1251005,-.14865755,.0221333813681816,15,XGBoost(hh) Mun
1251006,-.037273135,.0013915965820642,15,XGBoost(hh) Mun
1251007,-.2336929,.0546659167686056,15,XGBoost(hh) Mun
1251008,-.024512496,.0006350509062437,15,XGBoost(hh) Mun
1251009,-.064768791,.0042146072326672,15,XGBoost(hh) Mun
1251010,-.14908159,.0222703997201595,15,XGBoost(hh) Mun
1251011,-.099181928,.0098430588583048,15,XGBoost(hh) Mun
1251012,-.051169682,.0026205749437875,15,XGBoost(hh) Mun
1251013,-.16444793,.0270657869522217,15,XGBoost(hh) Mun
1251014,-.072278373,.0052465288951382,15,XGBoost(hh) Mun
1251015,-.090387389,.0081724584972144,15,XGBoost(hh) Mun
1251016,-.11410701,.0130429167723124,15,XGBoost(hh) Mun
1251017,-.24607006,.0605886853696596,15,XGBoost(hh) Mun
1251018,-.051598698,.0026871753670339,15,XGBoost(hh) Mun
1261001,-.065928817,.0043496072103141,15,XGBoost(hh) Mun
1261002,-.069191456,.0047961059939239,15,XGBoost(hh) Mun
1261003,-.10279569,.0106267397318614,15,XGBoost(hh) Mun
1261004,-.087634251,.0076902610815635,15,XGBoost(hh) Mun
1261006,-.096462645,.0093176137982829,15,XGBoost(hh) Mun
1261012,-.13256797,.0175922469288139,15,XGBoost(hh) Mun
1261014,-.083609819,.0069993492443568,15,XGBoost(hh) Mun
1261016,-.11263237,.0126988989708163,15,XGBoost(hh) Mun
1261017,-.040306054,.0016277990244223,15,XGBoost(hh) Mun
1261018,-.06536556,.0042762465135524,15,XGBoost(hh) Mun
1261019,-.025255332,.0006402441997993,15,XGBoost(hh) Mun
1261020,-.074350201,.0055375994522348,15,XGBoost(hh) Mun
1261021,-.054246992,.0029596130217045,15,XGBoost(hh) Mun
1261023,-.067924939,.004619689396837,15,XGBoost(hh) Mun
1261025,-.052899856,.002803340653912,15,XGBoost(hh) Mun
1261026,-.083786599,.0071319236445948,15,XGBoost(hh) Mun
1261027,-.056825623,.0032322554761694,15,XGBoost(hh) Mun
1261029,-.047478184,.0022636308325122,15,XGBoost(hh) Mun
1261030,-.023404859,.000550370696915,15,XGBoost(hh) Mun
1261033,-.1485284,.0220943049059734,15,XGBoost(hh) Mun
1261035,-.056539845,.0032052856631494,15,XGBoost(hh) Mun
1261036,-.052712519,.0027805726794772,15,XGBoost(hh) Mun
1261038,-.062776834,.0039427321276889,15,XGBoost(hh) Mun
1261039,-.11924841,.0142321843889481,15,XGBoost(hh) Mun
1261041,-.038814347,.0015085446930771,15,XGBoost(hh) Mun
1261042,-.071477786,.0051270588308761,15,XGBoost(hh) Mun
1261043,-.046348486,.0021512309324525,15,XGBoost(hh) Mun
1261045,-.075904168,.0057858919049696,15,XGBoost(hh) Mun
1261047,-.042810109,.001839266009406,15,XGBoost(hh) Mun
1261048,-.046420582,.002159988143073,15,XGBoost(hh) Mun
1261049,-.15318954,.0235477049241136,15,XGBoost(hh) Mun
1261051,-.081551269,.0066778926373758,15,XGBoost(hh) Mun
1261052,-.05222835,.0027545364599032,15,XGBoost(hh) Mun
1261055,-.05716645,.0032766761809733,15,XGBoost(hh) Mun
1261056,.00072672043,.0000639609511281,15,XGBoost(hh) Mun
1261058,-.056061327,.003145561879675,15,XGBoost(hh) Mun
1261066,-.037800286,.0014328164976536,15,XGBoost(hh) Mun
1261069,-.073601402,.0054892115278511,15,XGBoost(hh) Mun
1261071,-.14778265,.021853473395329,15,XGBoost(hh) Mun
1261072,-.13353471,.0178818187173522,15,XGBoost(hh) Mun
1271001,-.28844547,.0832384757919861,15,XGBoost(hh) Mun
1271002,-.13488509,.0182089052668205,15,XGBoost(hh) Mun
1271003,-.23741268,.0564388017796765,15,XGBoost(hh) Mun
1271004,-.069367073,.0048145631388086,15,XGBoost(hh) Mun
1271005,-.12333155,.0152316543355849,15,XGBoost(hh) Mun
1271006,-.10943031,.0120114126585378,15,XGBoost(hh) Mun
1271007,-.18713997,.0350276948855409,15,XGBoost(hh) Mun
1271008,-.18592103,.0345935370105421,15,XGBoost(hh) Mun
1271009,-.19122076,.0365906846282445,15,XGBoost(hh) Mun
1271010,-.11186881,.0125432330538053,15,XGBoost(hh) Mun
1271011,-.38546637,.148640575428071,15,XGBoost(hh) Mun
1271012,-.20017321,.0400983663462349,15,XGBoost(hh) Mun
1271013,-.11231136,.0126263609035234,15,XGBoost(hh) Mun
1271014,-.057943664,.0033686953347658,15,XGBoost(hh) Mun
1271015,-.31232885,.0976219446126011,15,XGBoost(hh) Mun
1271016,-.087131009,.0076186097472132,15,XGBoost(hh) Mun
1271017,-.23583019,.0556380180618604,15,XGBoost(hh) Mun
1281001,-.26075202,.0680064463130681,15,XGBoost(hh) Mun
1281002,-.12991948,.0168950389906171,15,XGBoost(hh) Mun
1281003,-.078665949,.0061916418158608,15,XGBoost(hh) Mun
1281004,-.21531217,.0464029752541847,15,XGBoost(hh) Mun
1281007,-.078046761,.0060983697480737,15,XGBoost(hh) Mun
1281008,-.2093728,.0439601517900304,15,XGBoost(hh) Mun
1281009,-.061420638,.0037738955447609,15,XGBoost(hh) Mun
1281011,-.3216961,.1035216289621348,15,XGBoost(hh) Mun
1281012,-.17408374,.0303403238147505,15,XGBoost(hh) Mun
1281013,-.19947115,.0398386659222883,15,XGBoost(hh) Mun
1281014,-.053307671,.0028517967201526,15,XGBoost(hh) Mun
1281015,-.07539659,.0056931573769348,15,XGBoost(hh) Mun
1281016,-.28358284,.080469228414116,15,XGBoost(hh) Mun
1281017,-.21559437,.046602626133294,15,XGBoost(hh) Mun
1281018,-.26302668,.069200438385571,15,XGBoost(hh) Mun
1281019,-.27054507,.0732547739959925,15,XGBoost(hh) Mun
1281021,-.19786902,.0391605756382903,15,XGBoost(hh) Mun
1281022,-.089427806,.0080036534432001,15,XGBoost(hh) Mun
1281023,-.13890901,.0193466652444218,15,XGBoost(hh) Mun
1281024,-.11015835,.0121404456384222,15,XGBoost(hh) Mun
1281025,-.067052156,.0044997973917506,15,XGBoost(hh) Mun
1281027,-.10852224,.0117841774454929,15,XGBoost(hh) Mun
1281028,-.22364065,.0500319099538957,15,XGBoost(hh) Mun
1281029,-.268861,.0723867682537858,15,XGBoost(hh) Mun
1281030,-.28011391,.0784855674367053,15,XGBoost(hh) Mun
1281032,-.08230944,.0067776087418885,15,XGBoost(hh) Mun
1281033,-.11376147,.0129497986717671,15,XGBoost(hh) Mun
1281034,-.34663302,.1204319349492045,15,XGBoost(hh) Mun
1281035,-.18075648,.0327122744782677,15,XGBoost(hh) Mun
1281037,-.1685209,.0284167325216135,15,XGBoost(hh) Mun
1281038,-.071111917,.0050579901472182,15,XGBoost(hh) Mun
1281039,-.26363099,.0696211291238267,15,XGBoost(hh) Mun
1281040,-.13897441,.0193184260143001,15,XGBoost(hh) Mun
1281041,-.084784769,.0071932297585143,15,XGBoost(hh) Mun
1281042,-.30542982,.0933886659862287,15,XGBoost(hh) Mun
1281043,-.18772991,.0352543910800953,15,XGBoost(hh) Mun
1291001,-.1202783,.0144882543596119,15,XGBoost(hh) Mun
1291002,-.10157865,.010330806395868,15,XGBoost(hh) Mun
1291003,-.19170855,.0367891637003655,15,XGBoost(hh) Mun
1291004,-.25711212,.0662425085182906,15,XGBoost(hh) Mun
1291005,-.14061807,.0197789494354073,15,XGBoost(hh) Mun
1291006,-.15431859,.0238342039025221,15,XGBoost(hh) Mun
1291007,-.18302006,.0335894240406071,15,XGBoost(hh) Mun
1291008,-.17420186,.0304125531863744,15,XGBoost(hh) Mun
1291009,-.22899154,.0524757335774723,15,XGBoost(hh) Mun
1291010,-.14998269,.0225212719532601,15,XGBoost(hh) Mun
1291011,-.24454241,.0598353492830607,15,XGBoost(hh) Mun
1291012,-.28509355,.0813702399515066,15,XGBoost(hh) Mun
1291013,-.15579365,.0243397334103884,15,XGBoost(hh) Mun
1291014,-.22177412,.0492450425598757,15,XGBoost(hh) Mun
1291015,-.1377334,.0189864262915999,15,XGBoost(hh) Mun
1291016,-.28368565,.0805421596184901,15,XGBoost(hh) Mun
1291017,-.15564756,.0244916064964699,15,XGBoost(hh) Mun
1291018,-.1644513,.027102778412539,15,XGBoost(hh) Mun
1291019,-.1576694,.0248993608463642,15,XGBoost(hh) Mun
1291020,-.20313731,.0412966656843844,15,XGBoost(hh) Mun
